DRUGBANK_ID	NAMESPACE	ID	SOURCE
DB01608	CHEBI	31981	chebi
DB01608	CHEBI	31981	drugbank
DB01608	CHEBML	CHEMBL251940	drugbank
DB01609	CHEBI	49005	chebi
DB01609	CHEBI	49005	drugbank
DB01609	CHEBML	CHEMBL550348	drugbank
DB01610	CHEBI	63635	chebi
DB01610	CHEBI	63635	drugbank
DB01610	CHEBML	CHEMBL1201314	drugbank
DB01611	CHEBI	5801	chebi
DB01611	CHEBI	5801	drugbank
DB01611	CHEBML	CHEMBL1535	drugbank
DB01612	CHEBI	2691	chebi
DB01612	CHEBI	55344	chebi
DB01612	CHEBI	55344	drugbank
DB01612	CHEBML	CHEMBL3188202	drugbank
DB01613	CHEBI	60072	chebi
DB01613	CHEBI	60072	drugbank
DB01613	CHEBML	CHEMBL2107583	drugbank
DB01614	CHEBI	44932	chebi
DB01614	CHEBI	44932	drugbank
DB01614	CHEBML	CHEMBL39560	drugbank
DB01615	CHEBI	53770	chebi
DB01615	CHEBI	53770	drugbank
DB01615	CHEBML	CHEMBL2104054	drugbank
DB01616	CHEBI	518413	chebi
DB01616	CHEBI	518413	drugbank
DB01616	CHEBI	53785	chebi
DB01616	CHEBI	53786	chebi
DB01616	CHEBML	CHEMBL253371	drugbank
DB01618	CHEBI	6965	drugbank
DB01618	CHEBML	CHEMBL460	drugbank
DB01619	CHEBI	8065	drugbank
DB01619	CHEBML	CHEMBL278398	drugbank
DB01620	CHEBI	91591	drugbank
DB01620	CHEBML	CHEMBL1193	drugbank
DB01621	CHEBML	CHEMBL398880	drugbank
DB01622	CHEBI	59120	chebi
DB01622	CHEBI	59120	drugbank
DB01622	CHEBML	CHEMBL609109	drugbank
DB01623	CHEBI	9571	drugbank
DB01623	CHEBML	CHEMBL1201	drugbank
DB01624	CHEBI	51364	chebi
DB01624	CHEBI	51364	drugbank
DB01624	CHEBML	CHEMBL53904	drugbank
DB01625	CHEBI	6043	drugbank
DB01625	CHEBML	CHEMBL1201232	drugbank
DB01626	CHEBI	7930	drugbank
DB01626	CHEBML	CHEMBL673	drugbank
DB01627	CHEBI	6472	chebi
DB01627	CHEBI	6472	drugbank
DB01627	CHEBML	CHEMBL1447	drugbank
DB01628	CHEBI	6339	chebi
DB01628	CHEBI	6339	drugbank
DB01628	CHEBML	CHEMBL416146	drugbank
DB01629	CHEBI	40154	chebi
DB01629	CHEBI	40154	drugbank
DB01629	CHEBML	CHEMBL54918	drugbank
DB01630	CHEBML	CHEMBL1233506	drugbank
DB01631	CHEBI	44499	chebi
DB01631	CHEBI	44499	drugbank
DB01632	CHEBI	17111	chebi
DB01632	CHEBI	17111	drugbank
DB01635	CHEBI	39764	drugbank
DB01635	CHEBML	CHEMBL1229967	drugbank
DB01638	CHEBI	17924	chebi
DB01638	CHEBI	17924	drugbank
DB01638	CHEBML	CHEMBL1682	drugbank
DB01642	CHEBI	320055	chebi
DB01642	CHEBI	320055	drugbank
DB01642	CHEBML	CHEMBL132186	drugbank
DB01643	CHEBI	17013	chebi
DB01643	CHEBI	17013	drugbank
DB01643	CHEBML	CHEMBL394429	drugbank
DB01645	CHEBI	28088	chebi
DB01645	CHEBI	28088	drugbank
DB01645	CHEBML	CHEMBL44	drugbank
DB01646	CHEBI	21557	chebi
DB01646	CHEBI	21557	drugbank
DB01647	CHEBML	CHEMBL603830	drugbank
DB01650	CHEBI	18125	chebi
DB01650	CHEBI	18125	drugbank
DB01650	CHEBML	CHEMBL52564	drugbank
DB01652	CHEBI	15500	chebi
DB01652	CHEBI	15500	drugbank
DB01655	CHEBI	43824	drugbank
DB01656	CHEBI	47657	drugbank
DB01656	CHEBML	CHEMBL193240	drugbank
DB01661	CHEBI	18263	drugbank
DB01661	CHEBI	73200	chebi
DB01666	CHEBML	CHEMBL3945401	drugbank
DB01667	CHEBI	63486	chebi
DB01667	CHEBI	63486	drugbank
DB01667	CHEBML	CHEMBL374107	drugbank
DB01669	CHEBI	9997	chebi
DB01669	CHEBI	9997	drugbank
DB01669	CHEBML	CHEMBL1236670	drugbank
DB01670	CHEBI	40116	chebi
DB01670	CHEBI	40116	drugbank
DB01670	CHEBML	CHEMBL44857	drugbank
DB01671	CHEBI	49644	chebi
DB01671	CHEBI	49644	drugbank
DB01672	CHEBI	18026	chebi
DB01672	CHEBI	18026	drugbank
DB01672	CHEBML	CHEMBL1432	drugbank
DB01673	CHEBI	84726	drugbank
DB01675	CHEBI	27754	chebi
DB01675	CHEBI	27754	drugbank
DB01676	CHEBI	46053	chebi
DB01676	CHEBI	46053	drugbank
DB01676	CHEBML	CHEMBL1236345	drugbank
DB01677	CHEBI	18012	drugbank
DB01677	CHEBI	29806	chebi
DB01677	CHEBML	CHEMBL503160	drugbank
DB01678	CHEBML	CHEMBL78455	drugbank
DB01681	CHEBI	41089	drugbank
DB01681	CHEBML	CHEMBL1231329	drugbank
DB01683	CHEBML	CHEMBL247767	drugbank
DB01685	CHEBML	CHEMBL1078685	drugbank
DB01686	CHEBI	17929	chebi
DB01686	CHEBI	17929	drugbank
DB01686	CHEBML	CHEMBL457530	drugbank
DB01687	CHEBI	28085	chebi
DB01687	CHEBI	28085	drugbank
DB01688	CHEBI	17847	chebi
DB01688	CHEBI	17847	drugbank
DB01688	CHEBML	CHEMBL16645	drugbank
DB01689	CHEBML	CHEMBL240719	drugbank
DB01690	CHEBI	27775	drugbank
DB01690	CHEBML	CHEMBL407938	drugbank
DB01691	CHEBML	CHEMBL42208	drugbank
DB01692	CHEBI	17456	chebi
DB01692	CHEBI	17456	drugbank
DB01692	CHEBML	CHEMBL1232391	drugbank
DB01694	CHEBI	15672	chebi
DB01694	CHEBI	15672	drugbank
DB01694	CHEBML	CHEMBL1200861	drugbank
DB01696	CHEBI	17775	chebi
DB01697	CHEBI	3528	chebi
DB01697	CHEBI	41753	drugbank
DB01698	CHEBI	28527	chebi
DB01698	CHEBI	28527	drugbank
DB01698	CHEBML	CHEMBL226335	drugbank
DB01700	CHEBI	18406	chebi
DB01700	CHEBI	18406	drugbank
DB01700	CHEBML	CHEMBL483849	drugbank
DB01701	CHEBI	142469	drugbank
DB01701	CHEBML	CHEMBL373466	drugbank
DB01702	CHEBI	41941	chebi
DB01702	CHEBI	41941	drugbank
DB01702	CHEBML	CHEMBL1284	drugbank
DB01703	CHEBI	30735	chebi
DB01703	CHEBI	30735	drugbank
DB01704	CHEBML	CHEMBL1235981	drugbank
DB01708	CHEBI	28689	chebi
DB01708	CHEBI	28689	drugbank
DB01708	CHEBML	CHEMBL90593	drugbank
DB01709	CHEBI	17835	drugbank
DB01709	CHEBI	24344	chebi
DB01711	CHEBI	44903	drugbank
DB01713	CHEBI	16082	drugbank
DB01714	CHEBI	17604	drugbank
DB01715	CHEBI	42085	chebi
DB01715	CHEBI	42085	drugbank
DB01717	CHEBI	28898	drugbank
DB01717	CHEBML	CHEMBL437508	drugbank
DB01718	CHEBI	3567	chebi
DB01718	CHEBI	39561	drugbank
DB01718	CHEBML	CHEMBL1183605	drugbank
DB01720	CHEBML	CHEMBL188442	drugbank
DB01722	CHEBI	16101	chebi
DB01723	CHEBML	CHEMBL110674	drugbank
DB01725	CHEBML	CHEMBL327715	drugbank
DB01726	CHEBI	18112	chebi
DB01726	CHEBI	18112	drugbank
DB01726	CHEBML	CHEMBL28319	drugbank
DB01727	CHEBI	160	drugbank
DB01727	CHEBI	30887	chebi
DB01728	CHEBI	73005	chebi
DB01728	CHEBI	73005	drugbank
DB01729	CHEBI	18228	drugbank
DB01729	CHEBML	CHEMBL329137	drugbank
DB01731	CHEBI	78011	chebi
DB01731	CHEBI	78011	drugbank
DB01731	CHEBML	CHEMBL411084	drugbank
DB01732	CHEBML	CHEMBL171148	drugbank
DB01733	CHEBI	45013	chebi
DB01733	CHEBI	45013	drugbank
DB01733	CHEBML	CHEMBL1941138	drugbank
DB01734	CHEBML	CHEMBL383570	drugbank
DB01735	CHEBI	17092	drugbank
DB01735	CHEBML	CHEMBL295666	drugbank
DB01738	CHEBI	17553	chebi
DB01738	CHEBI	17553	drugbank
DB01738	CHEBML	CHEMBL146972	drugbank
DB01739	CHEBI	22359	chebi
DB01739	CHEBI	85338	drugbank
DB01739	CHEBML	CHEMBL56053	drugbank
DB01740	CHEBML	CHEMBL1235902	drugbank
DB01744	CHEBI	15396	drugbank
DB01744	CHEBI	36773	chebi
DB01744	CHEBML	CHEMBL504760	drugbank
DB01745	CHEBML	CHEMBL343892	drugbank
DB01746	CHEBI	28225	chebi
DB01746	CHEBI	28225	drugbank
DB01746	CHEBML	CHEMBL1232258	drugbank
DB01747	CHEBI	83101	chebi
DB01747	CHEBI	83101	drugbank
DB01748	CHEBML	CHEMBL302715	drugbank
DB01749	CHEBI	42263	drugbank
DB01749	CHEBML	CHEMBL1232411	drugbank
DB01750	CHEBI	32918	chebi
DB01750	CHEBI	32918	drugbank
DB01750	CHEBML	CHEMBL428495	drugbank
DB01751	CHEBI	131194	chebi
DB01751	CHEBI	131194	drugbank
DB01751	CHEBML	CHEMBL549748	drugbank
DB01752	CHEBI	16680	chebi
DB01752	CHEBI	16680	drugbank
DB01752	CHEBML	CHEMBL418052	drugbank
DB01756	CHEBI	41917	drugbank
DB01758	CHEBI	27847	chebi
DB01758	CHEBI	27847	drugbank
DB01758	CHEBML	CHEMBL479789	drugbank
DB01759	CHEBI	43572	chebi
DB01759	CHEBI	43572	drugbank
DB01759	CHEBML	CHEMBL287556	drugbank
DB01760	CHEBML	CHEMBL96852	drugbank
DB01761	CHEBML	CHEMBL305178	drugbank
DB01762	CHEBI	15344	chebi
DB01762	CHEBI	15344	drugbank
DB01762	CHEBML	CHEMBL1230762	drugbank
DB01763	CHEBML	CHEMBL1236188	drugbank
DB01764	CHEBML	CHEMBL1200937	drugbank
DB01765	CHEBML	CHEMBL92361	drugbank
DB01766	CHEBML	CHEMBL1234619	drugbank
DB01767	CHEBML	CHEMBL46148	drugbank
DB01768	CHEBML	CHEMBL1234524	drugbank
DB01773	CHEBML	CHEMBL420910	drugbank
DB01774	CHEBI	15751	drugbank
DB01774	CHEBML	CHEMBL227552	drugbank
DB01775	CHEBI	16016	chebi
DB01775	CHEBI	16016	drugbank
DB01775	CHEBML	CHEMBL1229937	drugbank
DB01776	CHEBI	17231	chebi
DB01776	CHEBI	17231	drugbank
DB01776	CHEBML	CHEMBL298312	drugbank
DB01778	CHEBML	CHEMBL298737	drugbank
DB01779	CHEBI	17270	chebi
DB01779	CHEBI	17270	drugbank
DB01779	CHEBML	CHEMBL1232903	drugbank
DB01780	CHEBI	51015	chebi
DB01780	CHEBI	51015	drugbank
DB01780	CHEBML	CHEMBL4244843	drugbank
DB01782	CHEBI	90695	drugbank
DB01782	CHEBML	CHEMBL7064	drugbank
DB01783	CHEBI	46905	chebi
DB01783	CHEBI	46905	drugbank
DB01783	CHEBI	7916	chebi
DB01783	CHEBML	CHEMBL1594	drugbank
DB01784	CHEBML	CHEMBL1232673	drugbank
DB01785	CHEBI	16057	chebi
DB01785	CHEBI	16057	drugbank
DB01785	CHEBML	CHEMBL343480	drugbank
DB01786	CHEBI	15570	chebi
DB01786	CHEBI	15570	drugbank
DB01786	CHEBML	CHEMBL66693	drugbank
DB01790	CHEBI	84622	drugbank
DB01791	CHEBI	47619	chebi
DB01791	CHEBI	47619	drugbank
DB01791	CHEBML	CHEMBL42126	drugbank
DB01793	CHEBML	CHEMBL156987	drugbank
DB01794	CHEBI	30402	chebi
DB01794	CHEBI	30402	drugbank
DB01795	CHEBI	44923	chebi
DB01795	CHEBI	44923	drugbank
DB01795	CHEBML	CHEMBL21485	drugbank
DB01796	CHEBI	16675	chebi
DB01796	CHEBI	16675	drugbank
DB01796	CHEBML	CHEMBL286204	drugbank
DB01800	CHEBI	41733	drugbank
DB01803	CHEBML	CHEMBL136145	drugbank
DB01807	CHEBML	CHEMBL85860	drugbank
DB01809	CHEBML	CHEMBL306380	drugbank
DB01811	CHEBI	27404	chebi
DB01811	CHEBI	27404	drugbank
DB01811	CHEBML	CHEMBL92636	drugbank
DB01812	CHEBI	17985	drugbank
DB01812	CHEBML	CHEMBL574817	drugbank
DB01816	CHEBI	27860	drugbank
DB01816	CHEBML	CHEMBL311226	drugbank
DB01818	CHEBI	65148	drugbank
DB01819	CHEBI	44897	chebi
DB01819	CHEBI	44897	drugbank
DB01819	CHEBML	CHEMBL1235228	drugbank
DB01820	CHEBML	CHEMBL1230658	drugbank
DB01821	CHEBML	CHEMBL44833	drugbank
DB01822	CHEBI	42147	chebi
DB01822	CHEBI	42147	drugbank
DB01823	CHEBML	CHEMBL595439	drugbank
DB01828	CHEBI	16830	chebi
DB01828	CHEBI	16830	drugbank
DB01828	CHEBML	CHEMBL43280	drugbank
DB01833	CHEBI	609827	drugbank
DB01833	CHEBML	CHEMBL443732	drugbank
DB01836	CHEBML	CHEMBL270527	drugbank
DB01837	CHEBI	17981	chebi
DB01837	CHEBI	17981	drugbank
DB01837	CHEBML	CHEMBL1234916	drugbank
DB01839	CHEBI	16997	chebi
DB01839	CHEBI	16997	drugbank
DB01839	CHEBML	CHEMBL286398	drugbank
DB01843	CHEBML	CHEMBL594722	drugbank
DB01844	CHEBI	17741	chebi
DB01844	CHEBI	17741	drugbank
DB01844	CHEBML	CHEMBL268291	drugbank
DB01845	CHEBI	44194	chebi
DB01847	CHEBI	41469	drugbank
DB01847	CHEBML	CHEMBL187835	drugbank
DB01849	CHEBI	15901	drugbank
DB01851	CHEBI	45825	chebi
DB01851	CHEBI	45825	drugbank
DB01851	CHEBML	CHEMBL1236196	drugbank
DB01852	CHEBI	28499	chebi
DB01852	CHEBI	28499	drugbank
DB01852	CHEBML	CHEMBL150	drugbank
DB01853	CHEBI	30033	chebi
DB01853	CHEBI	30033	drugbank
DB01856	CHEBI	30531	chebi
DB01856	CHEBI	30531	drugbank
DB01856	CHEBML	CHEMBL1235351	drugbank
DB01857	CHEBI	15836	drugbank
DB01858	CHEBML	CHEMBL185097	drugbank
DB01859	CHEBI	16840	drugbank
DB01859	CHEBML	CHEMBL1236081	drugbank
DB01860	CHEBI	52316	chebi
DB01860	CHEBI	52316	drugbank
DB01860	CHEBML	CHEMBL480329	drugbank
DB01861	CHEBI	46229	drugbank
DB01861	CHEBML	CHEMBL375951	drugbank
DB01862	CHEBI	61448	drugbank
DB01863	CHEBI	16783	chebi
DB01863	CHEBI	16783	drugbank
DB01863	CHEBML	CHEMBL23552	drugbank
DB01864	CHEBI	43000	chebi
DB01864	CHEBI	43000	drugbank
DB01864	CHEBML	CHEMBL1204628	drugbank
DB01865	CHEBML	CHEMBL297053	drugbank
DB01871	CHEBML	CHEMBL261723	drugbank
DB01872	CHEBI	44391	chebi
DB01872	CHEBI	44391	drugbank
DB01873	CHEBI	29579	chebi
DB01873	CHEBI	29579	drugbank
DB01873	CHEBML	CHEMBL96172	drugbank
DB01874	CHEBI	16656	chebi
DB01874	CHEBI	16656	drugbank
DB01875	CHEBI	40850	chebi
DB01875	CHEBI	40850	drugbank
DB01875	CHEBML	CHEMBL219341	drugbank
DB01878	CHEBI	41308	chebi
DB01878	CHEBI	41308	drugbank
DB01878	CHEBML	CHEMBL90039	drugbank
DB01880	CHEBI	16433	drugbank
DB01880	CHEBI	17395	chebi
DB01880	CHEBML	CHEMBL145	drugbank
DB01884	CHEBML	CHEMBL383705	drugbank
DB01885	CHEBI	15945	chebi
DB01885	CHEBI	15945	drugbank
DB01888	CHEBML	CHEMBL361348	drugbank
DB01889	CHEBI	40933	chebi
DB01889	CHEBI	40933	drugbank
DB01889	CHEBML	CHEMBL142348	drugbank
DB01892	CHEBI	5834	chebi
DB01892	CHEBI	5834	drugbank
DB01892	CHEBML	CHEMBL1237210	drugbank
DB01893	CHEBML	CHEMBL1234640	drugbank
DB01896	CHEBML	CHEMBL20852	drugbank
DB01898	CHEBML	CHEMBL38885	drugbank
DB01900	CHEBI	17578	chebi
DB01901	CHEBML	CHEMBL1235872	drugbank
DB01902	CHEBI	44348	chebi
DB01902	CHEBI	44348	drugbank
DB01903	CHEBML	CHEMBL1160593	drugbank
DB01904	CHEBI	16772	chebi
DB01904	CHEBI	17151	chebi
DB01906	CHEBML	CHEMBL265758	drugbank
DB01907	CHEBI	15846	chebi
DB01908	CHEBML	CHEMBL436462	drugbank
DB01909	CHEBI	40585	chebi
DB01909	CHEBI	40585	drugbank
DB01909	CHEBML	CHEMBL1230813	drugbank
DB01910	CHEBI	45453	drugbank
DB01910	CHEBML	CHEMBL1214186	drugbank
DB01911	CHEBI	44085	chebi
DB01911	CHEBI	44085	drugbank
DB01914	CHEBI	37695	chebi
DB01914	CHEBI	42758	chebi
DB01914	CHEBI	42758	drugbank
DB01915	CHEBI	41710	chebi
DB01915	CHEBI	41710	drugbank
DB01917	CHEBI	17148	chebi
DB01917	CHEBI	17148	drugbank
DB01917	CHEBML	CHEMBL46257	drugbank
DB01919	CHEBI	84069	drugbank
DB01919	CHEBML	CHEMBL18602	drugbank
DB01920	CHEBI	90144	drugbank
DB01920	CHEBML	CHEMBL1229648	drugbank
DB01922	CHEBML	CHEMBL1233953	drugbank
DB01923	CHEBI	16593	chebi
DB01923	CHEBI	16593	drugbank
DB01924	CHEBML	CHEMBL16300	drugbank
DB01925	CHEBI	49512	chebi
DB01925	CHEBI	49512	drugbank
DB01927	CHEBI	42023	chebi
DB01927	CHEBI	42023	drugbank
DB01927	CHEBML	CHEMBL151604	drugbank
DB01930	CHEBI	15980	chebi
DB01930	CHEBI	15980	drugbank
DB01931	CHEBI	107660	drugbank
DB01931	CHEBML	CHEMBL50267	drugbank
DB01932	CHEBML	CHEMBL426643	drugbank
DB01933	CHEBML	CHEMBL1236539	drugbank
DB01934	CHEBML	CHEMBL1231055	drugbank
DB01935	CHEBML	CHEMBL45412	drugbank
DB01936	CHEBI	145590	chebi
DB01936	CHEBI	145590	drugbank
DB01936	CHEBI	16988	chebi
DB01937	CHEBI	74948	chebi
DB01937	CHEBI	74948	drugbank
DB01941	CHEBML	CHEMBL288436	drugbank
DB01942	CHEBI	30751	chebi
DB01942	CHEBI	30751	drugbank
DB01942	CHEBML	CHEMBL116736	drugbank
DB01944	CHEBI	75388	chebi
DB01944	CHEBI	75388	drugbank
DB01944	CHEBML	CHEMBL1231358	drugbank
DB01946	CHEBML	CHEMBL269264	drugbank
DB01947	CHEBML	CHEMBL286678	drugbank
DB01948	CHEBML	CHEMBL564912	drugbank
DB01950	CHEBML	CHEMBL259850	drugbank
DB01951	CHEBML	CHEMBL6367	drugbank
DB01952	CHEBI	29146	chebi
DB01952	CHEBI	29146	drugbank
DB01953	CHEBML	CHEMBL193156	drugbank
DB01954	CHEBI	104872	chebi
DB01954	CHEBI	104872	drugbank
DB01954	CHEBML	CHEMBL63	drugbank
DB01955	CHEBI	41189	chebi
DB01955	CHEBI	41189	drugbank
DB01955	CHEBML	CHEMBL171623	drugbank
DB01956	CHEBI	15891	chebi
DB01956	CHEBI	507393	drugbank
DB01956	CHEBML	CHEMBL239243	drugbank
DB01957	CHEBI	38855	chebi
DB01957	CHEBI	38855	drugbank
DB01957	CHEBML	CHEMBL41172	drugbank
DB01958	CHEBML	CHEMBL329985	drugbank
DB01960	CHEBI	43977	drugbank
DB01961	CHEBI	53013	chebi
DB01961	CHEBI	53013	drugbank
DB01961	CHEBML	CHEMBL258728	drugbank
DB01962	CHEBI	37788	chebi
DB01962	CHEBI	37788	drugbank
DB01962	CHEBML	CHEMBL286939	drugbank
DB01963	CHEBML	CHEMBL20461	drugbank
DB01965	CHEBML	CHEMBL1232397	drugbank
DB01966	CHEBI	47767	drugbank
DB01971	CHEBI	30817	chebi
DB01971	CHEBI	30817	drugbank
DB01971	CHEBML	CHEMBL1236602	drugbank
DB01972	CHEBI	17345	chebi
DB01972	CHEBI	17345	drugbank
DB01972	CHEBML	CHEMBL283807	drugbank
DB01976	CHEBI	40678	drugbank
DB01976	CHEBML	CHEMBL82321	drugbank
DB01977	CHEBML	CHEMBL104937	drugbank
DB01979	CHEBI	43943	chebi
DB01979	CHEBI	43943	drugbank
DB01979	CHEBML	CHEMBL195368	drugbank
DB01982	CHEBI	16224	chebi
DB01982	CHEBI	16224	drugbank
DB01983	CHEBI	40520	chebi
DB01983	CHEBI	40520	drugbank
DB01985	CHEBI	40521	drugbank
DB01987	CHEBI	18290	chebi
DB01987	CHEBI	45931	drugbank
DB01987	CHEBML	CHEMBL1236235	drugbank
DB01990	CHEBI	41321	drugbank
DB01990	CHEBML	CHEMBL1231592	drugbank
DB01991	CHEBML	CHEMBL1236446	drugbank
DB01992	CHEBI	15346	chebi
DB01992	CHEBI	15346	drugbank
DB01992	CHEBML	CHEMBL1213327	drugbank
DB01993	CHEBI	44743	chebi
DB01993	CHEBI	44743	drugbank
DB01995	CHEBI	74725	chebi
DB01995	CHEBI	74725	drugbank
DB01995	CHEBML	CHEMBL72388	drugbank
DB01996	CHEBI	39922	chebi
DB01996	CHEBI	39922	drugbank
DB01996	CHEBML	CHEMBL15722	drugbank
DB01997	CHEBML	CHEMBL479014	drugbank
DB02001	CHEBML	CHEMBL328827	drugbank
DB02004	CHEBML	CHEMBL34062	drugbank
DB02007	CHEBI	17665	chebi
DB02007	CHEBI	17665	drugbank
DB02008	CHEBML	CHEMBL120708	drugbank
DB02009	CHEBML	CHEMBL151663	drugbank
DB02010	CHEBI	15738	chebi
DB02010	CHEBI	15738	drugbank
DB02010	CHEBML	CHEMBL388978	drugbank
DB02011	CHEBML	CHEMBL1160567	drugbank
DB02014	CHEBML	CHEMBL117869	drugbank
DB02015	CHEBI	15633	chebi
DB02015	CHEBI	15633	drugbank
DB02015	CHEBML	CHEMBL46294	drugbank
DB02016	CHEBI	101064	drugbank
DB02016	CHEBML	CHEMBL304858	drugbank
DB02018	CHEBML	CHEMBL1231012	drugbank
DB02019	CHEBI	33092	drugbank
DB02019	CHEBI	44492	chebi
DB02019	CHEBML	CHEMBL321113	drugbank
DB02020	CHEBML	CHEMBL63055	drugbank
DB02021	CHEBML	CHEMBL84446	drugbank
DB02022	CHEBI	16892	chebi
DB02022	CHEBI	16892	drugbank
DB02023	CHEBI	63223	drugbank
DB02024	CHEBI	28631	chebi
DB02024	CHEBI	28631	drugbank
DB02024	CHEBML	CHEMBL851	drugbank
DB02025	CHEBI	28496	chebi
DB02025	CHEBI	28496	drugbank
DB02025	CHEBML	CHEMBL70421	drugbank
DB02026	CHEBML	CHEMBL104829	drugbank
DB02027	CHEBML	CHEMBL227937	drugbank
DB02029	CHEBI	41480	drugbank
DB02029	CHEBML	CHEMBL1231797	drugbank
DB02030	CHEBI	16837	chebi
DB02030	CHEBI	16837	drugbank
DB02031	CHEBI	15635	chebi
DB02031	CHEBI	15635	drugbank
DB02032	CHEBML	CHEMBL269634	drugbank
DB02034	CHEBI	9367	chebi
DB02034	CHEBI	9367	drugbank
DB02034	CHEBML	CHEMBL371197	drugbank
DB02035	CHEBI	43275	chebi
DB02035	CHEBI	43275	drugbank
DB02035	CHEBML	CHEMBL94809	drugbank
DB02037	CHEBML	CHEMBL175083	drugbank
DB02041	CHEBML	CHEMBL14882	drugbank
DB02042	CHEBML	CHEMBL1229767	drugbank
DB02043	CHEBI	60724	chebi
DB02043	CHEBI	60724	drugbank
DB02043	CHEBML	CHEMBL2286758	drugbank
DB02044	CHEBI	90721	chebi
DB02044	CHEBI	90721	drugbank
DB02044	CHEBML	CHEMBL107251	drugbank
DB02045	CHEBI	74848	chebi
DB02045	CHEBI	74848	drugbank
DB02049	CHEBML	CHEMBL93687	drugbank
DB02052	CHEBI	43645	chebi
DB02052	CHEBI	43645	drugbank
DB02052	CHEBML	CHEMBL216543	drugbank
DB02053	CHEBI	17797	chebi
DB02053	CHEBI	17797	drugbank
DB02054	CHEBI	42682	chebi
DB02054	CHEBI	42682	drugbank
DB02054	CHEBML	CHEMBL307782	drugbank
DB02055	CHEBI	44237	drugbank
DB02055	CHEBML	CHEMBL479880	drugbank
DB02056	CHEBI	15555	chebi
DB02056	CHEBI	15555	drugbank
DB02056	CHEBML	CHEMBL1235252	drugbank
DB02057	CHEBI	28812	chebi
DB02057	CHEBML	CHEMBL276815	drugbank
DB02060	CHEBI	17854	chebi
DB02060	CHEBI	17854	drugbank
DB02060	CHEBML	CHEMBL18850	drugbank
DB02061	CHEBI	17057	chebi
DB02061	CHEBI	17057	drugbank
DB02066	CHEBI	42575	drugbank
DB02067	CHEBML	CHEMBL1236268	drugbank
DB02070	CHEBI	16946	chebi
DB02070	CHEBI	57959	drugbank
DB02070	CHEBML	CHEMBL498416	drugbank
DB02071	CHEBML	CHEMBL70176	drugbank
DB02072	CHEBML	CHEMBL139423	drugbank
DB02073	CHEBI	17033	chebi
DB02073	CHEBI	17033	drugbank
DB02073	CHEBML	CHEMBL455477	drugbank
DB02074	CHEBI	22959	chebi
DB02074	CHEBI	41131	drugbank
DB02074	CHEBML	CHEMBL1213528	drugbank
DB02076	CHEBI	48928	chebi
DB02076	CHEBI	48928	drugbank
DB02076	CHEBML	CHEMBL1230513	drugbank
DB02077	CHEBML	CHEMBL228077	drugbank
DB02078	CHEBI	44842	chebi
DB02078	CHEBI	44842	drugbank
DB02078	CHEBML	CHEMBL1235255	drugbank
DB02079	CHEBML	CHEMBL347862	drugbank
DB02082	CHEBI	78408	drugbank
DB02082	CHEBML	CHEMBL1233085	drugbank
DB02083	CHEBI	17724	chebi
DB02083	CHEBI	58251	drugbank
DB02085	CHEBI	18053	chebi
DB02085	CHEBI	18053	drugbank
DB02085	CHEBML	CHEMBL265325	drugbank
DB02086	CHEBI	30287	chebi
DB02086	CHEBI	30287	drugbank
DB02087	CHEBI	42566	chebi
DB02087	CHEBI	42566	drugbank
DB02089	CHEBML	CHEMBL434025	drugbank
DB02091	CHEBML	CHEMBL47302	drugbank
DB02092	CHEBI	41509	chebi
DB02092	CHEBI	41509	drugbank
DB02093	CHEBML	CHEMBL1235136	drugbank
DB02094	CHEBML	CHEMBL320049	drugbank
DB02095	CHEBI	27539	chebi
DB02095	CHEBI	27539	drugbank
DB02095	CHEBML	CHEMBL326294	drugbank
DB02096	CHEBML	CHEMBL329433	drugbank
DB02097	CHEBI	17562	chebi
DB02097	CHEBI	17562	drugbank
DB02097	CHEBML	CHEMBL95606	drugbank
DB02098	CHEBML	CHEMBL1161861	drugbank
DB02100	CHEBI	55507	drugbank
DB02100	CHEBML	CHEMBL467773	drugbank
DB02101	CHEBML	CHEMBL189464	drugbank
DB02102	CHEBML	CHEMBL223824	drugbank
DB02104	CHEBML	CHEMBL50514	drugbank
DB02105	CHEBML	CHEMBL168276	drugbank
DB02109	CHEBI	43040	chebi
DB02109	CHEBI	43040	drugbank
DB02109	CHEBML	CHEMBL331373	drugbank
DB02111	CHEBML	CHEMBL1232960	drugbank
DB02112	CHEBML	CHEMBL369251	drugbank
DB02113	CHEBI	40274	chebi
DB02113	CHEBI	40274	drugbank
DB02113	CHEBML	CHEMBL293405	drugbank
DB02114	CHEBI	43405	drugbank
DB02115	CHEBI	42202	chebi
DB02115	CHEBI	42202	drugbank
DB02115	CHEBML	CHEMBL486422	drugbank
DB02116	CHEBI	44661	chebi
DB02116	CHEBI	44661	drugbank
DB02116	CHEBML	CHEMBL280074	drugbank
DB02119	CHEBI	44841	drugbank
DB02119	CHEBML	CHEMBL1233322	drugbank
DB02120	CHEBML	CHEMBL1230806	drugbank
DB02121	CHEBI	50724	chebi
DB02121	CHEBI	50724	drugbank
DB02121	CHEBML	CHEMBL1231396	drugbank
DB02123	CHEBI	36274	chebi
DB02123	CHEBI	36274	drugbank
DB02123	CHEBI	87818	chebi
DB02123	CHEBML	CHEMBL1552	drugbank
DB02124	CHEBI	60844	chebi
DB02124	CHEBI	60844	drugbank
