chembl_id,pref_name,chebi_id
CHEMBL485785,CLAUSLACTONE A,
CHEMBL519232,BIPINNATOLIDE,
CHEMBL486586,FLACCIDOXIDE,
CHEMBL488194,ILLUDOSIN,
CHEMBL488408,LYNGBYATOXIN A ACETATE,
CHEMBL504381,ALLISAN,27864
CHEMBL450348,DODINE,74889
CHEMBL485786,CLAUSLACTONE B,
CHEMBL519868,CLAUSLACTONE C,
CHEMBL488407,CLAUSLACTONE D,
CHEMBL488603,CLAUSLACTONE E,
CHEMBL488604,CLAUSLACTONE F,
CHEMBL497767,CILIATOSIDE A,
CHEMBL445172,CILIATOSIDE B,
CHEMBL487185,FLUTOLANIL,81792
CHEMBL487186,TEBUCONAZOLE,83779
CHEMBL468759,PENTACHLORONITROBENZENE,34908
CHEMBL487187,THIOPHANATE METHYL,35014
CHEMBL453418,TRIFORINE,9715
CHEMBL455089,DIDEOXYPETROSYNOL E,
CHEMBL503769,DIDEOXYPETROSYNOL F,
CHEMBL451973,EPIANHYDROBELACHINAL,
CHEMBL451975,LANCILACTONE A,
CHEMBL454822,LETHEDOSIDE A,
CHEMBL454823,LETHEDOSIDE B,
CHEMBL455082,LETHEDOSIDE C,
CHEMBL442846,LETHEDIOSIDE A,
CHEMBL510037,LETHEDIOSIDE B,
CHEMBL508292,VELUTIN,
CHEMBL451007,SAPINOFURANONE A,
CHEMBL452937,PARAHIGGINOL A,
CHEMBL455608,PARAHIGGINOL B,
CHEMBL455609,PARAHIGGINOL C,
CHEMBL455610,PARAHIGGINOL D,
CHEMBL452228,PARAHIGGINIC ACID,
CHEMBL452229,TENELLIC ACID A,
CHEMBL508418,LANCILACTONE B,
CHEMBL508290,LANCILACTONE C,66544
CHEMBL455083,KADSULACTONE A,
CHEMBL453145,SAPINOFURANONE B,
CHEMBL455090,JUNCEELLOLIDE D,
CHEMBL508522,4-DEACETYLJUNCEELLOLIDE D,
CHEMBL502640,"11ALPHA,20ALPHA-EPOXYJUNCEELLOLIDE",
CHEMBL455350,"11ALPHA,20ALPHA-EPOXY-4-DEACETYLJUNCEELLOLIDE D",
CHEMBL452230,TENELLIC ACID B,
CHEMBL452487,TENELLIC ACID C,
CHEMBL511039,TENELLIC ACID D,
CHEMBL455344,MALAYENOLIDE A,
CHEMBL455345,ALVARADOIN A,
CHEMBL507834,ALVARADOIN B,
CHEMBL455351,JUNCEELLOLIDE K,
CHEMBL500581,PRAELOLIDE,
CHEMBL506094,CALAMISTRIN A,
CHEMBL504679,CALAMISTRIN B,
CHEMBL503058,MEDIASTEROSIDE M1,
CHEMBL449508,MEDIASTEROSIDE M2,
CHEMBL510050,,69143
CHEMBL451709,TAMARAXETIN,
CHEMBL452488,LIMOCITRIN,
CHEMBL452489,MALAYENOLIDE B,
CHEMBL507602,MALAYENOLIDE C,
CHEMBL455601,MALAYENOLIDE D,
CHEMBL455602,CITPRESSINE II,
CHEMBL455603,ALVARADOIN C,
CHEMBL510048,ALVARADOIN D,
CHEMBL451699,PLICATIN B,
CHEMBL449317,HESPERIDIN,28775
CHEMBL446246,NARIRUTIN,28705
CHEMBL508186,GLYCOCITRINE I,
CHEMBL452220,ATOLAPHYLLIDINE,
CHEMBL508187,ATALAPHYLLININE,
CHEMBL452480,PALICATIN B METHYL ETHER,
CHEMBL445197,4-HYDROXYHYDROCINNAMIC ACID METHYL ESTER,
CHEMBL452481,MICROSPHAEROPSISIN,
CHEMBL499303,(-)-(R)-MELLEIN,
CHEMBL452482,E163,
CHEMBL447326,E163,
CHEMBL443095,E163,
CHEMBL500446,HYPOGLAUCIN G,
CHEMBL509615,JODRELLIN B,
CHEMBL452745,SCUTALPIN C,
CHEMBL452746,SCUTEGALIN B,
CHEMBL448359,"4,8-DIHYDROXY-1-TETRALONE",
CHEMBL449604,,2212
CHEMBL508917,PHENYL ETHANOL,669
CHEMBL507057,,31042
CHEMBL453009,PETRORASPAILYNE A1,
CHEMBL453792,PETRORASPAILYNE A2,
CHEMBL453793,PETRORASPAILYNE A3,
CHEMBL453794,TOMENPHANTIN A,
CHEMBL509174,TOMENPHANTIN B,
CHEMBL509244,OKARAMINE A,
CHEMBL486676,OKARAMINE H,
CHEMBL501004,OKARAMINE B,
CHEMBL454564,OKARAMINE I,
CHEMBL510049,GRANDISINE I,
CHEMBL451704,GLYCOCITRINE II,
CHEMBL451705,CITRUSININE-I,
CHEMBL447169,,69044
CHEMBL451706,CITRACRIDONE I,
CHEMBL452225,CITRACRIDONE II,
CHEMBL508188,PETRORASPAILYNE B2,
CHEMBL452226,PETRORASPAILYNE B3,
CHEMBL454261,GUTTIFERONE F,65991
CHEMBL452227,PETRORASPAILYNE B1,
CHEMBL452484,KONINGININ G,
CHEMBL503899,,66729
CHEMBL453012,SIDEROXYLONAL A,
CHEMBL509880,SIDEROXYLONAL B,
CHEMBL453538,SIDEROXYLONAL C,
CHEMBL510128,EXCAVATOLIDE F,
CHEMBL508718,EXCAVATOLIDE G,
CHEMBL455802,EXCAVATOLIDE H,
CHEMBL507778,EXCAVATOLIDE I,
CHEMBL446830,EXCAVATOLIDE J,
CHEMBL507045,EXCAVATOLIDE K,
CHEMBL454054,EXCAVATOLIDE M,
CHEMBL454308,REMANGILONE A,
CHEMBL509922,NORACRONYCINE,
CHEMBL507523,JODRELLIN A,
CHEMBL453272,,65851
CHEMBL454049,EUGLOBAL IA2,
CHEMBL454050,EUGLOBAL IIC,
CHEMBL509920,ROBUSTADIAL A,
CHEMBL454824,REMANGILONE C,
CHEMBL451971,ISODEHYDROCOSTUS LACTONE,81376
CHEMBL452485,GENICULOL,
CHEMBL452486,CYTOCHALASIN F,
CHEMBL453275,KAZINOL Q,
CHEMBL507752,VERRUCARIN J,
CHEMBL509175,RORIDIN E,
CHEMBL452441,RORIDIN E ACETATE,
CHEMBL452984,JASPLAKINOLIDE B,66105
CHEMBL476329,JASPAMIDE C,66106
CHEMBL446510,MAPROUNEACIN,
CHEMBL453274,MOKKO LACTONE,
CHEMBL449580,GONIOTRICIN,
CHEMBL454305,KAZINOL D,
CHEMBL454306,KAZINOL K,
CHEMBL1554,DACTINOMYCIN,27666
CHEMBL471538,AURANTOSIDE C,
CHEMBL449419,ARISTOPHYLLIDE A,
CHEMBL448051,ARISTOPHYLLIDE B,
CHEMBL454825,ARISTOPHYLLIDE C,
CHEMBL509453,ARISTOPHYLLIDE D,
CHEMBL452460,SPHAERIC ACID,
CHEMBL448770,MAYTANBICYCLINOL,
CHEMBL509849,DISCORHABDIN C,
CHEMBL454052,MORTIVINACIN A,
CHEMBL453008,GLIRICIDOL,
CHEMBL506629,GLIRICIDIN,
CHEMBL455086,2-(HEPTADECYL)FURAN,
CHEMBL508919,MORTIVINACIN B,
CHEMBL453010,MORTIVINACIN C,
CHEMBL454568,MYXOTHIAZOL,
CHEMBL508946,MASSARINOLIN A,
CHEMBL448823,MASSARINOLIN B,
CHEMBL453535,MANASSANTIN C,
CHEMBL509879,TSUGICOLINE E,
CHEMBL446383,NEOTHALIBRINE,
CHEMBL509855,HOMOAROMOLINE,
CHEMBL464525,OBABERINE,7712
CHEMBL445477,PHAEANTHINE,
CHEMBL504256,FANGCHINOLINE,
CHEMBL504323,BERBAMINE,3063
CHEMBL500609,,10
CHEMBL452895,OBAMEGINE,7714
CHEMBL447886,COCSULINE,
CHEMBL500324,TRILOBINE,9723
CHEMBL455604,LONCHOCARPUSONE,
CHEMBL455606,,65680
CHEMBL451703,,65681
CHEMBL454307,NOSCOMIN,
CHEMBL450188,TRILOBIN,
CHEMBL449369,GONIOTETRACIN,
CHEMBL443670,GONIOTRIONIN,
CHEMBL510958,"(2,4-CIS/TRANS)-SQUAMOXINE B",
CHEMBL451262,MURICOREACIN,
CHEMBL444496,MURIHEXOCIN,
CHEMBL507185,GLACIN A,
CHEMBL445278,GARDNERININ,
CHEMBL511089,DONNAIENIN A,
CHEMBL504589,DONNAIENIN B,
CHEMBL500505,DONNAIENIN C,
CHEMBL442659,ANNOMURICIN E,
CHEMBL505936,MURICAPENTOCIN,
CHEMBL443448,DONNAIENIN,
CHEMBL451942,GONIODONIN,
CHEMBL500307,ANNOGLACIN A,
CHEMBL500171,ANNOGLACIN B,
CHEMBL447923,MOSIN B,
CHEMBL505178,MOSIN C,
CHEMBL448973,TONKININ B,
CHEMBL508667,TONKININ A,
CHEMBL499663,TONKININ C,
CHEMBL509118,ANNOPENTOCIN A,
CHEMBL504712,ANNOPENTOCIN B,
CHEMBL450241,ANNOPENTOCIN C,
CHEMBL451445,MUCOXIN,
CHEMBL502366,CAROLIN A,
CHEMBL362807,CAROLIN B,
CHEMBL505782,ROLLIDECIN C,
CHEMBL500882,ROLLIDECIN D,
CHEMBL503004,ARTICULIN,
CHEMBL506442,PURPUREDIOLIN,
CHEMBL499986,ROLLINACIN,
CHEMBL454240,GLABRACIN A,
CHEMBL455824,GLACIN B,
CHEMBL502162,ROLLIMEMBRIN,
CHEMBL506418,PURPURENIN,
CHEMBL451834,BULLATETROCIN,
CHEMBL448511,BULLACIN,
CHEMBL449510,MEMBRAROLLIN,
CHEMBL504283,GUANACONNE,
CHEMBL506135,GONIOTRIOCIN,
CHEMBL447033,TRILOBALICIN,
CHEMBL506837,DONNAIENIN D,
CHEMBL462816,LONGANIN,
CHEMBL463208,VISMIAPHENONE D,
CHEMBL452961,STENOPALUSTROSIDE A,
CHEMBL510341,STENOPALUSTROSIDE B,
CHEMBL500228,STENOPALUSTROSIDE E,
CHEMBL449233,LOLOATIN A,
CHEMBL507336,LOLOATIN B,
CHEMBL502601,LOLOATIN C,
CHEMBL500513,LOLOATIN D,
CHEMBL464609,,65682
CHEMBL516860,,65683
CHEMBL499175,PHAKELLISTATIN 2,
CHEMBL448882,PHAKELLISTATIN 2 (SYNTHETIC),
CHEMBL501508,ANNOJAHNIN,
CHEMBL449901,MUCONIN,
CHEMBL455650,PYRANICIN,
CHEMBL448093,PYRAGONICIN,
CHEMBL448258,PARVIFLORIN,
CHEMBL463210,CHLORPYRIFOS,34631
CHEMBL464812,HYDRAMETHYLNON,38531
CHEMBL446060,PROPOXUR,34938
CHEMBL463402,ISOIRIDOGERMANAL,
CHEMBL445222,IRISTECTORENE B,
CHEMBL508345,ISOCEPHALOMANNINE,
CHEMBL517612,AMAZOQUINONE,
CHEMBL465018,BENDIOCARB,34556
CHEMBL448742,CAROLIN C,
CHEMBL463599,KULONATE,
CHEMBL449428,PETROTETRAYNDIOL A,
CHEMBL503214,PETROTETRAYNDIOL B,
CHEMBL462815,BELACHINAL,
CHEMBL463013,ANHYDROBELACHINAL,
CHEMBL463207,[3H]LSD,
CHEMBL518688,ANNULIN C,
CHEMBL465019,ANNULIN A,
CHEMBL465020,ANNULIN B,
CHEMBL465221,FERRUGICADINOL,
CHEMBL508557,FERRUGIEUDESMOL,
CHEMBL465420,POPULOSIDE A,
CHEMBL465421,POPULOSIDE B,
CHEMBL465621,POPULOSIDE C,
CHEMBL507663,CHINENSIOLIDE E,
CHEMBL455771,IXEROCHINOSIDE,
CHEMBL508894,(-)-CARYOPHYLLENE OXIDE,67818
CHEMBL513118,GARVEATIN E,
CHEMBL505821,GARVEATIN A,
CHEMBL505049,GARVEATIN C,
CHEMBL465623,2-HYDROXYGARVIN A,
CHEMBL504816,(L)-1-METHYLTRYPTOPHAN,
CHEMBL501327,ASIATICOSIDE A,
CHEMBL449193,ASIATICOSIDE B,
CHEMBL442900,CIMIRACEMOSIDE I,
CHEMBL462795,CALENDULADIOL,
CHEMBL462796,CHAETOPYRANIN,68788
CHEMBL462797,,68192
CHEMBL462798,ISOTETRAHYDROAUROGLAUCIN,68789
CHEMBL462995,POPULOSIDE,
CHEMBL462996,TREMULACIN,9657
CHEMBL516994,TREMULDIN,
CHEMBL462997,SALICIN,17814
CHEMBL463396,AMPHIMEDOSIDE A,
CHEMBL463397,AMPHIMEDOSIDE B,
CHEMBL463595,AMPHIMEDOSIDE C,
CHEMBL463596,AMPHIMEDOSIDE D,
CHEMBL463597,PARIETIN,68790
CHEMBL454967,BOHEMAMINE B,
CHEMBL513287,BOHEMAMINE C,
CHEMBL518391,BOHEMAMINE,
CHEMBL517169,GRANDIDENTATIN,
CHEMBL464611,SALIREPOSIDE,
CHEMBL464612,,71498
CHEMBL454044,CHAETOCOCHIN A,
CHEMBL504373,CHAETOCOCHIN C,
CHEMBL1555,GALANTAMINE HYDROBROMIDE,
CHEMBL506949,INTEGERRIMIDE A,
CHEMBL447891,INTEGERRIMIDE B,
CHEMBL465624,AMPHIMEDOSIDE E,
CHEMBL510253,CYCLOASPEPTIDE E,
CHEMBL473074,CYCLOASPEPTIDE A,
CHEMBL504945,PARATUNAMIDE A,
CHEMBL505137,PARATUNAMIDE B,
CHEMBL448248,PARATUNAMIDE C,
CHEMBL457837,PARATUNAMIDE D,
CHEMBL499965,TRUNGAPEPTIN A,
CHEMBL462801,Rapanone,8779
CHEMBL461628,,3104
CHEMBL518681,MICROFOKIENOXANE A,
CHEMBL463205,MICROFOKIENOXANE B,
CHEMBL463794,MICROFOKIENOXANE C,
CHEMBL517160,MICROFOKIENOXANE D,
CHEMBL464198,,66606
CHEMBL506678,SITOGLUSIDE,67554
CHEMBL448374,PROLIFICIN A,
CHEMBL463003,PROLIFENONE A,
CHEMBL517146,PROLIFENONE B,
CHEMBL463002,DISCOLORANONE,
CHEMBL505348,L-ARABINOSE,46987
CHEMBL513117,KOABURASIDE,
CHEMBL464406,LEONURISIDE,
CHEMBL465829,METHYLISOEUGENOL,6877
CHEMBL452871,KAHALALIDE R,
CHEMBL525411,KAHALALIDE S,
CHEMBL504841,KAHALALIDE E,
CHEMBL462803,CRASSOLIDE A,
CHEMBL518212,CRASSOCOLIDE B,
CHEMBL462999,CRASSOCOLIDE C,
CHEMBL516995,CRASSOCOLIDE D,
CHEMBL196,ASCORBIC ACID,29073
CHEMBL464817,CRASSOCOLIDE F,
CHEMBL465022,LOBOPHYTOLIDE,
CHEMBL450540,GUANGOMIDE A,69617
CHEMBL508223,GUANGOMIDE B,
CHEMBL463000,POLYGALATENOSIDE A,
CHEMBL462805,POLYGALATENOSIDE B,
CHEMBL463009,GYMNASTATIN F,
CHEMBL517147,GYMNASTATIN G,
CHEMBL463204,GYMNASTATIN H,
CHEMBL443412,GYMNAMIDE,
CHEMBL443715,PTERULAMIDE I,
CHEMBL502852,PTERULAMIDE IV,
CHEMBL455360,PTERULAMIDE VI,
CHEMBL463996,STEVIOL,
CHEMBL465226,GEDUNIN,65954
CHEMBL465423,DEACETYLGEDUNIN,67296
CHEMBL465424,TERNSTROSIDE A,66203
CHEMBL462808,TERNSTROSIDE B,66204
CHEMBL446760,TERNSTROSIDE C,66205
CHEMBL462809,TERNSTROSIDE D,66206
CHEMBL444122,STEVIOSIDE,9271
CHEMBL499134,GHALAKINOSIDE,
CHEMBL502127,CALACTIN,3299
CHEMBL469425,TERNSTROSIDE F,
CHEMBL471474,HYPOTHEMYCIN,83275
CHEMBL471677,CEPHALINONE D,
CHEMBL470453,SARCRASSIN A,
CHEMBL470454,ABYSSINONE IV,
CHEMBL470867,TASPINE,
CHEMBL469423,(-)-ASIMILOBINE,70637
CHEMBL506584,GELSEBANINE,
CHEMBL503405,GELSEBAMINE,
CHEMBL471679,SARCRASSIN B,
CHEMBL471884,SARCRASSIN D,
CHEMBL470654,SARCRASSIN E,
CHEMBL511981,EMBLIDE,
CHEMBL470655,SIGMOIDIN E,
CHEMBL451532,NARINGIN,28819
CHEMBL469424,ASTERRIC ACID,
CHEMBL469846,AWAJANOMYCIN,
CHEMBL471885,CHRYSOSPORIDE,
CHEMBL450609,PHOMALACTONE,
CHEMBL507632,CIWUJIANOSIDE C2,
CHEMBL449535,CIWUJIANOSIDE B,
CHEMBL506729,CIWUJIANOSIDE D2,
CHEMBL452890,CIWUJIANOSIDE C1,
CHEMBL501058,TAUROSIDE H1,
CHEMBL475941,ACANTHOPANAXOSIDE C,
CHEMBL447549,SESSILOSIDE,
CHEMBL507957,CHIISANOSIDE,
CHEMBL132931,CIWUJIANOSIDE A2,
CHEMBL444421,CIWUJIANOSIDE C4,
CHEMBL526922,THEOPAPUAMIDE,
CHEMBL470045,MOOLOOLABENE A,
CHEMBL472092,AURANTICIN A,
CHEMBL472297,LUKIANOL B,
CHEMBL472501,RUBROLIDE J,
CHEMBL511842,RUBROLIDE A,
CHEMBL472502,MOOLOOLABENE B,
CHEMBL469398,MOOLOOLABENE C,
CHEMBL511608,MOOLOOLABENE D,
CHEMBL469399,MOOLOOLABENE E,
CHEMBL469400,FORNICIN A,
CHEMBL469614,FORNICIN B,
CHEMBL500701,FORNICIN C,
CHEMBL445447,GRACILARIOSIDE,
CHEMBL506524,GRACILAMIDE A,
CHEMBL451514,GRACILAMIDE B,
CHEMBL505761,FUSCOCINEROSIDE A,
CHEMBL502214,FUSCOCINEROSIDE B,
CHEMBL504637,FUSCOCINEROSIDE C,
CHEMBL504650,PERVICOSIDE C,
CHEMBL505344,HOLOTHURIN A,
CHEMBL469616,MOOLOOLALDEHYDE,
CHEMBL526701,CLEMATOMANDSHURICA SAPONIN A,
CHEMBL525269,CLEMATOMANDSHURICA SAPONIN B,
CHEMBL511779,PENIFULVIN B,
CHEMBL469405,PENIFULVIN A,
CHEMBL469618,,68966
CHEMBL469825,TAXIPHYLLIN,16267
CHEMBL513708,MICROCLAVATIN,66387
CHEMBL469828,CURCUMANGGOSIDE,
CHEMBL508115,CALCARATARIN A,
CHEMBL408716,NIGROLINEAXANTHONE N,
CHEMBL469411,NIGROLINEAXANTHONE F,
CHEMBL469412,LASTIXANTHONE D,
CHEMBL470033,GARCIHOMBRONANE F,
CHEMBL469416,ALPHA-ARTEETHER,
CHEMBL454955,SCORTECHINONE X,
CHEMBL449482,SCORTECHINONE A,
CHEMBL506527,SCORTECHINONE B,
CHEMBL500571,SCORTECHINONE I,
CHEMBL512317,ZERUMIN B,
CHEMBL469419,,65502
CHEMBL470244,GARCIHOMBRONANE G,
CHEMBL470245,GARCIHOMBRONANE H,
CHEMBL470246,GARCIHOMBRONANE I,
CHEMBL469420,GARCIHOMBRONANE J,
CHEMBL511283,NEPETICIN,
CHEMBL513025,RIGIDENOL,
CHEMBL469829,ERIOPHORIN A,
CHEMBL513026,ERIOPHORIN B,
CHEMBL469830,ERIOPHORIN C,
CHEMBL512141,GARCIHOMBRONANE B,
CHEMBL511954,GARCIHOMBRONANES C,
CHEMBL469624,GARCIHOMBRONANES D,
CHEMBL469625,GARCIHOMBRONANES E,
CHEMBL470239,DENDRIDINE A,
CHEMBL503996,MINUTOSIDE A,
CHEMBL445261,MINUTOSIDE B,
CHEMBL513709,RESINONE,
CHEMBL469628,GLOCHIDONE,
CHEMBL470242,,67647
CHEMBL469630,CAJANIN,70036
CHEMBL451226,,16348
CHEMBL444485,GYMNOASCOLIDE A,
CHEMBL513880,SODWANONE A,
CHEMBL469634,SODWANONE G,
CHEMBL469635,SODWANONE S,
CHEMBL469827,,66791
CHEMBL469613,RUBROFUSARIN B,
CHEMBL451678,FONSECINONE A,
CHEMBL469626,GESASHIDINE A,
CHEMBL513199,DRAGMACIDONAMINE A,
CHEMBL470240,GYMNOASCOLIDE B,
CHEMBL469414,GYMNOASCOLIDE C,
CHEMBL455276,SARASINOSIDE J,66173
CHEMBL510197,SARASINOSIDE A1,
CHEMBL470243,ASPIROCHLORINE,68861
CHEMBL470446,BETULONE ALDEHYDE,
CHEMBL470447,GLOCHIDIOL,
CHEMBL469838,GLOCHIDONOL,
CHEMBL469839,DRAGMACIDONAMINE B,
CHEMBL513371,KOTOLACTONE A,
CHEMBL469406,KOTODIOL,
CHEMBL449423,ISOOBTUSILACTONE A,
CHEMBL509648,LINCOMOLIDE B,
CHEMBL513542,MESSAGENIN,
CHEMBL513200,FLABELLINOL,
CHEMBL469842,GARCINIELLIPTONE FA,
CHEMBL470042,TERRETONIN A,
CHEMBL511953,TERRETONIN,
CHEMBL498848,,66046
CHEMBL499113,,65861
CHEMBL469622,,65664
CHEMBL504873,ISOACTEOSIDE,
CHEMBL499145,POLIUMOSIDE,
CHEMBL512316,FLABELLINONE,
CHEMBL470651,STYPOTRIOLALDEHYDE,
CHEMBL511980,STYPOHYDROPEROXIDE,
CHEMBL512128,LIMNOPHILASPIROKETONE,
CHEMBL470039,TERRITREM A,
CHEMBL470041,VIPERIDONE,
CHEMBL512142,TETRATHIOASPIROCHLORINE,
CHEMBL485807,REPIN,
CHEMBL520522,CHLOROHYSSOPIFOLIN C,
CHEMBL485808,JANERIN,
CHEMBL520862,CEBELLIN J,
CHEMBL486400,HEDERAGENIN,69579
CHEMBL486807,SUMARESINOLIC ACID,80906
CHEMBL487001,ROSACEA ACID B,
CHEMBL486181,TANARIFLAVANONE B,66189
CHEMBL506198,TAXEZOPIDINE M,
CHEMBL504857,TAXEZOPIDINE N,
CHEMBL499739,ASCHERXANTHONE A,
CHEMBL486004,KLUGINE,66147
CHEMBL486005,ISOCEPHAELINE,
CHEMBL519546,,65740
CHEMBL486401,BABYLIN A,
CHEMBL520536,BABYLIN B,
CHEMBL520222,UNCARIC ACID,
CHEMBL487196,ISOTHYMUSIN,
CHEMBL500201,MURUCIN 1,
CHEMBL494446,MURUCIN 2,
CHEMBL486182,MURUCIN 3,
CHEMBL499670,MURUCIN 4,
CHEMBL451145,MURUCIN 5,
CHEMBL505302,HECTOCHLORIN,
CHEMBL486608,DEACETYLHECTOCHLORIN,
CHEMBL505789,HORDENINE,5764
CHEMBL486183,JAVANISIDE,
CHEMBL486383,ALANGISIDE,
CHEMBL506838,ACETYL PODOCARPIC ACID ANHYDRIDE,
CHEMBL446527,HOFMEISTERIN,
CHEMBL486806,,67434
CHEMBL487396,CHLOROJANERIN,
CHEMBL520721,AGUERIN B,
CHEMBL526884,AZADIRACHTIN O,
CHEMBL510520,AZADIRACHTIN P,
CHEMBL502955,AZADIRACHTIN Q,
CHEMBL451665,AZADIRACHTIN B,
CHEMBL500255,AZADIRACHTIN L,
CHEMBL508913,AZADIRACHTIN M,
CHEMBL504820,,38510
CHEMBL504505,AZADIRACHTOL,
CHEMBL503124,FIRMIANONE A,
CHEMBL486588,FIRMIANONE B,
CHEMBL486590,,543745
CHEMBL520195,SESTERSTATIN 1,66475
CHEMBL485794,SESTERSTATIN 2,66476
CHEMBL485795,SESTERSTATIN 3,66477
CHEMBL485796,AUSTARLIN B,
CHEMBL485992,AUSTARLIN D,
CHEMBL503241,ISOTRILOBINE,
CHEMBL390616,DEHYDROAPATELINE,
CHEMBL505197,NOCARDIMICIN A,
CHEMBL499519,NOCARDIMICIN B,
CHEMBL507760,NOCARDIMICIN C,
CHEMBL450986,NOCARDIMICIN D,
CHEMBL510340,NOCCARDIMICIN E,
CHEMBL508807,NOCARDIMICIN F,
CHEMBL450671,PURSAETHOSIDE B,
CHEMBL501152,PURSAETHOSIDE C,
CHEMBL505514,PURSAETHOSIDE D,
CHEMBL520529,SESTERSTATIN 6,
CHEMBL486386,PUERARIN,8633
CHEMBL455660,TURBOSTATIN 1,
CHEMBL506691,TURBOSTATIN 2,
CHEMBL505232,TURBOSTATIN 3,
CHEMBL443911,TURBOSTATIN 4,
CHEMBL520209,NEOSALVIANEN,
CHEMBL450365,SALVIANEN,
CHEMBL449895,SALVIADIONE,
CHEMBL486991,ddCTP SODIUM,
CHEMBL521208,MAHUREONE A,
CHEMBL486797,MAHUREONE B,
CHEMBL486794,GIBBERODIONE,
CHEMBL486799,PEROXYGIBBEROL,
CHEMBL519071,ALTERNANTHIN,
CHEMBL487190,PHAEOCHROMYCINS A,
CHEMBL487191,PHAEOCHROMYCIN C,
CHEMBL487192,FUKINOLIC ACID,
CHEMBL485803,CIMIPRONIDINE,
CHEMBL519545,MAHUREONE C,
CHEMBL520861,MAHUREONE D,
CHEMBL486194,MAHUREONE E,
CHEMBL452911,,5634
CHEMBL486605,KONIAMBORINE,
CHEMBL487195,MEDICOSMINE,
CHEMBL520720,SARCOPHYTOL L,
CHEMBL487395,TRANSTAGANOLIDE D,
CHEMBL521046,BASILIOLIDE B,
CHEMBL486792,BASILIOLIDE C,
CHEMBL486793,TRANSTAGANOLIDE C,
CHEMBL520530,ANHYDRODIHYDROARTEMISININ,
CHEMBL486597,DIHYDROCUBEBIN,543841
CHEMBL454480,MENISDAURILIDE,81370
CHEMBL448389,BLUMENOL B,
CHEMBL447070,SCORTECHINONE R,
CHEMBL450478,SCORTECHINONE S,
CHEMBL504879,SCORTECHINONE T,
CHEMBL486992,SCORTECHINONE U,
CHEMBL499350,SCORTECHINONE V,
CHEMBL510785,SCORTECHINONE W,
CHEMBL520375,YENHUSOMIDINE,
CHEMBL509600,DEHYDROCAVIDINE,
CHEMBL486801,ARISTOLIC ACID,
CHEMBL505476,ROSEADINE,
CHEMBL505630,ROSEAMINE,
CHEMBL486800,NYASICOSIDE,
CHEMBL521374,RESINIFERONOL,8810
CHEMBL485798,GALIOSIDE,
CHEMBL508682,STREPTOVIRUDIN A1,
CHEMBL503703,STREPTOVIRUDIN B1,
CHEMBL450974,STREPTOVIRUDIN B1A,
CHEMBL502844,STREPTOVIRUDIN C1,
CHEMBL443176,STREPTOVIRUDIN D1,
CHEMBL465970,STREPTOVIRUDIN A2,
CHEMBL506344,STREPTOVIRUDIN B2,
CHEMBL451617,STREPTOVIRUDIN B2A,
CHEMBL507105,STREPTOVIRUDIN C2,
CHEMBL471999,STREPTOVIRUDIN D2,
CHEMBL507954,PIMELEA FACTOR P2,
CHEMBL504472,POTASSIUM CARBOXYATRACTYLOSIDE,
CHEMBL486189,ATRACTYLON,80796
CHEMBL449520,ATRACTYLENOLIDE I,
CHEMBL486598,EVODIAMINE,
CHEMBL485801,TETRAHYMANOL,9493
CHEMBL508185,,3941
CHEMBL455518,CUCURBITACIN A,3940
CHEMBL455056,CUCURBITACIN E,3944
CHEMBL485998,FRIEDELINE,5171
CHEMBL486393,LUPENONE,67823
CHEMBL486394,SCORPIOIDINE,
CHEMBL469293,JACARANONE,
CHEMBL486961,ATRACTYLENOLIDE III,69958
CHEMBL505813,HINESOL,80833
CHEMBL442854,DIHYDROEUDESMOL,
CHEMBL485805,ATRACTYLENOLIDE II,
CHEMBL455024,DIHYDROHINESOL,
CHEMBL486196,ANGUSTIBALIN,2723
CHEMBL520535,CAMPESTEROL,28623
CHEMBL486398,COSTIC ACID,
CHEMBL486998,SOULARUBINONE,
CHEMBL487000,PRONUCIFERINE HYDROCHLORIDE,
CHEMBL486387,BAZZANENOL,
CHEMBL451626,CLIVIMINE,
CHEMBL520210,CLIVONINE,
CHEMBL448553,CLIVIAMARTINE,
CHEMBL506955,TREWIASINE,
CHEMBL506054,DEHYDROTREWIASINE,
CHEMBL452377,DEMETHYLTREWIASINE,
CHEMBL498993,TREFLORINE,
CHEMBL502969,TRENUDINE,
CHEMBL447805,NORTREWIASINE,
CHEMBL444774,COLUBRINOL,
CHEMBL448505,CANDICINE CHLORIDE,
CHEMBL487189,CORYPHANTHINE CHLORIDE,
CHEMBL486996,MEXICANIN I,6915
CHEMBL486997,BIGELOVIN,69337
CHEMBL519243,HOLACANTHONE,
CHEMBL487194,AILANTHINONE,
CHEMBL502056,CATHARANTHAMINE,
CHEMBL485799,DRACORUBIN,4714
CHEMBL486599,,66029
CHEMBL447165,NORMAYTANCYPRINE,
CHEMBL486600,DRACORHODIN,
CHEMBL485999,KAURENOIC ACID METHYL ESTER,
CHEMBL520363,CHAMISSONOLIDE,
CHEMBL520374,NORDRACORUBIN,
CHEMBL486389,NORDACORHODIN,
CHEMBL453804,CLAUSENIDINARIC ACID,
CHEMBL504189,HYDROXYCRYPTOLEPINE,
CHEMBL452751,PHELLOPTERIN,80887
CHEMBL509850,AUSTROBAILIGNAN 1,2932
