mirbase_id	mirbase_name	database	identifier	label
MI0003174	hsa-mir-517c	ENTREZGENE	574492	MIR517C
MI0003175	hsa-mir-520h	HGNC	32125	MIR520H
MI0003175	hsa-mir-520h	ENTREZGENE	574493	MIR520H
MI0003176	hsa-mir-521-1	HGNC	32126	MIR521-1
MI0003176	hsa-mir-521-1	ENTREZGENE	574494	MIR521-1
MI0003177	hsa-mir-522	HGNC	32127	MIR522
MI0003177	hsa-mir-522	ENTREZGENE	574495	MIR522
MI0003178	hsa-mir-519a-1	HGNC	32128	MIR519A1
MI0003178	hsa-mir-519a-1	ENTREZGENE	574496	MIR519A1
MI0003179	hsa-mir-527	HGNC	32129	MIR527
MI0003179	hsa-mir-527	ENTREZGENE	574497	MIR527
MI0003180	hsa-mir-516a-1	HGNC	32130	MIR516A1
MI0003180	hsa-mir-516a-1	ENTREZGENE	574498	MIR516A1
MI0003181	hsa-mir-516a-2	HGNC	32131	MIR516A2
MI0003181	hsa-mir-516a-2	ENTREZGENE	574499	MIR516A2
MI0003182	hsa-mir-519a-2	HGNC	32132	MIR519A2
MI0003182	hsa-mir-519a-2	ENTREZGENE	574500	MIR519A2
MI0003183	hsa-mir-499a	HGNC	32133	MIR499
MI0003183	hsa-mir-499a	ENTREZGENE	574501	MIR499
MI0003184	hsa-mir-500a	HGNC	32134	MIR500
MI0003184	hsa-mir-500a	ENTREZGENE	574502	MIR500A
MI0003185	hsa-mir-501	HGNC	32135	MIR501
MI0003185	hsa-mir-501	ENTREZGENE	574503	MIR501
MI0003186	hsa-mir-502	HGNC	32136	MIR502
MI0003186	hsa-mir-502	ENTREZGENE	574504	MIR502
MI0003187	hsa-mir-450a-2	HGNC	32137	MIR450A2
MI0003187	hsa-mir-450a-2	ENTREZGENE	574505	MIR450A2
MI0003188	hsa-mir-503	HGNC	32138	MIR503
MI0003188	hsa-mir-503	ENTREZGENE	574506	MIR503
MI0003189	hsa-mir-504	HGNC	32139	MIR504
MI0003189	hsa-mir-504	ENTREZGENE	574507	MIR504
MI0003190	hsa-mir-505	HGNC	32140	MIR505
MI0003190	hsa-mir-505	ENTREZGENE	574508	MIR505
MI0003191	hsa-mir-513a-1	HGNC	32141	MIR513A1
MI0003191	hsa-mir-513a-1	ENTREZGENE	574509	MIR513A1
MI0003192	hsa-mir-513a-2	HGNC	32142	MIR513A2
MI0003192	hsa-mir-513a-2	ENTREZGENE	574510	MIR513A2
MI0003193	hsa-mir-506	HGNC	32143	MIR506
MI0003193	hsa-mir-506	ENTREZGENE	574511	MIR506
MI0003194	hsa-mir-507	HGNC	32144	MIR507
MI0003194	hsa-mir-507	ENTREZGENE	574512	MIR507
MI0003195	hsa-mir-508	HGNC	32145	MIR508
MI0003195	hsa-mir-508	ENTREZGENE	574513	MIR508
MI0003196	hsa-mir-509-1	HGNC	32146	MIR509-1
MI0003196	hsa-mir-509-1	ENTREZGENE	574514	MIR509-1
MI0003197	hsa-mir-510	HGNC	32147	MIR510
MI0003197	hsa-mir-510	ENTREZGENE	574515	MIR510
MI0003198	hsa-mir-514a-1	HGNC	32148	MIR514-1
MI0003198	hsa-mir-514a-1	ENTREZGENE	574516	MIR514-1
MI0003199	hsa-mir-514a-2	HGNC	32149	MIR514-2
MI0003199	hsa-mir-514a-2	ENTREZGENE	574517	MIR514-2
MI0003200	hsa-mir-514a-3	HGNC	32150	MIR514-3
MI0003200	hsa-mir-514a-3	ENTREZGENE	574518	MIR514-3
MI0003205	hsa-mir-532	HGNC	32795	MIR532
MI0003205	hsa-mir-532	ENTREZGENE	693124	MIR532
MI0003206	mmu-mir-532	MGI	3629950	Mir532
MI0003206	mmu-mir-532	ENTREZGENE	751544	Mir532
MI0003243	dre-mir-184-2	ENTREZGENE	100628777	mir184-2
MI0003256	dre-mir-489	ENTREZGENE	100628878	mir489
MI0003343	dre-let-7j	ENTREZGENE	100628938	mirlet7j
MI0003364	dre-mir-135b	ENTREZGENE	100628778	mir135b
MI0003385	dre-mir-212	ENTREZGENE	100628960	mir212
MI0003387	dre-mir-181a-2	ENTREZGENE	100033726	mir181a-2
MI0003476	mmu-mir-489	MGI	3619425	Mir489
MI0003476	mmu-mir-489	ENTREZGENE	723877	Mir489
MI0003477	rno-mir-489	ENTREZGENE	100314071	Mir489
MI0003478	rno-mir-383	ENTREZGENE	100314072	Mir383
MI0003479	rno-mir-207	ENTREZGENE	100314253	Mir207
MI0003480	rno-mir-501	ENTREZGENE	100314166	Mir501
MI0003481	rno-mir-361	ENTREZGENE	100314073	Mir361
MI0003482	rno-mir-215	ENTREZGENE	100314074	Mir215
MI0003483	rno-mir-224	ENTREZGENE	100314075	Mir224
MI0003484	mmu-mir-483	MGI	3619420	Mir483
MI0003484	mmu-mir-483	ENTREZGENE	723874	Mir483
MI0003485	rno-mir-483	ENTREZGENE	100314198	Mir483
MI0003486	rno-mir-370	ENTREZGENE	100314254	Mir370
MI0003487	rno-mir-377	ENTREZGENE	100314283	Mir377
MI0003488	rno-mir-412	ENTREZGENE	100314076	Mir412
MI0003489	rno-mir-1	ENTREZGENE	100314077	Mir1
MI0003490	rno-mir-133b	ENTREZGENE	100314078	Mir133b
MI0003491	mmu-mir-484	MGI	3619421	Mir484
MI0003491	mmu-mir-484	ENTREZGENE	723916	Mir484
MI0003492	mmu-mir-485	MGI	3619422	Mir485
MI0003492	mmu-mir-485	ENTREZGENE	723875	Mir485
MI0003493	mmu-mir-486a	MGI	3619423	Mir486
MI0003493	mmu-mir-486a	ENTREZGENE	723876	Mir486
MI0003513	hsa-mir-455	HGNC	32344	MIR455
MI0003513	hsa-mir-455	ENTREZGENE	619556	MIR455
MI0003514	hsa-mir-539	HGNC	32529	MIR539
MI0003514	hsa-mir-539	ENTREZGENE	664612	MIR539
MI0003515	hsa-mir-544a	HGNC	32530	MIR544
MI0003515	hsa-mir-544a	ENTREZGENE	664613	MIR544
MI0003516	hsa-mir-545	HGNC	32531	MIR545
MI0003516	hsa-mir-545	ENTREZGENE	664614	MIR545
MI0003517	mmu-mir-546	MGI	3619433	Mir546
MI0003517	mmu-mir-546	ENTREZGENE	723882	Mir546
MI0003518	mmu-mir-540	MGI	3619429	Mir540
MI0003518	mmu-mir-540	ENTREZGENE	723880	Mir540
MI0003519	mmu-mir-543	MGI	3619432	Mir543
MI0003519	mmu-mir-543	ENTREZGENE	723881	Mir543
MI0003520	mmu-mir-539	MGI	3619427	Mir539
MI0003520	mmu-mir-539	ENTREZGENE	723917	Mir539
MI0003521	mmu-mir-541	MGI	3619430	Mir541
MI0003521	mmu-mir-541	ENTREZGENE	723941	Mir541
MI0003522	mmu-mir-542	MGI	3619431	Mir542
MI0003522	mmu-mir-542	ENTREZGENE	723901	Mir542
MI0003523	mmu-mir-547	MGI	3619434	Mir547
MI0003523	mmu-mir-547	ENTREZGENE	723918	Mir547
MI0003524	rno-mir-540	ENTREZGENE	100314255	Mir540
MI0003525	rno-mir-543	ENTREZGENE	100314079	Mir543
MI0003526	rno-mir-539	ENTREZGENE	100314167	Mir539
MI0003527	rno-mir-541	ENTREZGENE	100314080	Mir541
MI0003528	rno-mir-542-1	ENTREZGENE	100314199	Mir542
MI0003529	hsa-mir-376a-2	HGNC	32532	MIR376A2
MI0003529	hsa-mir-376a-2	ENTREZGENE	664615	MIR376A2
MI0003530	hsa-mir-487b	HGNC	32533	MIR487B
MI0003530	hsa-mir-487b	ENTREZGENE	664616	MIR487B
MI0003531	mmu-mir-367	MGI	3619373	Mir367
MI0003531	mmu-mir-367	ENTREZGENE	723911	Mir367
MI0003532	mmu-mir-494	MGI	3619426	Mir494
MI0003532	mmu-mir-494	ENTREZGENE	723878	Mir494
MI0003533	mmu-mir-376c	MGI	3619381	Mir376c
MI0003533	mmu-mir-376c	ENTREZGENE	723856	Mir376c
MI0003534	mmu-mir-487b	MGI	3619424	Mir487b
MI0003534	mmu-mir-487b	ENTREZGENE	723940	Mir487b
MI0003535	mmu-mir-369	MGI	3619374	Mir369
MI0003535	mmu-mir-369	ENTREZGENE	723933	Mir369
MI0003536	mmu-mir-20b	MGI	3618748	Mir20b
MI0003536	mmu-mir-20b	ENTREZGENE	723923	Mir20b
MI0003537	mmu-mir-450a-2	MGI	3619411	Mirn450-2
MI0003537	mmu-mir-450a-2	ENTREZGENE	723938	Mir450-2
MI0003538	mmu-mir-503	MGI	3619428	Mir503
MI0003538	mmu-mir-503	ENTREZGENE	723879	Mir503
MI0003539	mmu-mir-291b	MGI	3718464	Mir291b
MI0003539	mmu-mir-291b	ENTREZGENE	100093701	Mirn291b
MI0003540	rno-mir-493	ENTREZGENE	100314081	Mir493
MI0003541	rno-mir-379	ENTREZGENE	100314168	Mir379
MI0003542	rno-mir-494	ENTREZGENE	100314082	Mir494
MI0003543	rno-mir-376c	ENTREZGENE	100314083	Mir376c
MI0003544	rno-mir-376b	ENTREZGENE	100314200	Mir376b
MI0003545	rno-mir-376a	ENTREZGENE	100314256	Mir376a
MI0003546	rno-mir-381	ENTREZGENE	100314084	Mir381
MI0003547	rno-mir-487b	ENTREZGENE	100314284	Mir487b
MI0003548	rno-mir-382	ENTREZGENE	100314085	Mir382
MI0003549	rno-mir-485	ENTREZGENE	100314086	Mir485
MI0003550	rno-mir-409a	ENTREZGENE	100314257	Mir409
MI0003551	rno-mir-369	ENTREZGENE	100314087	Mir369
MI0003552	rno-mir-374	ENTREZGENE	100314088	Mir374
MI0003553	rno-mir-363	ENTREZGENE	100314169	Mir363
MI0003554	rno-mir-20b	ENTREZGENE	100314201	Mir20b
MI0003555	rno-mir-503-1	ENTREZGENE	100314089	Mir503
MI0003556	hsa-mir-551a	HGNC	32806	MIR551A
MI0003556	hsa-mir-551a	ENTREZGENE	693135	MIR551A
MI0003557	hsa-mir-552	HGNC	32808	MIR552
MI0003557	hsa-mir-552	ENTREZGENE	693137	MIR552
MI0003558	hsa-mir-553	HGNC	32809	MIR553
MI0003558	hsa-mir-553	ENTREZGENE	693138	MIR553
MI0003559	hsa-mir-554	HGNC	32810	MIR554
MI0003559	hsa-mir-554	ENTREZGENE	693139	MIR554
MI0003560	hsa-mir-92b	HGNC	32920	MIR92B
MI0003560	hsa-mir-92b	ENTREZGENE	693235	MIR92B
MI0003561	hsa-mir-555	HGNC	32811	MIR555
MI0003561	hsa-mir-555	ENTREZGENE	693140	MIR555
MI0003562	hsa-mir-556	HGNC	32812	MIR556
MI0003562	hsa-mir-556	ENTREZGENE	693141	MIR556
MI0003563	hsa-mir-557	HGNC	32813	MIR557
MI0003563	hsa-mir-557	ENTREZGENE	693142	MIR557
MI0003564	hsa-mir-558	HGNC	32814	MIR558
MI0003564	hsa-mir-558	ENTREZGENE	693143	MIR558
MI0003565	hsa-mir-559	HGNC	32815	MIR559
MI0003565	hsa-mir-559	ENTREZGENE	693144	MIR559
MI0003567	hsa-mir-561	HGNC	32817	MIR561
MI0003567	hsa-mir-561	ENTREZGENE	693146	MIR561
MI0003568	hsa-mir-562	HGNC	32818	MIR562
MI0003568	hsa-mir-562	ENTREZGENE	693147	MIR562
MI0003569	hsa-mir-563	HGNC	32819	MIR563
MI0003569	hsa-mir-563	ENTREZGENE	693148	MIR563
MI0003570	hsa-mir-564	HGNC	32820	MIR564
MI0003570	hsa-mir-564	ENTREZGENE	693149	MIR564
MI0003573	hsa-mir-567	HGNC	32823	MIR567
MI0003573	hsa-mir-567	ENTREZGENE	693152	MIR567
MI0003574	hsa-mir-568	HGNC	32824	MIR568
MI0003574	hsa-mir-568	ENTREZGENE	693153	MIR568
MI0003575	hsa-mir-551b	HGNC	32807	MIR551B
MI0003575	hsa-mir-551b	ENTREZGENE	693136	MIR551B
MI0003576	hsa-mir-569	HGNC	32825	MIR569
MI0003576	hsa-mir-569	ENTREZGENE	693154	MIR569
MI0003577	hsa-mir-570	HGNC	32826	MIR570
MI0003577	hsa-mir-570	ENTREZGENE	693155	MIR570
MI0003578	hsa-mir-571	HGNC	32827	MIR571
MI0003578	hsa-mir-571	ENTREZGENE	693156	MIR571
MI0003579	hsa-mir-572	HGNC	32828	MIR572
MI0003579	hsa-mir-572	ENTREZGENE	693157	MIR572
MI0003580	hsa-mir-573	HGNC	32829	MIR573
MI0003580	hsa-mir-573	ENTREZGENE	693158	MIR573
MI0003581	hsa-mir-574	HGNC	32830	MIR574
MI0003581	hsa-mir-574	ENTREZGENE	693159	MIR574
MI0003582	hsa-mir-575	HGNC	32831	MIR575
MI0003582	hsa-mir-575	ENTREZGENE	693160	MIR575
MI0003583	hsa-mir-576	HGNC	32832	MIR576
MI0003583	hsa-mir-576	ENTREZGENE	693161	MIR576
MI0003584	hsa-mir-577	HGNC	32833	MIR577
MI0003584	hsa-mir-577	ENTREZGENE	693162	MIR577
MI0003585	hsa-mir-578	HGNC	32834	MIR578
MI0003585	hsa-mir-578	ENTREZGENE	693163	MIR578
MI0003586	hsa-mir-579	HGNC	32835	MIR579
MI0003586	hsa-mir-579	ENTREZGENE	693164	MIR579
MI0003587	hsa-mir-580	HGNC	32836	MIR580
MI0003587	hsa-mir-580	ENTREZGENE	693165	MIR580
MI0003588	hsa-mir-581	HGNC	32837	MIR581
MI0003588	hsa-mir-581	ENTREZGENE	693166	MIR581
MI0003589	hsa-mir-582	HGNC	32838	MIR582
MI0003589	hsa-mir-582	ENTREZGENE	693167	MIR582
MI0003590	hsa-mir-583	HGNC	32839	MIR583
MI0003590	hsa-mir-583	ENTREZGENE	693168	MIR583
MI0003591	hsa-mir-584	HGNC	32840	MIR584
MI0003591	hsa-mir-584	ENTREZGENE	693169	MIR584
MI0003592	hsa-mir-585	HGNC	32841	MIR585
MI0003592	hsa-mir-585	ENTREZGENE	693170	MIR585
MI0003593	hsa-mir-548a-1	HGNC	32796	MIR548A1
MI0003593	hsa-mir-548a-1	ENTREZGENE	693125	MIR548A1
MI0003594	hsa-mir-586	HGNC	32842	MIR586
MI0003594	hsa-mir-586	ENTREZGENE	693171	MIR586
MI0003595	hsa-mir-587	HGNC	32843	MIR587
MI0003595	hsa-mir-587	ENTREZGENE	693172	MIR587
MI0003596	hsa-mir-548b	HGNC	32799	MIR548B
MI0003596	hsa-mir-548b	ENTREZGENE	693128	MIR548B
MI0003597	hsa-mir-588	HGNC	32844	MIR588
MI0003597	hsa-mir-588	ENTREZGENE	693173	MIR588
MI0003598	hsa-mir-548a-2	HGNC	32797	MIR548A2
MI0003598	hsa-mir-548a-2	ENTREZGENE	693126	MIR548A2
MI0003599	hsa-mir-589	HGNC	32845	MIR589
MI0003599	hsa-mir-589	ENTREZGENE	693174	MIR589
MI0003600	hsa-mir-550a-1	HGNC	32804	MIR550-1
MI0003600	hsa-mir-550a-1	ENTREZGENE	693133	MIR550A1
MI0003601	hsa-mir-550a-2	HGNC	32805	MIR550-2
MI0003601	hsa-mir-550a-2	ENTREZGENE	693134	MIR550A2
MI0003602	hsa-mir-590	HGNC	32846	MIR590
MI0003602	hsa-mir-590	ENTREZGENE	693175	MIR590
MI0003603	hsa-mir-591	HGNC	32847	MIR591
MI0003603	hsa-mir-591	ENTREZGENE	693176	MIR591
MI0003604	hsa-mir-592	HGNC	32848	MIR592
MI0003604	hsa-mir-592	ENTREZGENE	693177	MIR592
MI0003605	hsa-mir-593	HGNC	32849	MIR593
MI0003605	hsa-mir-593	ENTREZGENE	693178	MIR593
MI0003607	hsa-mir-595	HGNC	32851	MIR595
MI0003607	hsa-mir-595	ENTREZGENE	693180	MIR595
MI0003608	hsa-mir-596	HGNC	32852	MIR596
MI0003608	hsa-mir-596	ENTREZGENE	693181	MIR596
MI0003609	hsa-mir-597	HGNC	32853	MIR597
MI0003609	hsa-mir-597	ENTREZGENE	693182	MIR597
MI0003610	hsa-mir-598	HGNC	32854	MIR598
MI0003610	hsa-mir-598	ENTREZGENE	693183	MIR598
MI0003611	hsa-mir-599	HGNC	32855	MIR599
MI0003611	hsa-mir-599	ENTREZGENE	693184	MIR599
MI0003612	hsa-mir-548a-3	HGNC	32798	MIR548A3
MI0003612	hsa-mir-548a-3	ENTREZGENE	693127	MIR548A3
MI0003613	hsa-mir-600	HGNC	32856	MIR600
MI0003613	hsa-mir-600	ENTREZGENE	693185	MIR600
MI0003614	hsa-mir-601	HGNC	32857	MIR601
MI0003614	hsa-mir-601	ENTREZGENE	693186	MIR601
MI0003615	hsa-mir-602	HGNC	32858	MIR602
MI0003615	hsa-mir-602	ENTREZGENE	693187	MIR602
MI0003616	hsa-mir-603	HGNC	32859	MIR603
MI0003616	hsa-mir-603	ENTREZGENE	693188	MIR603
MI0003617	hsa-mir-604	HGNC	32860	MIR604
MI0003617	hsa-mir-604	ENTREZGENE	693189	MIR604
MI0003618	hsa-mir-605	HGNC	32861	MIR605
MI0003618	hsa-mir-605	ENTREZGENE	693190	MIR605
MI0003619	hsa-mir-606	HGNC	32862	MIR606
MI0003619	hsa-mir-606	ENTREZGENE	693191	MIR606
MI0003620	hsa-mir-607	HGNC	32863	MIR607
MI0003620	hsa-mir-607	ENTREZGENE	693192	MIR607
MI0003621	hsa-mir-608	HGNC	32864	MIR608
MI0003621	hsa-mir-608	ENTREZGENE	693193	MIR608
MI0003622	hsa-mir-609	HGNC	32865	MIR609
MI0003622	hsa-mir-609	ENTREZGENE	693194	MIR609
MI0003623	hsa-mir-610	HGNC	32866	MIR610
MI0003623	hsa-mir-610	ENTREZGENE	693195	MIR610
MI0003624	hsa-mir-611	HGNC	32867	MIR611
MI0003624	hsa-mir-611	ENTREZGENE	693196	MIR611
MI0003625	hsa-mir-612	HGNC	32868	MIR612
MI0003625	hsa-mir-612	ENTREZGENE	693197	MIR612
MI0003626	hsa-mir-613	HGNC	32869	MIR613
MI0003626	hsa-mir-613	ENTREZGENE	693198	MIR613
MI0003627	hsa-mir-614	HGNC	32870	MIR614
MI0003627	hsa-mir-614	ENTREZGENE	693199	MIR614
MI0003628	hsa-mir-615	HGNC	32871	MIR615
MI0003628	hsa-mir-615	ENTREZGENE	693200	MIR615
MI0003629	hsa-mir-616	HGNC	32872	MIR616
MI0003629	hsa-mir-616	ENTREZGENE	693201	MIR616
MI0003630	hsa-mir-548c	HGNC	32800	MIR548C
MI0003630	hsa-mir-548c	ENTREZGENE	693129	MIR548C
MI0003631	hsa-mir-617	HGNC	32873	MIR617
MI0003631	hsa-mir-617	ENTREZGENE	693202	MIR617
MI0003632	hsa-mir-618	HGNC	32874	MIR618
MI0003632	hsa-mir-618	ENTREZGENE	693203	MIR618
MI0003633	hsa-mir-619	HGNC	32875	MIR619
MI0003633	hsa-mir-619	ENTREZGENE	693204	MIR619
MI0003634	hsa-mir-620	HGNC	32876	MIR620
MI0003634	hsa-mir-620	ENTREZGENE	693205	MIR620
MI0003635	hsa-mir-621	HGNC	32877	MIR621
MI0003635	hsa-mir-621	ENTREZGENE	693206	MIR621
MI0003636	hsa-mir-622	HGNC	32878	MIR622
MI0003636	hsa-mir-622	ENTREZGENE	693207	MIR622
MI0003637	hsa-mir-623	HGNC	32879	MIR623
MI0003637	hsa-mir-623	ENTREZGENE	693208	MIR623
MI0003638	hsa-mir-624	HGNC	32880	MIR624
MI0003638	hsa-mir-624	ENTREZGENE	693209	MIR624
MI0003639	hsa-mir-625	HGNC	32881	MIR625
MI0003639	hsa-mir-625	ENTREZGENE	693210	MIR625
MI0003640	hsa-mir-626	HGNC	32882	MIR626
MI0003640	hsa-mir-626	ENTREZGENE	693211	MIR626
MI0003641	hsa-mir-627	HGNC	32883	MIR627
MI0003641	hsa-mir-627	ENTREZGENE	693212	MIR627
MI0003642	hsa-mir-628	HGNC	32884	MIR628
MI0003642	hsa-mir-628	ENTREZGENE	693213	MIR628
MI0003643	hsa-mir-629	HGNC	32885	MIR629
MI0003643	hsa-mir-629	ENTREZGENE	693214	MIR629
MI0003644	hsa-mir-630	HGNC	32886	MIR630
MI0003644	hsa-mir-630	ENTREZGENE	693215	MIR630
MI0003645	hsa-mir-631	HGNC	32887	MIR631
MI0003645	hsa-mir-631	ENTREZGENE	693216	MIR631
MI0003646	hsa-mir-33b	HGNC	32791	MIR33B
MI0003646	hsa-mir-33b	ENTREZGENE	693120	MIR33B
MI0003647	hsa-mir-632	HGNC	32888	MIR632
MI0003647	hsa-mir-632	ENTREZGENE	693217	MIR632
MI0003648	hsa-mir-633	HGNC	32889	MIR633
MI0003648	hsa-mir-633	ENTREZGENE	693218	MIR633
MI0003649	hsa-mir-634	HGNC	32890	MIR634
MI0003649	hsa-mir-634	ENTREZGENE	693219	MIR634
MI0003650	hsa-mir-635	HGNC	32891	MIR635
MI0003650	hsa-mir-635	ENTREZGENE	693220	MIR635
MI0003651	hsa-mir-636	HGNC	32892	MIR636
MI0003651	hsa-mir-636	ENTREZGENE	693221	MIR636
MI0003652	hsa-mir-637	HGNC	32893	MIR637
MI0003652	hsa-mir-637	ENTREZGENE	693222	MIR637
MI0003653	hsa-mir-638	HGNC	32894	MIR638
MI0003653	hsa-mir-638	ENTREZGENE	693223	MIR638
MI0003654	hsa-mir-639	HGNC	32895	MIR639
MI0003654	hsa-mir-639	ENTREZGENE	693224	MIR639
MI0003655	hsa-mir-640	HGNC	32896	MIR640
MI0003655	hsa-mir-640	ENTREZGENE	693225	MIR640
MI0003656	hsa-mir-641	HGNC	32897	MIR641
MI0003656	hsa-mir-641	ENTREZGENE	693226	MIR641
MI0003657	hsa-mir-642a	HGNC	32898	MIR642
MI0003657	hsa-mir-642a	ENTREZGENE	693227	MIR642A
MI0003658	hsa-mir-643	HGNC	32899	MIR643
MI0003658	hsa-mir-643	ENTREZGENE	693228	MIR643
MI0003659	hsa-mir-644a	HGNC	32900	MIR644
MI0003659	hsa-mir-644a	ENTREZGENE	693229	MIR644
MI0003660	hsa-mir-645	HGNC	32901	MIR645
MI0003660	hsa-mir-645	ENTREZGENE	693230	MIR645
MI0003661	hsa-mir-646	HGNC	32902	MIR646
MI0003661	hsa-mir-646	ENTREZGENE	693231	MIR646
MI0003662	hsa-mir-647	HGNC	32903	MIR647
MI0003662	hsa-mir-647	ENTREZGENE	693232	MIR647
MI0003663	hsa-mir-648	HGNC	32904	MIR648
MI0003663	hsa-mir-648	ENTREZGENE	693233	MIR648
MI0003664	hsa-mir-649	HGNC	32905	MIR649
MI0003664	hsa-mir-649	ENTREZGENE	693234	MIR649
MI0003665	hsa-mir-650	HGNC	32906	MIR650
MI0003665	hsa-mir-650	ENTREZGENE	723778	MIR650
MI0003666	hsa-mir-651	HGNC	32907	MIR651
MI0003666	hsa-mir-651	ENTREZGENE	723779	MIR651
MI0003667	hsa-mir-652	HGNC	32908	MIR652
MI0003667	hsa-mir-652	ENTREZGENE	724022	MIR652
MI0003668	hsa-mir-548d-1	HGNC	32801	MIR548D1
MI0003668	hsa-mir-548d-1	ENTREZGENE	693130	MIR548D1
MI0003669	hsa-mir-661	HGNC	32917	MIR661
MI0003669	hsa-mir-661	ENTREZGENE	724031	MIR661
MI0003670	hsa-mir-662	HGNC	32918	MIR662
MI0003670	hsa-mir-662	ENTREZGENE	724032	MIR662
MI0003671	hsa-mir-548d-2	HGNC	32802	MIR548D2
MI0003671	hsa-mir-548d-2	ENTREZGENE	693131	MIR548D2
MI0003672	hsa-mir-663a	HGNC	32919	MIR663
MI0003672	hsa-mir-663a	ENTREZGENE	724033	MIR663
MI0003673	hsa-mir-449b	HGNC	32794	MIR449B
MI0003673	hsa-mir-449b	ENTREZGENE	693123	MIR449B
MI0003674	hsa-mir-653	HGNC	32909	MIR653
MI0003674	hsa-mir-653	ENTREZGENE	724023	MIR653
MI0003675	hsa-mir-411	HGNC	32792	MIR411
MI0003675	hsa-mir-411	ENTREZGENE	693121	MIR411
MI0003676	hsa-mir-654	HGNC	32910	MIR654
MI0003676	hsa-mir-654	ENTREZGENE	724024	MIR654
MI0003677	hsa-mir-655	HGNC	32911	MIR655
MI0003677	hsa-mir-655	ENTREZGENE	724025	MIR655
MI0003678	hsa-mir-656	HGNC	32912	MIR656
MI0003678	hsa-mir-656	ENTREZGENE	724026	MIR656
MI0003679	hsa-mir-549a	HGNC	32803	MIR549
MI0003679	hsa-mir-549a	ENTREZGENE	693132	MIR549
MI0003681	hsa-mir-657	HGNC	32913	MIR657
MI0003681	hsa-mir-657	ENTREZGENE	724027	MIR657
MI0003682	hsa-mir-658	HGNC	32914	MIR658
MI0003682	hsa-mir-658	ENTREZGENE	724028	MIR658
MI0003683	hsa-mir-659	HGNC	32915	MIR659
MI0003683	hsa-mir-659	ENTREZGENE	724029	MIR659
MI0003684	hsa-mir-660	HGNC	32916	MIR660
MI0003684	hsa-mir-660	ENTREZGENE	724030	MIR660
MI0003685	hsa-mir-421	HGNC	32793	MIR421
MI0003685	hsa-mir-421	ENTREZGENE	693122	MIR421
MI0003686	hsa-mir-542	HGNC	32534	MIR542
MI0003686	hsa-mir-542	ENTREZGENE	664617	MIR542
MI0003690	dre-mir-34b	ENTREZGENE	100628939	mir34b
MI0003691	dre-mir-31	ENTREZGENE	100628781	mir31
MI0003692	dre-mir-135a	ENTREZGENE	100628879	mir135a
MI0003693	dre-mir-139	ENTREZGENE	100628843	mir139
MI0003694	gga-mir-9-1	ENTREZGENE	777892	MIR9-1
MI0003695	gga-mir-146b	ENTREZGENE	777893	MIR146B
MI0003696	gga-mir-147	ENTREZGENE	777894	MIR147-1
MI0003698	gga-mir-193b	ENTREZGENE	777896	MIR193B
MI0003699	gga-mir-202	ENTREZGENE	777897	MIR202
MI0003700	gga-mir-302b	ENTREZGENE	777898	MIR302B
MI0003701	gga-mir-302c	ENTREZGENE	777899	MIR302C
MI0003702	gga-mir-302d	ENTREZGENE	777900	MIR302D
MI0003703	gga-mir-365-1	ENTREZGENE	777901	MIR365-1
MI0003704	gga-mir-365-2	ENTREZGENE	777902	MIR365-2
MI0003705	gga-mir-375	ENTREZGENE	777903	MIR375
MI0003706	gga-mir-383	ENTREZGENE	777904	MIR383
MI0003707	gga-mir-455	ENTREZGENE	777905	MIR455
MI0003708	gga-mir-489	ENTREZGENE	777906	MIR489
MI0003709	gga-mir-490	ENTREZGENE	777907	MIR490
MI0003710	gga-mir-499	ENTREZGENE	777908	MIR499
MI0003711	gga-mir-211	ENTREZGENE	777909	MIR211
MI0003712	gga-mir-367	ENTREZGENE	777910	MIR367
MI0003713	gga-mir-466	ENTREZGENE	777911	MIR466
MI0003714	gga-mir-429	ENTREZGENE	777912	MIR429
MI0003715	gga-mir-449a	ENTREZGENE	777913	MIR449
MI0003716	mmu-mir-302b	MGI	3619326	Mir302b
MI0003716	mmu-mir-302b	ENTREZGENE	723948	Mir302b
MI0003717	mmu-mir-302c	MGI	3619327	Mir302c
MI0003717	mmu-mir-302c	ENTREZGENE	723835	Mir302c
MI0003718	mmu-mir-302d	MGI	3619328	Mir302d
MI0003718	mmu-mir-302d	ENTREZGENE	723928	Mir302d
MI0003719	rno-mir-378a	ENTREZGENE	100314258	Mir378
MI0003720	rno-mir-505	ENTREZGENE	100314090	Mir505
MI0003721	rno-mir-499	ENTREZGENE	100314091	Mir499
MI0003722	rno-mir-664-1	ENTREZGENE	100314170	Mir664-1
MI0003723	rno-mir-664-2	ENTREZGENE	100314092	Mir664-2
MI0003724	rno-mir-497	ENTREZGENE	100314259	Mir497
MI0003757	hsa-mir-758	HGNC	33133	MIR758
MI0003757	hsa-mir-758	ENTREZGENE	768212	MIR758
MI0003758	hsa-mir-1264	HGNC	35246	MIR1264
MI0003758	hsa-mir-1264	ENTREZGENE	100302251	MIR1264
MI0003760	hsa-mir-671	HGNC	33134	MIR671
MI0003760	hsa-mir-671	ENTREZGENE	768213	MIR671
MI0003761	hsa-mir-668	HGNC	33135	MIR668
MI0003761	hsa-mir-668	ENTREZGENE	768214	MIR668
MI0003762	hsa-mir-550a-3	ENTREZGENE	100616354	MIR550A3
