efo_id	name
0004827	economic and social preference
0004828	genetic variation
0004829	response to irinotecan
0004830	caudate nucleus volume
0004831	RR interval
0004832	optic disc size measurement
0004833	neutrophil count
0004838	calcium measurement
0004839	CD4:CD8 lymphocyte ratio
0004840	cortical thickness
0004841	digit length ratio
0004842	eosinophil count
0004843	vitamin B measurement
0004844	hip bone size
0004845	magnesium measurement
0004846	serotonin measurement
0004847	age at onset
0004857	vitamin A measurement
0004859	abdominal aortic artery calcification
0004860	common carotid intimal medial thickness
0004861	phosphorus measurement
0004862	phytosterol measurement
0004863	recombination rate
0004864	renal sinus adipose tissue measurement
0004865	thyroid volume
0004866	autoantibody measurement
0004867	vitamin E measurement
0004868	volumetric brain MRI
0004869	YKL40 measurement
0004870	sleep measurement
0004872	inflammatory biomarker measurement
0004873	cytokine measurement
0004874	memory performance
0004875	mathematical ability
0004880	urinary arsenic measurement
0004881	asparaginase hypersensitivity
0004884	breast size
0004885	early cardiac repolarization measurement
0004886	intracranial volume measurement
0004887	maximal oxygen uptake measurement
0004888	post operative nausea and vomiting
0004889	postoperative ventricular dysfunction
0004890	anti-social behavior
0004891	callous character
0004892	Sasang constitutional medicine
0004893	testicular dysgenesis syndrome
0004895	Tourette syndrome
0004902	European HapMap cell line
0004903	probe design element
0004905	induced pluripotent stem cell
0004906	lymph node metastatic carcinoma
0004908	testosterone measurement
0004909	dihydrotestosterone measurement
0004910	CYP3A4 activity
0004911	familial hypercholesterolemia
0004912	serum IgA measurement
0004913	lentiform nucleus measurement
0004914	facial neural processing
0004915	vaspin measurement
0004917	high throughput sequence alignment protocol
0004918	age at diagnosis
0004919	metastasis free survival
0004920	progression free survival
0004921	GM00038
0004922	GM00719
0004923	peripheral vein
0004925	tumor stage
0004926	M stage
0004927	N stage
0004928	T stage
0004929	M0 distant metastasis stage
0004930	M1 distant metastasis stage
0004931	MX distant metastasis stage
0004932	N0 lymph node stage
0004933	N1 lymph node stage
0004934	N2 lymph node stage
0004935	N3 lymph node stage
0004936	NX lymph node stage
0004937	T0 stage
0004938	T1 tumor stage
0004939	T2 tumor stage
0004940	T3 tumor stage
0004941	T3a tumor stage
0004942	T3b tumor stage
0004943	T3c tumor stage
0004944	T4 tumor stage
0004945	T4a tumor stage
0004946	T4b tumor stage
0004947	Tis
0004948	TX
0004949	clinical temporal measurement
0004950	date of birth
0004951	alive at endpoint
0004952	disease recurrence
0004953	date of diagnosis
0004954	melanoma staging
0004955	Breslow thickness
0004956	Clark level
0004957	Clark level I
0004958	Clark level II
0004959	Clark level III
0004960	Clark level IV
0004961	Clark level V
0004963	gene knock in
0004964	total RNA
0004967	Alexa Fluor 647
0004968	Alexa Fluor 555
0004972	somatic genotype
0004973	germline genotype
0004979	comprehensive strength index
0004980	appendicular lean mass
0004981	peridontal microbiome
0004982	microbiome
0004983	complement C3 measurement
0004984	complement C4 measurement
0004985	platelet reactivity measurement
0004986	embryonal carcinoma
0004987	embryonal carcinoma cell
0004990	J1
0004991	Myasthenia gravis
0004992	Otitis media
0004993	serum IgM measurement
0004994	lumbar disc degeneration
0004995	lean body mass
0004996	type 1 diabetes nephropathy
0004997	type 2 diabetes nephropathy
0004998	carbohydrate measurement
0004999	N-glycan measurement
0005000	leptin measurement
0005001	phenylalanine measurement
0005002	lysine measurement
0005016	454 Sequencing
0005017	non polyA RNA
0005018	long non polyA RNA
0005019	long poly A RNA
0005020	collection latitude
0005021	collection longitude
0005023	adipose tissue derived mesenchymal stem cell
0005024	placental pericyte
0005027	anti-Bcl11a
0005028	anti-H3K27-3Me
0005029	anti-H3k4-3Me
0005030	anti-IgG
0005031	input DNA
0005032	IP-seq
0005033	RIP
0005034	anti-CTCF
0005035	hippocampal volume
0005036	platelet measurement
0005037	aortic root size
0005038	hair morphology
0005039	hippocampal atrophy
0005043	cardiac troponin T measurement
0005044	Leishmaniasis
0005045	visceral Leishmaniasis
0005046	cutaneous Leishmaniasis
0005047	erythrocyte measurement
0005051	454 GS 20 standard manufacturer's protocol
0005052	nervous system measurement
0005053	internal carotid intimal medial thickness
0005054	QRS complex
0005055	QRS duration
0005056	age at death
0005057	myoglobin measurement
0005058	tyrosine measurement
0005059	acylcarnitine measurement
0005060	instrument part
0005061	substrate
0005062	glass substrate
0005063	nylon substrate
0005064	nitrocellulose substrate
0005065	silicon substrate
0005066	collection of material
0005067	block
0005069	array surface coating
0005070	aminosilane substrate coating
0005071	polylysine substrate coating
0005072	array reporter
0005073	in situ oligo
0005074	spotted antibody reporter
0005075	spotted colony reporter
0005076	spotted double stranded DNA reporter
0005077	spotted protein reporter
0005078	spotted single stranded DNA PCR amplicon reporter
0005079	spotted single stranded oligo reporter
0005080	CC16 measurement
0005081	surfactant protein D measurement
0005082	Illumina Genome Analyzer standard manufacturer's protocol
0005083	Illumina Genome Analyzer II standard manufacturer's protocol
0005084	Illumina Genome Analyzer IIx standard manufacturer's protocol
0005085	Illumina HiSeq 1000 standard manufacturer's protocol
0005086	Illumina HiSeq 2000 standard manufacturer's protocol
0005087	Illumina MiSeq standard manufacturer's protocol
0005088	testicular carcinoma
0005089	whole-brain volume
0005090	basophil count
0005091	monocyte count
0005092	entorhinal cortical volume
0005093	hip circumference
0005094	P wave duration
0005095	PR segment
0005105	lipid or lipoprotein measurement
0005106	body composition measurement
0005108	arm span
0005109	energy expenditure
0005110	fatty acid measurement
0005111	folic acid measurement
0005112	gestational age
0005114	head circumference
0005115	metabolic rate measurement
0005116	urinary metabolite measurement
0005117	CCL5 measurement
0005118	IGFBP-1 measurement
0005119	antioxidant measurement
0005121	freeze dried specimen
0005125	RNAlater specimen
0005126	arylesterase enzyme measurement
0005127	cancer biomarker measurement
0005128	albumin:globulin ratio measurement
0005129	hepatitis C induced liver cirrhosis
0005130	thyroxine measurement
0005131	HVA measurement
0005132	5-HIAA measurement
0005133	MHPG measurement
0005134	amino acid measurement
0005135	strain
0005136	cultivar
0005137	conduction system disorder
0005138	acquired long QT syndrome
0005139	serum ceruloplasmin measurement
0005140	autoimmune disease
0005147	Columbia ecotype
0005148	Col-0
0005149	Col-1
0005150	Col-2
0005151	Col-3
0005152	Col-4
0005153	Col-5
0005154	Landsberg ecotype
0005155	Ler-1
0005156	Wassilewskija ecotype
0005157	Ws-1
0005158	Ws-2
0005159	Ws-3
0005160	Umkirch ecotype
0005161	Uk-1
0005162	Uk-2
0005163	Uk-3
0005164	Calver ecotype
0005165	Cal-0
0005166	Blanes ecotype
0005167	Bla-1
0005168	wild type genotype
0005169	Burren ecotype
0005170	Bur-0
0005171	Bologna ecotype
0005172	Bl-0
0005173	Bl-1
0005174	Bayreuth ecotype
0005175	Bay-0
0005176	Coimbra ecotype
0005177	Co-1
0005178	San Eleno ecotype
0005179	Se-0
0005180	CD1 mus strain
0005181	C57BL
0005182	N'Dama
0005183	Boran cattle
0005184	DBA/2J
0005185	terminal ileum
0005186	uterus fundus
0005187	C-peptide measurement
0005188	CCL11 measurement
0005189	respiratory quotient
0005190	urinary nitrogen measurement
0005191	waist height ratio
0005192	red blood cell distribution width
0005193	serum IgG glycosylation measurement
0005194	amyloid-beta measurement
0005195	response to cholinesterase inhibitor
0005196	vasoactive peptide measurement
0005197	beta-2 microglobulin measurement
0005198	transplant outcome measurement
0005199	renal transplant outcome measurement
0005200	antiphospholipid antibody measurement
0005201	height growth measurement
0005202	response to hydrochlorothiazide
0005203	eating disorder
0005204	bulimia nervosa
0005205	response to dabigatran etexilate
0005206	oligoclonal band measurement
0005207	congenital heart disease
0005208	glomerular filtration rate
0005210	brain connectivity measurement
0005211	aspirin hydrolysis measurement
0005212	atmosphere unit
0005213	central corneal thickness
0005214	neuroblastoma cell line
0005215	breast adenocarcinoma cell line
0005216	hepatoma cell line
0005217	cervical adenocarcinoma cell line
0005218	cervical carcinoma cell line
0005219	TraDIS sequencing
0005220	pulmonary neuroendocrine tumor
0005221	cholangiocarcinoma
0005222	avian influenza
0005223	acute stress reaction
0005224	Q fever
0005225	human african trypanosomiasis
0005226	swine influenza
0005227	GRO-seq
0005228	plant population
0005229	reading
0005230	anxiety
0005231	ECC-1
0005232	endometrium adenocarcinoma
0005233	CH12.LX
0005234	PFSK-1
0005235	primitive neuroectodermal tumor
0005236	NT2/D1
0005237	U-87 MG
0005238	breed
0005239	aortic valve calcification
0005240	rhegmatogenous retinal detachment
0005241	employment status
0005242	methamphetamine-induced psychosis
0005243	myeloperoxidase measurement
0005244	gastric bypass
0005245	body weight loss
0005246	hypersomnia
0005247	anti-Helicobacter pylori serum IgG measurement
0005250	occupation-related stress disorder
0005251	hypotension
0005252	orthostatic hypotension
0005253	postprandial hypotension
0005254	neurally mediated hypotension
0005257	response to anthracycline-based chemotherapy
0005260	response to antimicrotubule agent
0005262	mitral annular calcification
0005263	TOV-112D
0005264	Ect1
0005265	MOLT-3
0005266	serum selenium measurement
0005267	serum copper measurement
0005268	serum zinc measurement
0005269	congenital heart malformation
0005271	sleep duration
0005272	sleep quality
0005273	sleep depth
0005274	sleep time
0005275	dihydroxy docosatrienoic acid measurement
0005276	hydroxy-leucine measurement
0005278	cardiovascular disease biomarker measurement
0005279	temporomandibular joint disorder
0005280	sleep latency
0005282	HS-5
0005283	HS-27A
0005284	L-1210
0005285	A20
0005286	BALB/cAnN
0005287	reticulum cell sarcoma
0005288	non-small cell lung adenocarcinoma
0005289	mural granulosa cell
0005290	Brown Norway
0005291	Dark agouti
0005292	lymphoblastoid cell line
0005293	B-lymphoblast
0005294	chronic myelogenous leukemia cell line
0005295	migraine with aura
0005296	migraine without aura
0005297	Granulomatosis with Polyangiitis
0005298	allergic sensitization measurement
0005299	non-word reading
0005300	word reading
0005301	reading and spelling ability
0005302	ChIP-exo
0005303	sudden infant death syndrome
0005304	atrial conduction disease
0005305	atrioventricular node disease
0005306	ventricular tachycardia
0005307	torsades de pointes
0005308	atrial tachycardia
0005309	Ta stage
0005310	RIP-seq
0005313	picomole per microliter
0005314	femtomole per nanogram
0005315	induced mutation
0005316	sample pooling
0005318	axial length measurement
0005319	contact dermatitis
0005320	contact dermatitis due to nickel
0005321	molar-incisor hypomineralization
0005322	callous-unemotional behaviour
0005323	post-operative sign or symptom
0005324	post-operative sensory disturbance
0005325	response to angiotensin-converting enzyme inhibitor
0005332	GM18505
0005333	GM08714
0005334	GM10248
0005335	GM10266
0005336	GM10847
0005337	GM12864
0005338	GM12865
0005339	GM12866
0005340	GM12867
0005341	GM12868
0005342	GM12869
0005343	GM12870
0005344	GM12871
0005345	GM13976
0005346	GM13977
0005347	GM15510
0005348	GM18526
0005349	GM18951
0005350	GM19099
0005351	GM19193
0005352	GM20000
0005353	GM12801
0005354	milligram per kilogram body weight
0005355	HUES1
0005356	CAL120
0005357	CAL148
0005358	CAL51
0005359	CAL851
0005360	CCD-11Lu
0005361	CCD-13Lu
0005362	CCD-16Lu
0005363	CCD-19Lu
0005364	CCD-25Lu
0005365	CCD-29Lu
0005366	CCD-33Lu
0005367	CCD-8Lu
0005368	HFL1
0005369	Granta-519
0005370	HCC2998
0005371	HCC1195
0005372	HCC1419
0005373	HCC1806
0005374	HCC227
0005375	HCC2935
0005376	UACC-257
0005377	UACC-62
0005382	HepG3
0005383	HMEC1
0005384	HuH-7
0005385	IGROV-1
0005386	INA-6
0005387	JeKo-1
0005388	JIMT-1
0005389	KARPAS 231
0005390	KARPAS 299
0005391	LA-N-1
0005392	LAPC-4
0005393	LAPC-9
0005394	MLO-Y4
0005395	MUTZ-3
0005396	exome sequencing
0005397	high content analysis of cells
0005398	high content analysis of cells by molecular content
0005399	high content analysis of cells by morphological and physical properties
0005400	chemotherapy-induced alopecia
0005401	response to high sodium diet
0005402	response to low sodium diet
0005403	response to dietary potassium supplementation
0005404	response to cold pressor test
0005405	response to antihypertensive drug
0005406	colorectal adenoma
0005407	psychosis
0005408	pyroglutamine measurement
0005409	fat body mass
0005410	tooth agenesis
0005411	schizoaffective disorder
0005412	functional impairment measurement
0005413	joint damage measurement
0005414	airway hyperresponsiveness
0005415	serum alpha-1-antitrypsin measurement
0005416	serum ST2 measurement
0005417	response to mTOR inhibitor
0005418	serum dimethylarginine measurement
0005419	contrast sensitivity measurement
0005420	grey matter volume measurement
0005421	serum homoarginine measurement
0005422	skin aging
0005423	adolescent idiopathic scoliosis
0005424	dyslexia
0005425	language impairment
0005426	autism spectrum disorder symptom
0005427	social communication impairment
0005429	borderline personality disorder symptom
0005430	nicotine use
0005431	illegal drug consumption
0005432	non-substance related disinhibited behaviour
0005433	array control biosequence
0005434	array control buffer
0005435	array control empty
0005436	array control genomic DNA
0005437	array control hybridization quality
0005438	array control label
0005439	array control reporter size
0005440	array control design
0005441	DU 145
0005442	OVCAR4
0005443	OVCAR5
0005444	OVCAR8
0005445	PEO1
0005446	PEO14
0005447	PEO23
0005448	PEO4
0005449	PEO6
0005450	SF126
0005451	SF268
0005452	SF295
0005453	SF539
0005454	SHEF-1
0005455	SHEF-3
0005456	SHEP-2
0005457	SK-MM-1
0005458	SK-MM-2
0005460	SKI-DCLC
0005461	SUDHL1
0005462	SW527
0005475	BL-2
0005476	JVM-2
0005479	Z-138
0005480	MEL-GATA-1-ER
0005481	Patski
0005482	416B
0005483	ES-Bruce4
0005484	46C
0005485	TT2
0005486	J185a
0005487	DZ685
0005488	NW1229
0005489	LX837
0005490	BA671
0005491	CB1489
0005492	JK1107
0005493	MT10430
0005495	NSM
0005496	Caenorhabditis component
0005497	pharyngeal muscle cell
0005498	newly molted young adult hermaphrodite
0005499	3-fold embryo Ce
0005500	4-cell embryo Ce
0005501	proliferating embryo Ce
0005502	late cleavage stage embryo Ce
0005503	gastrulating embryo Ce
0005504	fully-elongated embryo Ce
0005505	enclosing embryo Ce
0005506	elongating embryo Ce
0005507	dauer larva
0005508	L1 larva
0005509	L4 larva
0005510	L2d-dauer molt
0005511	post dauer stage
0005512	estrogen receptor status
0005513	progesterone receptor status
0005514	HER2 status
0005517	RIP-Chip by array
0005518	sample collection protocol
0005519	dissection protocol
0005520	conversion protocol
0005521	technology type
0005522	substrate type
0005523	surface type
0005524	large artery stroke
0005526	response to alcohol
0005527	ejection fraction measurement
0005528	parasitemia measurement
0005529	Chagas cardiomyopathy
0005530	Trypanosoma cruzi seropositivity
0005531	urticaria
0005532	angioedema
0005533	response to non-steroidal anti-inflammatory
0005534	delayed encephalopathy after acute carbon monoxide poisoning
0005535	specimen vial
0005536	nitric oxide exhalation measurement
0005537	triple-negative breast cancer
0005538	thrombin generation potential measurement
0005539	adrenal gland disease
0005540	bile duct carcinoma
0005541	bone development disease
0005542	botulism
0005543	glioma
0005545	congenital disorder of glycosylation type I
0005546	congenital disorder of glycosylation type II
0005547	dengue disease
0005548	developmental disorder of mental health
0005549	diphtheria
0005551	dysembryoplastic neuroepithelial tumor
0005553	eccrine sweat gland cancer
0005555	gamma chain deficiency
0005556	Gilbert syndrome
0005557	gum cancer
0005558	hemolytic anemia
0005560	hereditary multiple exostoses
0005561	histiocytoma
0005562	hydronephrosis
0005565	janus kinase-3 deficiency
0005567	malignant peritoneal mesothelioma
0005568	methylmalonic aciduria and homocystinuria type cblE
0005569	microphthalmia
0005570	oral cavity cancer
0005571	osteochondrodysplasia
0005576	pernicious anemia
0005577	pharynx cancer
0005578	pituitary cancer
0005579	pseudohermaphroditism
0005580	red color blindness
0005581	red-green color blindness
0005582	renal pelvis carcinoma
0005583	rickets
0005584	seborrheic keratosis
0005585	shigellosis
0005588	small intestine carcinoma
0005590	steroid inherited metabolic disorder
0005591	sweat gland carcinoma
0005592	T-cell leukemia
0005593	tetanus
0005595	toxic encephalopathy
0005596	vitamin metabolic disorder
0005597	methylmalonic aciduria and homocystinuria type cblG
0005600	abdominal aortic fatty streak
0005601	abdominal aortic raised atherosclerotic lesion
0005602	age at alcohol diagnosis
0005603	age at breast cancer diagnosis
0005606	family history of breast cancer
0005607	breast cancer stage
0005608	cortical opacity measurement
0005611	opioid dependence
0005612	morphine dependence
0005615	prostate cancer staging
0005616	coronary artery raised atherosclerotic lesion
0005617	thoracic aortic fatty streak
0005618	thoracic aortic raised atherosclerotic lesion
0005620	lung adenocarcinoma grade
0005622	Crohn's colitis
0005623	distal colitis
0005624	ileocolitis
0005625	oral Crohn's disease
0005626	pancolitis
0005627	perianal Crohn's disease
0005628	proctitis
0005629	small bowel Crohn's disease
0005630	CEL data file format
0005631	rectal adenocarcinoma
0005632	intestinal necrosis
0005633	ATC Code A Alimentary tract and metabolism
0005634	ATC Classification System
0005635	ATC Code B Blood and blood forming organs
0005636	ATC Code C Cardiovascular system
0005637	ATC Code D Dermatologicals
0005638	ATC Code G Genito-urinary system and sex hormones
0005639	ATC Code H Systemic hormonal preparations, excluding sex hormones and insulins
0005640	ATC Code J Antiinfectives for systemic use
0005641	ATC Code L Antineoplastic and immunomodulating agents
0005642	ATC Code M Musculo-skeletal system
0005643	ATC Code N Nervous system
0005644	ATC Code P Antiparasitic products, insecticides and repellents
0005645	ATC Code R Respiratory system
0005646	ATC Code S Sensory organs
0005647	ATC Code V Various
0005648	1182-4H
0005649	spondylolysis
0005650	CME-L1
0005651	drosophila developmental stage
0005653	serum metabolite measurement
0005654	velocity of sound measurement
0005655	response to cytosine arabinoside
0005657	response to protease inhibitor
0005658	response to selective serotonin reuptake inhibitor
0005659	plasma beta-amyloid 1-40 measurement
0005660	plasma beta-amyloid 1-42 measurement
0005661	Child Behaviour Checklist assessment
0005663	urinary uromodulin measurement
0005664	blood metabolite measurement
0005665	white matter hyperintensity measurement
0005666	thyroid peroxidase antibody measurement
0005667	urinary albumin excretion rate
0005668	anterior chamber depth measurement
0005669	intracerebral hemorrhage
0005670	smoking initiation
0005671	smoking behaviour measurement
0005672	acute coronary syndrome
0005673	chronic mucus hypersecretion
0005674	white matter microstructure measurement
0005675	vitamin D-binding protein measurement
0005676	Autoimmune Hepatitis
0005677	puberty onset measurement
0005678	hippocampal sclerosis of aging
0005680	omega-6 polyunsaturated fatty acid measurement
0005681	Staphylococcus aureus infection
0005682	oxygen saturation measurement
0005684	RNA-seq of coding RNA from single cells
0005685	RNA-seq of non coding RNA from single cells
0005686	receptive language perception
0005687	fibromyalgia
0005688	NHDL cholesterol
0005689	non-high density lipoprotein cholesterol measurement
0005690	musical aptitude
0005691	plasma trimethylamine N-oxide measurement
0005692	transposable element identification design
0005693	mobile element identification design
0005694	KMS-11
0005696	D721Med
0005697	M059J
0005698	Daoy
0005699	desmoplastic medulloblastoma
0005700	TTC549
0005701	malignant rhabdoid tumour
0005702	A204.1
0005703	G401.6
0005704	HuH-7.5
0005705	olfactory neurosphere cell line
0005706	Mel-2183
0005707	786-0
0005708	renal cell adenocarcinoma
0005709	HTR8/SVneo
0005710	HFF-Myc
0005711	HPDE6-E6E7
0005712	RPMI-7951
0005713	8988T
0005714	LHCN-M2
0005715	WERI-Rb-1
0005716	retinal cancer
0005717	retinoblastoma (nonhereditary)
0005718	Ishikawa
0005719	Karpas 422
0005720	SK-MEL-5
0005721	SK-N-DZ
0005722	SJCRH30
0005723	GM23248
0005724	MM.1S
0005725	BE(2)-C
0005726	LNCaP clone FGC
0005728	bronchial epithelial cell derived cell line
0005730	endothelial cell derived cell line
0005731	cardiac myocyte cell derived cell line
0005734	muscle cell derived cell line
0005735	smooth muscle cell derived cell line
0005736	bronchial smooth muscle cell derived cell line
0005738	ESC derived cell line
0005740	iPSC derived cell line
0005741	infectious disease
0005742	lung fibroblast derived cell line
0005743	CME-W1-Cl.8+
0005744	CME-W2
0005745	fGS/OSS
0005746	G2
0005747	GM2
0005751	eye allergy
0005752	eye inflammation
0005753	ocular vascular disease
0005754	parathyroid disease
0005755	rheumatic disease
0005756	skin wound
0005757	vaginal inflammation
0005758	cycloplegia
0005760	serum carcinoembryonic antigen measurement
0005761	lupus nephritis
0005762	neuropathic pain
0005763	pulse pressure measurement
0005766	skin fluorescence measurement
0005767	rheumatoid factor measurement
0005768	response to rate control therapy
0005769	calcium metabolic disease
0005771	ovarian disease
0005772	neurodegenerative disease
0005773	retinal detachment
0005774	brain disease
0005775	aortic disease
0005782	age-related hearing impairment
0005783	NUT midline carcinoma
0005784	embryonal neoplasm
0005785	blastoma
0005793	FL.01 1/4 of flowers open stage
0005799	neonatal abstinence syndrome
0005800	substance withdrawal syndrome
0005801	cholesterol embolism
0005802	cartilage disease
0005803	hematologic disease
0005804	polycythemia
0005805	polycythemia due to hypoxia
0005809	type II hypersensitivity reaction disease
0005815	tauopathy
0005816	microtubule-associated protein tau
0005819	Kc167
0005820	mbn2
0005821	ML-DmBG1-c1
0005822	ML-DmBG2-c2
0005823	ML-DmBG3-c2
0005824	ML-DmD11
0005825	ML-DmD16-c3
0005826	ML-DmD17-c3
0005827	ML-DmD20-c2
0005828	ML-DmD20-c5
0005829	ML-DmD21
0005830	ML-DmD32
0005831	ML-DmD4-c1
0005832	ML-DmD8
0005833	ML-DmD9
0005834	OSC
0005835	OSS
0005836	S2-DRSC
0005837	S2R+
0005838	S3
0005839	Sg4
0005840	Pyruvate kinase hyperactivity
0005842	colorectal cancer
0005843	cortisol measurement
0005844	response to dietary antigen
0005845	hemoglobin A2 measurement
0005846	cryoglobulinemia
0005847	increased risk
0005849	serum lipase activity measurement
0005850	emphysema pattern measurement
0005851	height-adjusted body mass index
0005852	Heschl's gyrus morphology measurement
0005853	response to silica exposure
0005854	allergic rhinitis
0005855	narcolepsy without cataplexy
0005856	arthritis
0005857	mouse embryo stage
0005858	C. elegans embryo stage
0005859	Drosophila embryo stage
0005860	embryonic stage 1
0005861	embryonic stage 2
0005862	embryonic stage 3
0005863	embryonic stage 4
0005864	embryonic stage 5
0005865	embryonic stage 6
0005866	embryonic stage 7
0005868	embryonic stage 8
0005869	embryonic stage 9
0005870	embryonic stage 10
0005871	embryonic stage 11
0005872	embryonic stage 12
0005873	embryonic stage 13
0005874	embryonic stage 14
0005875	embryonic stage 15
0005876	embryonic stage 16
0005877	embryonic stage 17
0005878	vitamin deficiency
0005879	cholesterol homeostasis
0005880	lipid homeostasis
0005881	triglyceride homeostasis
0005882	iron ion homeostasis
0005890	osteoarthritis biomarker measurement
0005895	ossification of the posterior longitudinal ligament of the spine
0005900	auxin
0005901	ELF-1
0005903	KBM-7
0005904	H7-hESC
0005906	B-cell non-Hodgkin lymphoma cell line
0005907	OCI-LY1
0005909	HGADFN167
0005910	ES-D3
0005912	hTERT-HM
0005913	urothelium cell line
0005914	ZHBTc4-mESC
0005915	WW6
0005916	ES-CJ7
0005917	generalised epilepsy
0005918	osteoprotegerin measurement
0005919	recombination measurement
0005921	FEV change measurement
0005922	esophageal squamous cell carcinoma
0005923	AVL induced bursal lymphoma
0005924	binge eating
0005932	animal disease
0005934	disease cell type
0005935	overweight body mass index status
0005936	underweight body mass index status
0005937	longitudinal BMI measurement
0005938	congenital left-sided heart lesions
0005939	parental genotype effect measurement
0005940	psychotic symptoms
0005941	mammographic density measurement
0005942	chemotherapy-induced hypertension
0005943	response to bevacizumab
0005944	cumulative dose response to bevacizumab
0005949	antinuclear antibody measurement
0005950	head and neck neoplasia
0005951	sexual dimorphism
0005952	non-Hodgkins lymphoma
0006266	sum of skinfolds
0006268	A431
0006269	ACH-3P
0006270	AG04450
0006271	ARPE-19
0006273	CGR8
0006274	DT40
0006275	ES-E14TG2a
0006276	GM15850
0006277	GM15851
0006278	GM5659
0006279	HPAF1
0006280	HPAM1
0006281	JinB8
0006282	KM12
0006283	KOPT-K1
0006284	LOXIMVI
0006285	MEC2
0006286	MGC-803
0006287	Mono Mac 6
0006288	NF90-8
0006289	OCI-AML3
0006291	PLC/PRF/5
0006292	S462
0006293	SGC-7901
0006294	SHEP
0006295	ST88-14
0006296	STS26T
0006297	Swiss19
0006298	Swiss2
0006299	Swiss22
0006300	Swiss3
0006301	Swiss5
0006302	Swiss8
0006303	Swiss9
0006304	T265
0006305	T87
0006306	TUBO
0006307	UKE1
0006308	V6.5
0006309	plasma plasminogen measurement
0006312	mitochondrial DNA measurement
0006313	chemotherapy-induced oral mucositis
0006314	response to high-dose melphalan
0006315	thiopurine immunosuppressant-induced pancreatitis
0006316	infant expressive language ability
0006317	response to thiopurine
0006318	breast ductal adenocarcinoma
0006319	HIV viral set point measurement
0006320	antidepressant-induced side effect
0006321	antidepressant-induced dizziness
0006322	antidepressant-induced sexual dysfunction
0006323	antidepressant-induced visual impairment
0006324	antidepressant-induced hearing impairment
0006325	response to serotonin-norephinephrine reuptake inhibitor
0006326	response to bupropion
0006327	response to sertraline
0006328	response to venlafaxine
0006329	response to citalopram
0006330	response to buspirone
0006331	selenium measurement
0006332	serum iron measurement
0006333	transferrin saturation measurement
0006334	total iron binding capacity
0006335	systolic blood pressure
0006336	diastolic blood pressure
0006337	response to allopurinol
0006338	pit and fissure surface dental caries
0006339	smooth surface dental caries
0006340	mean arterial pressure
0006341	transferrin measurement
0006342	aggressive periodontitis
0006343	chronic periodontitis
0006344	medication adherence behavior
0006345	response to phenytoin
0006346	severe cutaneous adverse reaction
0006347	pulmonary artery enlargement
0006348	pulmonary artery-aorta diameter ratio measurement
0006352	laryngeal squamous cell carcinoma
0006354	105KC
0006355	143B
0006356	501A
0006357	537 MEL
0006358	59M
0006359	624 mel
0006360	928 mel
0006361	A2058
0006362	A2780
0006363	C170
0006364	C32
0006365	C4-2B
0006366	CAL 27
0006367	CI-1
0006368	CL-11
0006369	CL-34
0006370	CL-40
0006371	COLO 678
0006372	COLO 679
0006373	COLO 680N
0006374	COLO 699
0006375	COLO 741
0006376	COLO 783
0006377	COLO 792
0006378	COLO 800
0006379	COLO 849
0006380	COLO 853
0006381	COLO 857
0006382	COV318
0006383	COV362
0006384	COV434
0006385	COV504
0006386	COV644
0006387	cystadenocarcinoma
0006388	cystic renal cell carcinoma
0006389	DLD1
0006390	DMS 454
0006391	dopaminergic neuroblastoma
0006392	FA6
0006393	Farage
0006394	G-361
0006395	G111
0006396	G112
0006397	G118
0006398	G120
0006399	G121
0006400	G122
0006401	G124
0006402	G130
0006403	G140
0006404	G141
0006405	G142
0006406	G22
0006407	G28T
0006408	G44
0006409	G59
0006410	G61
0006411	G84
0006412	G96
0006414	HC11
0006415	HCA-7
0006416	HCC0012
0006417	HCC0033
0006418	HCC0060
0006419	HCC0089
0006420	HCC0364
0006421	HCC0630
0006422	HCC1011
0006423	HCC1162
0006424	HCC1263
0006425	HCC1319
0006426	HCC1482
0006427	HCC1493
0006428	HCC1534
0006429	HCC1576
0006430	HCC2270
0006431	HCC2279
0006432	HCC2302
0006433	HCC2688
0006434	HCC2885
0006435	HCC2911
0006436	HCC4011
0006437	HCC4017
0006438	HEp-2
0006439	HOP62
0006440	HOP92
0006441	Hs 683
0006442	HT115
0006443	HT144
0006444	HT55
0006445	huH-1
0006446	IM-95
0006447	IPC-298
0006448	JL-1
0006449	KARPAS-620
0006450	L-363
0006451	M059K
0006452	malignant epithelioid mesothelioma
0006453	MCAS
0006454	MDA-MB-330
0006455	MN9D
0006456	MS751
0006457	MX-1
0006458	OV56
0006459	OV7
0006460	ovarian adenocarcinoma
0006461	ovarian granulosa tumour
0006462	ovarian mucinous adenocarcinoma
0006463	ovarian teratoma
0006465	PA-1
0006466	Panc 02.03
0006467	Panc 03.27
0006468	Panc 04.03
0006469	Panc 05.04
0006470	Panc 08.13
0006471	pancreatic tubular adenocarcinoma
0006472	Pfeiffer
0006473	PL-21
0006474	PL45
0006475	plasma cell leukemia
0006476	RCM-1
0006477	RI-1
0006478	RPMI 2650
0006479	RT-112
0006480	RT4
0006481	SC-1
0006482	SCC-15
0006483	SCC-25
0006484	SCC-3
0006485	SCC-9
0006486	SET-2
0006487	SK-MEL-24
0006488	SK-MEL-30
0006489	SK-MEL-31
0006490	SK23
0006491	SR-786
0006492	SU-DHL-4
