id	name
GO:0014701	junctional sarcoplasmic reticulum membrane
GO:0014702	free sarcoplasmic reticulum membrane
GO:0014704	intercalated disc
GO:0014705	C zone
GO:0014731	spectrin-associated cytoskeleton
GO:0014801	longitudinal sarcoplasmic reticulum
GO:0014802	terminal cisterna
GO:0014803	longitudinal sarcoplasmic reticulum lumen
GO:0014804	terminal cisterna lumen
GO:0015030	Cajal body
GO:0015050	methane monooxygenase complex
GO:0015627	type II protein secretion system complex
GO:0015629	actin cytoskeleton
GO:0015630	microtubule cytoskeleton
GO:0015934	large ribosomal subunit
GO:0015935	small ribosomal subunit
GO:0016006	Nebenkern
GO:0016007	mitochondrial derivative
GO:0016008	major mitochondrial derivative
GO:0016009	minor mitochondrial derivative
GO:0016010	dystrophin-associated glycoprotein complex
GO:0016011	dystroglycan complex
GO:0016012	sarcoglycan complex
GO:0016013	syntrophin complex
GO:0016014	dystrobrevin complex
GO:0016020	membrane
GO:0016021	integral component of membrane
GO:0016027	inaD signaling complex
GO:0016028	rhabdomere
GO:0016029	subrhabdomeral cisterna
GO:0016035	zeta DNA polymerase complex
GO:0016222	procollagen-proline 4-dioxygenase complex
GO:0016234	inclusion body
GO:0016235	aggresome
GO:0016272	prefoldin complex
GO:0016281	eukaryotic translation initiation factor 4F complex
GO:0016282	eukaryotic 43S preinitiation complex
GO:0016323	basolateral plasma membrane
GO:0016324	apical plasma membrane
GO:0016327	apicolateral plasma membrane
GO:0016328	lateral plasma membrane
GO:0016342	catenin complex
GO:0016363	nuclear matrix
GO:0016442	RISC complex
GO:0016456	X chromosome located dosage compensation complex, transcription activating
GO:0016459	myosin complex
GO:0016460	myosin II complex
GO:0016461	unconventional myosin complex
GO:0016465	chaperonin ATPase complex
GO:0016469	proton-transporting two-sector ATPase complex
GO:0016471	vacuolar proton-transporting V-type ATPase complex
GO:0016472	sodium ion-transporting two-sector ATPase complex
GO:0016473	sodium ion-transporting F-type ATPase complex
GO:0016474	sodium ion-transporting V-type ATPase complex
GO:0016507	mitochondrial fatty acid beta-oxidation multienzyme complex
GO:0016513	core-binding factor complex
GO:0016514	SWI/SNF complex
GO:0016516	interleukin-4 receptor complex
GO:0016528	sarcoplasm
GO:0016529	sarcoplasmic reticulum
GO:0016533	cyclin-dependent protein kinase 5 holoenzyme complex
GO:0016580	Sin3 complex
GO:0016581	NuRD complex
GO:0016586	RSC complex
GO:0016587	Isw1 complex
GO:0016589	NURF complex
GO:0016590	ACF complex
GO:0016591	DNA-directed RNA polymerase II, holoenzyme
GO:0016592	mediator complex
GO:0016593	Cdc73/Paf1 complex
GO:0016600	flotillin complex
GO:0016602	CCAAT-binding factor complex
GO:0016604	nuclear body
GO:0016605	PML body
GO:0016606	LYSP100-associated nuclear domain
GO:0016607	nuclear speck
GO:0016610	nitrogenase complex
GO:0016611	iron-iron nitrogenase complex
GO:0016612	molybdenum-iron nitrogenase complex
GO:0016613	vanadium-iron nitrogenase complex
GO:0016914	follicle-stimulating hormone complex
GO:0016935	glycine-gated chloride channel complex
GO:0016938	kinesin I complex
GO:0016939	kinesin II complex
GO:0016942	insulin-like growth factor binding protein complex
GO:0017023	myosin phosphatase complex
GO:0017053	transcriptional repressor complex
GO:0017054	negative cofactor 2 complex
GO:0017059	serine C-palmitoyltransferase complex
GO:0017071	intracellular cyclic nucleotide activated cation channel complex
GO:0017086	3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex
GO:0017087	mitochondrial processing peptidase complex
GO:0017090	meprin A complex
GO:0017101	aminoacyl-tRNA synthetase multienzyme complex
GO:0017102	methionyl glutamyl tRNA synthetase complex
GO:0017109	glutamate-cysteine ligase complex
GO:0017117	single-stranded DNA-dependent ATP-dependent DNA helicase complex
GO:0017119	Golgi transport complex
GO:0017122	protein N-acetylglucosaminyltransferase complex
GO:0017133	mitochondrial electron transfer flavoprotein complex
GO:0017146	NMDA selective glutamate receptor complex
GO:0017177	glucosidase II complex
GO:0018444	translation release factor complex
GO:0018995	host
GO:0019005	SCF ubiquitin ligase complex
GO:0019008	molybdopterin synthase complex
GO:0019012	virion
GO:0019013	viral nucleocapsid
GO:0019015	viral genome
GO:0019016	non-segmented viral genome
GO:0019017	segmented viral genome
GO:0019018	bipartite viral genome
GO:0019019	tripartite viral genome
GO:0019020	multipartite viral genome
GO:0019021	DNA viral genome
GO:0019022	RNA viral genome
GO:0019023	dsRNA viral genome
GO:0019024	ssRNA viral genome
GO:0019025	positive sense viral genome
GO:0019026	negative sense viral genome
GO:0019027	ambisense viral genome
GO:0019028	viral capsid
GO:0019029	helical viral capsid
GO:0019030	icosahedral viral capsid
GO:0019031	viral envelope
GO:0019033	viral tegument
GO:0019034	viral replication complex
GO:0019035	viral integration complex
GO:0019036	viral transcriptional complex
GO:0019037	viral assembly intermediate
GO:0019038	provirus
GO:0019183	histamine-gated chloride channel complex
GO:0019185	snRNA-activating protein complex
GO:0019197	phosphoenolpyruvate-dependent sugar phosphotransferase complex
GO:0019773	proteasome core complex, alpha-subunit complex
GO:0019774	proteasome core complex, beta-subunit complex
GO:0019812	Type I site-specific deoxyribonuclease complex
GO:0019813	Type III site-specific deoxyribonuclease complex
GO:0019814	immunoglobulin complex
GO:0019815	B cell receptor complex
GO:0019819	P1 peroxisome
GO:0019820	P2 peroxisome
GO:0019821	P3 peroxisome
GO:0019822	P4 peroxisome
GO:0019823	P5 peroxisome
GO:0019824	P6 peroxisome
GO:0019866	organelle inner membrane
GO:0019867	outer membrane
GO:0019897	extrinsic component of plasma membrane
GO:0019898	extrinsic component of membrane
GO:0019907	cyclin-dependent protein kinase activating kinase holoenzyme complex
GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex
GO:0019910	mitochondrial pyruvate dehydrogenase (lipoamide) phosphatase complex
GO:0020002	host cell plasma membrane
GO:0020003	symbiont-containing vacuole
GO:0020004	symbiont-containing vacuolar space
GO:0020005	symbiont-containing vacuole membrane
GO:0020006	symbiont-containing vacuolar membrane network
GO:0020007	apical complex
GO:0020008	rhoptry
GO:0020009	microneme
GO:0020010	conoid
GO:0020011	apicoplast
GO:0020015	glycosome
GO:0020016	ciliary pocket
GO:0020018	ciliary pocket membrane
GO:0020020	food vacuole
GO:0020022	acidocalcisome
GO:0020023	kinetoplast
GO:0020025	subpellicular microtubule
GO:0020026	merozoite dense granule
GO:0020030	infected host cell surface knob
GO:0020031	polar ring of apical complex
GO:0020032	basal ring of apical complex
GO:0020036	Maurer's cleft
GO:0020038	subpellicular network
GO:0020039	pellicle
GO:0022623	proteasome-activating nucleotidase complex
GO:0022624	proteasome accessory complex
GO:0022625	cytosolic large ribosomal subunit
GO:0022626	cytosolic ribosome
GO:0022627	cytosolic small ribosomal subunit
GO:0022628	chloroplast large ribosomal subunit
GO:0022629	chloroplast small ribosomal subunit
GO:0030008	TRAPP complex
GO:0030014	CCR4-NOT complex
GO:0030015	CCR4-NOT core complex
GO:0030016	myofibril
GO:0030017	sarcomere
GO:0030018	Z disc
GO:0030027	lamellipodium
GO:0030054	cell junction
GO:0030055	cell-substrate junction
GO:0030056	hemidesmosome
GO:0030057	desmosome
GO:0030061	mitochondrial crista
GO:0030062	mitochondrial tricarboxylic acid cycle enzyme complex
GO:0030075	bacterial thylakoid
GO:0030076	light-harvesting complex
GO:0030077	plasma membrane light-harvesting complex
GO:0030078	light-harvesting complex, core complex
GO:0030079	light-harvesting complex, peripheral complex
GO:0030080	B875 antenna complex
GO:0030081	B800-820 antenna complex
GO:0030082	B800-850 antenna complex
GO:0030083	PSI associated light-harvesting complex I, LHCIa subcomplex
GO:0030084	PSI associated light-harvesting complex I, LHCIb subcomplex
GO:0030085	PSII associated light-harvesting complex II, peripheral complex, LHCIIb subcomplex
GO:0030089	phycobilisome
GO:0030093	chloroplast photosystem I
GO:0030094	plasma membrane-derived photosystem I
GO:0030095	chloroplast photosystem II
GO:0030096	plasma membrane-derived thylakoid photosystem II
GO:0030112	glycocalyx
GO:0030114	slime layer
GO:0030115	S-layer
GO:0030117	membrane coat
GO:0030118	clathrin coat
GO:0030119	AP-type membrane coat adaptor complex
GO:0030120	vesicle coat
GO:0030121	AP-1 adaptor complex
GO:0030122	AP-2 adaptor complex
GO:0030123	AP-3 adaptor complex
GO:0030124	AP-4 adaptor complex
GO:0030125	clathrin vesicle coat
GO:0030126	COPI vesicle coat
GO:0030127	COPII vesicle coat
GO:0030128	clathrin coat of endocytic vesicle
GO:0030129	clathrin coat of synaptic vesicle
GO:0030130	clathrin coat of trans-Golgi network vesicle
GO:0030131	clathrin adaptor complex
GO:0030132	clathrin coat of coated pit
GO:0030133	transport vesicle
GO:0030134	ER to Golgi transport vesicle
GO:0030135	coated vesicle
GO:0030136	clathrin-coated vesicle
GO:0030137	COPI-coated vesicle
GO:0030139	endocytic vesicle
GO:0030140	trans-Golgi network transport vesicle
GO:0030141	secretory granule
GO:0030142	Golgi to ER transport vesicle
GO:0030143	inter-Golgi transport vesicle
GO:0030173	integral component of Golgi membrane
GO:0030175	filopodium
GO:0030176	integral component of endoplasmic reticulum membrane
GO:0030232	insulin control element activator complex
GO:0030256	type I protein secretion system complex
GO:0030257	type III protein secretion system complex
GO:0030285	integral component of synaptic vesicle membrane
GO:0030286	dynein complex
GO:0030287	cell wall-bounded periplasmic space
GO:0030288	outer membrane-bounded periplasmic space
GO:0030289	protein phosphatase 4 complex
GO:0030312	external encapsulating structure
GO:0030313	cell envelope
GO:0030314	junctional membrane complex
GO:0030315	T-tubule
GO:0030386	ferredoxin:thioredoxin reductase complex
GO:0030424	axon
GO:0030425	dendrite
GO:0030426	growth cone
GO:0030427	site of polarized growth
GO:0030428	cell septum
GO:0030430	host cell cytoplasm
GO:0030445	yeast-form cell wall
GO:0030446	hyphal cell wall
GO:0030478	actin cap
GO:0030479	actin cortical patch
GO:0030485	smooth muscle contractile fiber
GO:0030486	smooth muscle dense body
GO:0030496	midbody
GO:0030526	granulocyte macrophage colony-stimulating factor receptor complex
GO:0030529	intracellular ribonucleoprotein complex
GO:0030532	small nuclear ribonucleoprotein complex
GO:0030658	transport vesicle membrane
GO:0030659	cytoplasmic vesicle membrane
GO:0030660	Golgi-associated vesicle membrane
GO:0030661	chitosome membrane
GO:0030662	coated vesicle membrane
GO:0030663	COPI-coated vesicle membrane
GO:0030665	clathrin-coated vesicle membrane
GO:0030666	endocytic vesicle membrane
GO:0030667	secretory granule membrane
GO:0030668	merozoite dense granule membrane
GO:0030669	clathrin-coated endocytic vesicle membrane
GO:0030670	phagocytic vesicle membrane
GO:0030671	clathrin-coated phagocytic vesicle membrane
GO:0030672	synaptic vesicle membrane
GO:0030673	axolemma
GO:0030677	ribonuclease P complex
GO:0030678	mitochondrial ribonuclease P complex
GO:0030679	cyanelle ribonuclease P complex
GO:0030680	dimeric ribonuclease P complex
GO:0030681	multimeric ribonuclease P complex
GO:0030684	preribosome
GO:0030685	nucleolar preribosome
GO:0030686	90S preribosome
GO:0030687	preribosome, large subunit precursor
GO:0030688	preribosome, small subunit precursor
GO:0030689	Noc complex
GO:0030690	Noc1p-Noc2p complex
GO:0030691	Noc2p-Noc3p complex
GO:0030692	Noc4p-Nop14p complex
GO:0030694	bacterial-type flagellum basal body, rod
GO:0030700	glycine reductase complex
GO:0030849	autosome
GO:0030863	cortical cytoskeleton
GO:0030864	cortical actin cytoskeleton
GO:0030867	rough endoplasmic reticulum membrane
GO:0030868	smooth endoplasmic reticulum membrane
GO:0030869	RENT complex
GO:0030870	Mre11 complex
GO:0030874	nucleolar chromatin
GO:0030875	rDNA protrusion
GO:0030876	interleukin-20 receptor complex
GO:0030877	beta-catenin destruction complex
GO:0030880	RNA polymerase complex
GO:0030891	VCB complex
GO:0030892	mitotic cohesin complex
GO:0030893	meiotic cohesin complex
GO:0030894	replisome
GO:0030895	apolipoprotein B mRNA editing enzyme complex
GO:0030896	checkpoint clamp complex
GO:0030897	HOPS complex
GO:0030904	retromer complex
GO:0030905	retromer, tubulation complex
GO:0030906	retromer, cargo-selective complex
GO:0030907	MBF transcription complex
GO:0030914	STAGA complex
GO:0030915	Smc5-Smc6 complex
GO:0030929	ADPG pyrophosphorylase complex
GO:0030930	homotetrameric ADPG pyrophosphorylase complex
GO:0030931	heterotetrameric ADPG pyrophosphorylase complex
GO:0030932	amyloplast ADPG pyrophosphorylase complex
GO:0030933	chloroplast ADPG pyrophosphorylase complex
GO:0030934	anchoring collagen complex
GO:0030935	sheet-forming collagen trimer
GO:0030936	transmembrane collagen trimer
GO:0030937	collagen type XVII trimer
GO:0030938	collagen type XVIII trimer
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex
GO:0030958	RITS complex
GO:0030964	NADH dehydrogenase complex
GO:0030981	cortical microtubule cytoskeleton
GO:0030988	high molecular weight kininogen receptor complex
GO:0030990	intraciliary transport particle
GO:0030991	intraciliary transport particle A
GO:0030992	intraciliary transport particle B
GO:0030993	axonemal heterotrimeric kinesin-II complex
GO:0030998	linear element
GO:0031002	actin rod
GO:0031003	actin tubule
GO:0031004	potassium ion-transporting ATPase complex
GO:0031009	plastid ADPG pyrophosphorylase complex
GO:0031010	ISWI-type complex
GO:0031011	Ino80 complex
GO:0031012	extracellular matrix
GO:0031019	mitochondrial mRNA editing complex
GO:0031020	plastid mRNA editing complex
GO:0031021	interphase microtubule organizing center
GO:0031026	glutamate synthase complex
GO:0031027	glutamate synthase complex (NADH)
GO:0031039	macronucleus
GO:0031040	micronucleus
GO:0031045	dense core granule
GO:0031074	nucleocytoplasmic transport complex
GO:0031080	nuclear pore outer ring
GO:0031082	BLOC complex
GO:0031083	BLOC-1 complex
GO:0031084	BLOC-2 complex
GO:0031085	BLOC-3 complex
GO:0031088	platelet dense granule membrane
GO:0031089	platelet dense granule lumen
GO:0031090	organelle membrane
GO:0031091	platelet alpha granule
GO:0031092	platelet alpha granule membrane
GO:0031093	platelet alpha granule lumen
GO:0031094	platelet dense tubular network
GO:0031095	platelet dense tubular network membrane
GO:0031096	platelet dense tubular network lumen
GO:0031097	medial cortex
GO:0031105	septin complex
GO:0031143	pseudopodium
GO:0031160	spore wall
GO:0031164	contractile vacuolar membrane
GO:0031165	integral component of contractile vacuolar membrane
GO:0031166	integral component of vacuolar membrane
GO:0031201	SNARE complex
GO:0031205	endoplasmic reticulum Sec complex
GO:0031207	Sec62/Sec63 complex
GO:0031209	SCAR complex
GO:0031211	endoplasmic reticulum palmitoyltransferase complex
GO:0031213	RSF complex
GO:0031224	intrinsic component of membrane
GO:0031225	anchored component of membrane
GO:0031226	intrinsic component of plasma membrane
GO:0031227	intrinsic component of endoplasmic reticulum membrane
GO:0031228	intrinsic component of Golgi membrane
GO:0031229	intrinsic component of nuclear inner membrane
GO:0031230	intrinsic component of cell outer membrane
GO:0031231	intrinsic component of peroxisomal membrane
GO:0031232	extrinsic component of external side of plasma membrane
GO:0031233	intrinsic component of external side of plasma membrane
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane
GO:0031235	intrinsic component of the cytoplasmic side of the plasma membrane
GO:0031236	extrinsic component of periplasmic side of plasma membrane
GO:0031237	intrinsic component of periplasmic side of plasma membrane
GO:0031240	external side of cell outer membrane
GO:0031241	periplasmic side of cell outer membrane
GO:0031242	extrinsic component of external side of cell outer membrane
GO:0031243	intrinsic component of external side of cell outer membrane
GO:0031244	extrinsic component of cell outer membrane
GO:0031245	extrinsic component of periplasmic side of cell outer membrane
GO:0031246	intrinsic component of periplasmic side of cell outer membrane
GO:0031248	protein acetyltransferase complex
GO:0031250	anaerobic ribonucleoside-triphosphate reductase complex
GO:0031251	PAN complex
GO:0031252	cell leading edge
GO:0031253	cell projection membrane
GO:0031254	cell trailing edge
GO:0031255	lateral part of motile cell
GO:0031256	leading edge membrane
GO:0031257	cell trailing edge membrane
GO:0031258	lamellipodium membrane
GO:0031259	uropod membrane
GO:0031260	pseudopodium membrane
GO:0031261	DNA replication preinitiation complex
GO:0031262	Ndc80 complex
GO:0031264	death-inducing signaling complex
GO:0031265	CD95 death-inducing signaling complex
GO:0031266	TRAIL death-inducing signaling complex
GO:0031298	replication fork protection complex
GO:0031300	intrinsic component of organelle membrane
GO:0031301	integral component of organelle membrane
GO:0031302	intrinsic component of endosome membrane
GO:0031303	integral component of endosome membrane
GO:0031304	intrinsic component of mitochondrial inner membrane
GO:0031305	integral component of mitochondrial inner membrane
GO:0031306	intrinsic component of mitochondrial outer membrane
GO:0031307	integral component of mitochondrial outer membrane
GO:0031308	intrinsic component of nuclear outer membrane
GO:0031309	integral component of nuclear outer membrane
GO:0031310	intrinsic component of vacuolar membrane
GO:0031311	intrinsic component of contractile vacuolar membrane
GO:0031312	extrinsic component of organelle membrane
GO:0031313	extrinsic component of endosome membrane
GO:0031314	extrinsic component of mitochondrial inner membrane
GO:0031315	extrinsic component of mitochondrial outer membrane
GO:0031316	extrinsic component of nuclear outer membrane
GO:0031317	tripartite ATP-independent periplasmic transporter complex
GO:0031332	RNAi effector complex
GO:0031350	intrinsic component of plastid membrane
GO:0031351	integral component of plastid membrane
GO:0031352	intrinsic component of plastid inner membrane
GO:0031353	integral component of plastid inner membrane
GO:0031354	intrinsic component of plastid outer membrane
GO:0031355	integral component of plastid outer membrane
GO:0031356	intrinsic component of chloroplast inner membrane
GO:0031357	integral component of chloroplast inner membrane
GO:0031358	intrinsic component of chloroplast outer membrane
GO:0031359	integral component of chloroplast outer membrane
GO:0031360	intrinsic component of thylakoid membrane
GO:0031361	integral component of thylakoid membrane
GO:0031362	anchored component of external side of plasma membrane
GO:0031371	ubiquitin conjugating enzyme complex
GO:0031372	UBC13-MMS2 complex
GO:0031379	RNA-directed RNA polymerase complex
GO:0031380	nuclear RNA-directed RNA polymerase complex
GO:0031381	viral RNA-directed RNA polymerase complex
GO:0031387	MPF complex
GO:0031389	Rad17 RFC-like complex
GO:0031390	Ctf18 RFC-like complex
GO:0031391	Elg1 RFC-like complex
GO:0031395	bursicon neuropeptide hormone complex
GO:0031410	cytoplasmic vesicle
GO:0031411	gas vesicle
GO:0031414	N-terminal protein acetyltransferase complex
GO:0031415	NatA complex
GO:0031416	NatB complex
GO:0031417	NatC complex
GO:0031421	invertasome
GO:0031422	RecQ helicase-Topo III complex
GO:0031428	box C/D snoRNP complex
GO:0031429	box H/ACA snoRNP complex
GO:0031430	M band
GO:0031431	Dbf4-dependent protein kinase complex
GO:0031436	BRCA1-BARD1 complex
GO:0031461	cullin-RING ubiquitin ligase complex
GO:0031462	Cul2-RING ubiquitin ligase complex
GO:0031463	Cul3-RING ubiquitin ligase complex
GO:0031464	Cul4A-RING E3 ubiquitin ligase complex
GO:0031465	Cul4B-RING E3 ubiquitin ligase complex
GO:0031466	Cul5-RING ubiquitin ligase complex
GO:0031467	Cul7-RING ubiquitin ligase complex
GO:0031469	polyhedral organelle
GO:0031470	carboxysome
GO:0031471	ethanolamine degradation polyhedral organelle
GO:0031472	propanediol degradation polyhedral organelle
GO:0031474	myosin IV complex
GO:0031475	myosin V complex
GO:0031476	myosin VI complex
GO:0031477	myosin VII complex
GO:0031478	myosin VIII complex
GO:0031479	myosin IX complex
GO:0031480	myosin X complex
GO:0031481	myosin XI complex
GO:0031482	myosin XII complex
GO:0031483	myosin XIII complex
GO:0031484	myosin XIV complex
GO:0031485	myosin XV complex
GO:0031486	myosin XVI complex
GO:0031487	myosin XVII complex
GO:0031488	myosin XVIII complex
GO:0031499	TRAMP complex
GO:0031500	Tea1 cell-end complex
GO:0031501	mannosyltransferase complex
GO:0031502	dolichyl-phosphate-mannose-protein mannosyltransferase complex
GO:0031510	SUMO activating enzyme complex
GO:0031511	Mis6-Sim4 complex
GO:0031514	motile cilium
GO:0031515	tRNA (m1A) methyltransferase complex
GO:0031518	CBF3 complex
GO:0031519	PcG protein complex
GO:0031520	plasma membrane of cell tip
GO:0031521	spitzenkorper
GO:0031522	cell envelope Sec protein transport complex
GO:0031523	Myb complex
GO:0031526	brush border membrane
GO:0031527	filopodium membrane
GO:0031528	microvillus membrane
GO:0031533	mRNA cap methyltransferase complex
GO:0031560	cellular bud neck polarisome
GO:0031561	cellular bud tip polarisome
GO:0031562	hyphal tip polarisome
GO:0031563	mating projection tip polarisome
GO:0031588	nucleotide-activated protein kinase complex
GO:0031592	centrosomal corona
GO:0031594	neuromuscular junction
GO:0031595	nuclear proteasome complex
GO:0031597	cytosolic proteasome complex
GO:0031598	nuclear proteasome regulatory particle
GO:0031600	cytosolic proteasome regulatory particle
GO:0031601	nuclear proteasome core complex
GO:0031603	cytosolic proteasome core complex
GO:0031604	nuclear proteasome core complex, alpha-subunit complex
GO:0031606	cytosolic proteasome core complex, alpha-subunit complex
GO:0031607	nuclear proteasome core complex, beta-subunit complex
GO:0031609	cytosolic proteasome core complex, beta-subunit complex
GO:0031610	nuclear proteasome regulatory particle, base subcomplex
GO:0031612	cytosolic proteasome regulatory particle, base subcomplex
GO:0031613	nuclear proteasome regulatory particle, lid subcomplex
GO:0031615	cytosolic proteasome regulatory particle, lid subcomplex
GO:0031616	spindle pole centrosome
GO:0031617	NMS complex
GO:0031618	nuclear pericentric heterochromatin
GO:0031633	xanthophore
GO:0031672	A band
GO:0031673	H zone
GO:0031674	I band
GO:0031676	plasma membrane-derived thylakoid membrane
GO:0031680	G-protein beta/gamma-subunit complex
GO:0031838	haptoglobin-hemoglobin complex
GO:0031897	Tic complex
GO:0031898	chromoplast envelope
GO:0031899	chromoplast inner membrane
GO:0031900	chromoplast outer membrane
GO:0031901	early endosome membrane
GO:0031902	late endosome membrane
GO:0031903	microbody membrane
GO:0031904	endosome lumen
GO:0031905	early endosome lumen
GO:0031906	late endosome lumen
GO:0031907	microbody lumen
GO:0031908	glyoxysomal lumen
GO:0031910	cytostome
GO:0031911	cytoproct
GO:0031912	oral apparatus
GO:0031913	contractile vacuole pore
GO:0031931	TORC1 complex
GO:0031932	TORC2 complex
GO:0031933	telomeric heterochromatin
GO:0031934	mating-type region heterochromatin
GO:0031941	filamentous actin
GO:0031942	i-AAA complex
GO:0031965	nuclear membrane
GO:0031966	mitochondrial membrane
GO:0031967	organelle envelope
GO:0031968	organelle outer membrane
GO:0031969	chloroplast membrane
GO:0031970	organelle envelope lumen
GO:0031972	chloroplast intermembrane space
GO:0031973	chromoplast intermembrane space
GO:0031974	membrane-enclosed lumen
GO:0031975	envelope
GO:0031976	plastid thylakoid
GO:0031977	thylakoid lumen
GO:0031978	plastid thylakoid lumen
GO:0031979	plasma membrane-derived thylakoid lumen
GO:0031981	nuclear lumen
GO:0031982	vesicle
GO:0031983	vesicle lumen
GO:0031984	organelle subcompartment
GO:0031985	Golgi cisterna
GO:0031986	proteinoplast
GO:0032002	interleukin-28 receptor complex
GO:0032009	early phagosome
GO:0032010	phagolysosome
GO:0032019	mitochondrial cloud
GO:0032021	NELF complex
GO:0032039	integrator complex
GO:0032040	small-subunit processome
GO:0032044	DSIF complex
GO:0032045	guanyl-nucleotide exchange factor complex
GO:0032046	micropexophagy-specific membrane apparatus
GO:0032047	mitosome
GO:0032059	bleb
GO:0032068	Type IV site-specific deoxyribonuclease complex
GO:0032116	SMC loading complex
GO:0032117	horsetail-astral microtubule array
GO:0032123	deep fiber
GO:0032126	eisosome
GO:0032127	dense core granule membrane
GO:0032133	chromosome passenger complex
GO:0032144	4-aminobutyrate transaminase complex
GO:0032151	mitotic septin complex
GO:0032152	meiotic septin complex
GO:0032153	cell division site
GO:0032154	cleavage furrow
GO:0032155	cell division site part
GO:0032156	septin cytoskeleton
GO:0032157	prospore contractile ring
GO:0032158	septin band
GO:0032159	septin cap
GO:0032160	septin filament array
GO:0032161	cleavage apparatus septin structure
GO:0032162	mating projection septin band
GO:0032163	hyphal septin band
GO:0032164	hyphal septin cap
GO:0032165	prospore septin filament array
GO:0032166	chlamydospore septin filament array
GO:0032168	hyphal septin ring
GO:0032169	prospore septin ring
GO:0032170	pseudohyphal septin ring
GO:0032171	germ tube septin cap
GO:0032172	germ tube septin ring
GO:0032173	septin collar
GO:0032174	cellular bud neck septin collar
GO:0032175	mating projection septin ring
GO:0032176	split septin rings
GO:0032177	cellular bud neck split septin rings
GO:0032178	medial membrane band
GO:0032179	germ tube
GO:0032195	post-lysosomal vacuole
GO:0032221	Rpd3S complex
GO:0032279	asymmetric synapse
GO:0032280	symmetric synapse
GO:0032281	AMPA glutamate receptor complex
GO:0032282	plastid acetyl-CoA carboxylase complex
GO:0032283	plastid acetate CoA-transferase complex
GO:0032284	plastid biotin carboxylase complex
GO:0032299	ribonuclease H2 complex
GO:0032300	mismatch repair complex
GO:0032301	MutSalpha complex
GO:0032302	MutSbeta complex
GO:0032311	angiogenin-PRI complex
GO:0032389	MutLalpha complex
GO:0032390	MutLbeta complex
GO:0032391	photoreceptor connecting cilium
GO:0032398	MHC class Ib protein complex
GO:0032419	extrinsic component of lysosome membrane
GO:0032420	stereocilium
GO:0032421	stereocilium bundle
GO:0032426	stereocilium tip
GO:0032432	actin filament bundle
GO:0032433	filopodium tip
GO:0032437	cuticular plate
GO:0032444	activin responsive factor complex
GO:0032449	CBM complex
GO:0032473	cytoplasmic side of mitochondrial outer membrane
GO:0032476	decaprenyl diphosphate synthase complex
GO:0032477	homodimeric decaprenyl diphosphate synthase complex
GO:0032478	heterotetrameric decaprenyl diphosphate synthase complex
GO:0032517	SOD1-calcineurin complex
GO:0032541	cortical endoplasmic reticulum
GO:0032545	CURI complex
GO:0032578	aleurone grain membrane
GO:0032579	apical lamina of hyaline layer
GO:0032580	Golgi cisterna membrane
GO:0032584	growth cone membrane
GO:0032585	multivesicular body membrane
GO:0032586	protein storage vacuole membrane
GO:0032587	ruffle membrane
GO:0032588	trans-Golgi network membrane
GO:0032589	neuron projection membrane
GO:0032590	dendrite membrane
GO:0032591	dendritic spine membrane
GO:0032592	integral component of mitochondrial membrane
GO:0032593	insulin-responsive compartment
GO:0032766	NHE3/E3KARP/ACTN4 complex
GO:0032777	Piccolo NuA4 histone acetyltransferase complex
GO:0032783	ELL-EAF complex
GO:0032797	SMN complex
GO:0032798	Swi5-Sfr1 complex
GO:0032806	carboxy-terminal domain protein kinase complex
GO:0032807	DNA ligase IV complex
GO:0032809	neuronal cell body membrane
GO:0032838	cell projection cytoplasm
GO:0032839	dendrite cytoplasm
GO:0032865	ERMES complex
GO:0032921	sarcosine oxidase complex
GO:0032936	SREBP-SCAP complex
GO:0032937	SREBP-SCAP-Insig complex
GO:0032969	endosomal scaffold complex
GO:0032982	myosin filament
GO:0032983	kainate selective glutamate receptor complex
GO:0032991	macromolecular complex
GO:0032992	protein-carbohydrate complex
GO:0032993	protein-DNA complex
GO:0032994	protein-lipid complex
GO:0032996	Bcl3-Bcl10 complex
GO:0032997	Fc receptor complex
GO:0032998	Fc-epsilon receptor I complex
GO:0032999	Fc-alpha receptor I complex
GO:0033000	Fc-gamma receptor I complex
GO:0033001	Fc-gamma receptor III complex
GO:0033009	nucleomorph
GO:0033010	paranodal junction
GO:0033011	perinuclear theca
GO:0033012	porosome
GO:0033016	rhoptry membrane
GO:0033017	sarcoplasmic reticulum membrane
GO:0033018	sarcoplasmic reticulum lumen
GO:0033061	DNA recombinase mediator complex
GO:0033062	Rhp55-Rhp57 complex
GO:0033063	Rad51B-Rad51C-Rad51D-XRCC2 complex
GO:0033064	XRCC2-RAD51D complex
GO:0033065	Rad51C-XRCC3 complex
GO:0033066	Rad51B-Rad51C complex
GO:0033093	Weibel-Palade body
GO:0033095	aleurone grain
GO:0033096	amyloplast envelope
GO:0033097	amyloplast membrane
GO:0033098	amyloplast inner membrane
GO:0033099	attachment organelle
GO:0033100	NuA3 histone acetyltransferase complex
GO:0033101	cellular bud membrane
GO:0033102	acidocalcisome membrane
GO:0033104	type VI protein secretion system complex
GO:0033105	chlorosome envelope
