doid_id	name
DOID:0060609	microcephalic osteodysplastic primordial dwarfism type II
DOID:0060610	megacystis-microcolon-intestinal hypoperistalsis syndrome
DOID:0060611	abdominal obesity-metabolic syndrome
DOID:0060612	abdominal obesity-metabolic syndrome 3
DOID:0060613	X-linked cleft palate with or without ankyloglossia
DOID:0060614	ulnar-mammary syndrome
DOID:0060638	neonatal diabetes mellitus with congenital hypothyroidism
DOID:0060639	permanent neonatal diabetes mellitus
DOID:0060640	ethylmalonic encephalopathy
DOID:0060641	endocrine-cerebro-osteodysplasia syndrome
DOID:0060642	recessive dystrophic epidermolysis bullosa
DOID:0060643	primary sclerosing cholangitis
DOID:0060644	chondrodysplasia-pseudohermaphroditism syndrome
DOID:0060645	chronic recurrent multifocal osteomyelitis
DOID:0060646	congenital chylothorax
DOID:0060647	cocoon syndrome
DOID:0060648	corneal opacification and other ocular anomalies
DOID:0060649	congenital hereditary endothelial dystrophy of cornea
DOID:0060650	dicarboxylic aminoaciduria
DOID:0060651	MYH-9 related disease
DOID:0060652	familial erythrocytosis 1
DOID:0060653	lethal congenital contracture syndrome 3
DOID:0060654	lethal congenital contracture syndrome 4
DOID:0060655	autosomal recessive congenital ichthyosis
DOID:0060656	autosomal recessive congenital ichthyosis 1
DOID:0060668	anencephaly
DOID:0060669	cerebral cavernous malformation
DOID:0060670	cerebral cavernous malformation 2
DOID:0060671	cerebral cavernous malformation 3
DOID:0060672	Grn-related frontotemporal lobar degeneration with Tdp43 inclusions
DOID:0060673	Peters anomaly
DOID:0060674	catecholaminergic polymorphic ventricular tachycardia
DOID:0060675	catecholaminergic polymorphic ventricular tachycardia 1
DOID:0060676	catecholaminergic polymorphic ventricular tachycardia 2
DOID:0060677	catecholaminergic polymorphic ventricular tachycardia 3
DOID:0060678	catecholaminergic polymorphic ventricular tachycardia 4
DOID:0060679	catecholaminergic polymorphic ventricular tachycardia 5
DOID:0060680	pigment dispersion syndrome
DOID:0060681	autosomal dominant nocturnal frontal lobe epilepsy
DOID:0060682	autosomal dominant nocturnal frontal lobe epilepsy 1
DOID:0060683	autosomal dominant nocturnal frontal lobe epilepsy 2
DOID:0060684	autosomal dominant nocturnal frontal lobe epilepsy 3
DOID:0060685	autosomal dominant nocturnal frontal lobe epilepsy 4
DOID:0060686	autosomal dominant nocturnal frontal lobe epilepsy 5
DOID:0060688	arteriovenous malformations of the brain
DOID:0060689	atrichia with papular lesions
DOID:0060690	autosomal dominant auditory neuropathy 1
DOID:0060691	platelet-type bleeding disorder 16
DOID:0060692	platelet-type bleeding disorder 8
DOID:0060693	Brunner Syndrome
DOID:0060694	Cayman type cerebellar ataxia
DOID:0060695	hyperekplexia
DOID:0060696	hyperekplexia 1
DOID:0060697	hyperekplexia 2
DOID:0060698	hyperekplexia 3
DOID:0060699	familial hypocalciuric hypercalcemia
DOID:0060700	familial hypocalciuric hypercalcemia 1
DOID:0060701	familial hypocalciuric hypercalcemia 2
DOID:0060702	familial hypocalciuric hypercalcemia 3
DOID:0060703	Muenke Syndrome
DOID:0060704	lymphoproliferative syndrome
DOID:0060705	X-linked lymphoproliferative syndrome 1
DOID:0060706	X-linked lymphoproliferative syndrome 2
DOID:0060707	lymphoproliferative syndrome 1
DOID:0060708	lymphoproliferative syndrome 2
DOID:0060710	autosomal recessive congenital ichthyosis 2
DOID:0060711	autosomal recessive congenital ichthyosis 3
DOID:0060712	autosomal recessive congenital ichthyosis 4A
DOID:0060713	autosomal recessive congenital ichthyosis 4B
DOID:0060714	autosomal recessive congenital ichthyosis 5
DOID:0060715	autosomal recessive congenital ichthyosis 6
DOID:0060716	autosomal recessive congenital ichthyosis 7
DOID:0060717	autosomal recessive congenital ichthyosis 8
DOID:0060718	autosomal recessive congenital ichthyosis 9
DOID:0060719	autosomal recessive congenital ichthyosis 10
DOID:0060720	autosomal recessive congenital ichthyosis 11
DOID:0060728	NGLY1-deficiency
DOID:0060730	torsion dystonia 1
DOID:0060731	congenital central hypoventilation syndrome
DOID:0060732	chromosome 9p deletion syndrome
DOID:0060733	junctional epidermolysis bullosa with pyloric atresia
DOID:0060735	epidermolysis bullosa simplex Dowling-Meara type
DOID:0060736	epidermolysis bullosa simplex Ogna type
DOID:0060737	junctional epidermolysis bullosa Herlitz type
DOID:0060738	junctional epidermolysis bullosa non-Herlitz type
DOID:0060739	hand-foot-genital syndrome
DOID:0060740	methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency
DOID:0060741	methylmalonic acidemia due to transcobalamin receptor defect
DOID:0060742	methylmalonic acidemia cblA type
DOID:0060743	methylmalonic acidemia cblB type
DOID:0060744	Pendred Syndrome
DOID:0060745	Doyne honeycomb retinal dystrophy
DOID:0060746	basal laminar drusen
DOID:0060747	Duane-radial ray syndrome
DOID:0060748	familial temporal lobe epilepsy 1
DOID:0060749	familial temporal lobe epilepsy 6
DOID:0060750	familial temporal lobe epilepsy 3
DOID:0060751	familial temporal lobe epilepsy 7
DOID:0060752	familial temporal lobe epilepsy 5
DOID:0060753	familial temporal lobe epilepsy 4
DOID:0060754	familial temporal lobe epilepsy 8
DOID:0060755	familial temporal lobe epilepsy 2
DOID:0060756	sclerosteosis 1
DOID:0060757	sclerosteosis 2
DOID:0060758	immunodeficiency with hyper-IgM type 2
DOID:0060759	immunodeficiency with hyper IgM type 5
DOID:0060760	immunodeficiency with hyper-IgM type 4
DOID:0060761	familial chronic myelocytic leukemia-like syndrome
DOID:0060762	lethal restrictive dermopathy
DOID:0060763	X-linked juvenile retinoschisis 1
DOID:0060764	autosomal recessive Robinow syndrome
DOID:0060765	autosomal dominant Robinow syndrome 2
DOID:0060766	autosomal dominant Robinow syndrome 1
DOID:0060767	autosomal dominant Robinow syndrome 3
DOID:0060768	Smith-Magenis syndrome
DOID:0060769	T-cell immunodeficiency, congenital alopecia, and nail dystrophy
DOID:0060770	dextro-looped transposition of the great arteries
DOID:0060771	dextro-looped transposition of the great arteries 1
DOID:0060772	dextro-looped transposition of the great arteries 3
DOID:0060773	cleft lip-palate-ectodermal dysplasia syndrome
DOID:0060774	congenital diarrhea
DOID:0060775	microvillus inclusion disease
DOID:0060776	congenital diarrhea 5 with tufting enteropathy
DOID:0060777	congenital secretory sodium diarrhea 8
DOID:0060778	congenital diarrhea 7 with exudative enteropathy
DOID:0060779	congenital malabsorptive diarrhea 4
DOID:0060780	congenital diarrhea 6
DOID:0060781	congenital secretory sodium diarrhea 3
DOID:0060782	EEC syndrome
DOID:0060783	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3
DOID:0060784	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1
DOID:0060785	adult-onset autosomal dominant demyelinating leukodystrophy
DOID:0060786	hypomyelinating leukodystrophy
DOID:0060787	hypomyelinating leukodystrophy 2
DOID:0060788	hypomyelinating leukodystrophy 10
DOID:0060789	hypomyelinating leukodystrophy 4
DOID:0060790	hypomyelinating leukodystrophy 3
DOID:0060791	hypomyelinating leukodystrophy 9
DOID:0060792	hypomyelinating leukodystrophy 11
DOID:0060793	hypomyelinating leukodystrophy 5
DOID:0060794	hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism
DOID:0060795	hypomyelinating leukodystrophy 13
DOID:0060796	hypomyelinating leukodystrophy 12
DOID:0060797	hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism
DOID:0060798	hypomyelinating leukodystrophy 6
DOID:0060799	syndromic X-linked intellectual disability Lubs type
DOID:0060800	syndromic X-linked intellectual disability 5
DOID:0060801	MEHMO syndrome
DOID:0060802	syndromic X-linked intellectual disability Snyder type
DOID:0060803	syndromic X-linked intellectual disability 17
DOID:0060804	syndromic X-linked intellectual disability 12
DOID:0060805	Prieto syndrome
DOID:0060806	syndromic X-linked intellectual disability Hedera type
DOID:0060807	syndromic X-linked intellectual disability Najm type
DOID:0060808	syndromic X-linked intellectual disability 7
DOID:0060809	syndromic X-linked intellectual disability Claes-Jensen type
DOID:0060810	syndromic X-linked intellectual disability type 10
DOID:0060811	syndromic X-linked intellectual disability Turner type
DOID:0060812	syndromic X-linked intellectual disability Siderius type
DOID:0060813	syndromic X-linked intellectual disability Shrimpton type
DOID:0060814	Wilson-Turner syndrome
DOID:0060815	Miles-Carpenter syndrome
DOID:0060816	corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome
DOID:0060817	syndromic X-linked intellectual disability 34
DOID:0060818	syndromic X-linked intellectual disability Abidi type
DOID:0060819	syndromic X-linked intellectual disability Chudley-Schwartz type
DOID:0060820	syndromic X-linked intellectual disability Nascimento type
DOID:0060821	syndromic X-linked intellectual disability 14
DOID:0060822	syndromic X-linked intellectual disability Cabezas type
DOID:0060823	syndromic X-linked intellectual disability 94
DOID:0060824	syndromic X-linked intellectual disability Raymond type
DOID:0060825	Christianson syndrome
DOID:0060826	syndromic X-linked intellectual disability Shashi type
DOID:0060827	X-linked intellectual disability-psychosis-macroorchidism syndrome
DOID:0060828	X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
DOID:0060830	deafness-intellectual disability, Martin-Probst type syndrome
DOID:0060831	Griscelli syndrome
DOID:0060832	Griscelli syndrome type 1
DOID:0060833	Griscelli syndrome type 2
DOID:0060834	Griscelli syndrome type 3
DOID:0060835	isolated microphthalmia 6
DOID:0060836	isolated microphthalmia 4
DOID:0060837	isolated microphthalmia 5
DOID:0060838	isolated microphthalmia 7
DOID:0060839	isolated microphthalmia 2
DOID:0060840	isolated microphthalmia 1
DOID:0060841	isolated microphthalmia 8
DOID:0060842	isolated microphthalmia 3
DOID:0060843	hereditary neuropathy with liability to pressure palsies
DOID:0060844	Norrie disease
DOID:0060847	Leri-Weill dyschondrosteosis
DOID:0060848	early infantile epileptic encephalopathy 9
DOID:0060849	osteoporosis-pseudoglioma syndrome
DOID:0060850	annular pancreas
DOID:0060851	pemphigus vulgaris
DOID:0060852	Pierson syndrome
DOID:0060853	Potocki-Lupski syndrome
DOID:0060854	autosomal recessive pseudohypoaldosteronism type 1
DOID:0060855	autosomal dominant pseudohypoaldosteronism type 1
DOID:0060856	right atrial isomerism
DOID:0060857	septooptic dysplasia
DOID:0060858	hypotonia-cystinuria syndrome
DOID:0060859	salmonellosis
DOID:0060861	microphthalmia with limb anomalies
DOID:0060862	mal de Meleda
DOID:0060863	patterned macular dystrophy
DOID:0060864	patterned macular dystrophy 2
DOID:0060865	patterned macular dystrophy 3
DOID:0060866	patterned macular dystrophy 1
DOID:0060867	macrocephaly-autism syndrome
DOID:0060868	leukoencephalopathy with vanishing white matter
DOID:0060869	late-onset retinal degeneration
DOID:0060870	isolated growth hormone deficiency
DOID:0060871	autosomal dominant keratitis-ichthyosis-deafness syndrome
DOID:0060872	isolated growth hormone deficiency type II
DOID:0060873	isolated growth hormone deficiency type IA
DOID:0060874	isolated growth hormone deficiency type IB
DOID:0060875	isolated growth hormone deficiency type III
DOID:0060877	bullous congenital ichthyosiform erythroderma
DOID:0060878	hypoparathyroidism-deafness-renal disease syndrome
DOID:0060879	primary hypomagnesemia
DOID:0060880	renal hypomagnesemia 3
DOID:0060881	renal hypomagnesemia 5 with ocular involvement
DOID:0060882	renal hypomagnesemia 4
DOID:0060883	intestinal hypomagnesemia 1
DOID:0060884	renal hypomagnesemia 6
DOID:0060885	renal hypomagnesemia 2
DOID:0060886	osteopathia striata with cranial sclerosis
DOID:0060887	ossification of the posterior longitudinal ligament of spine
DOID:0060888	transient myeloproliferative syndrome
DOID:0060889	prune belly syndrome
DOID:0060890	ectopic Cushing syndrome
DOID:0060891	Parkinson's disease 19A
DOID:0060892	late onset Parkinson's disease
DOID:0060893	juvenile-onset Parkinson's disease
DOID:0060894	early-onset Parkinson's disease
DOID:0060895	Parkinson's disease 4
DOID:0060896	Parkinson's disease 23
DOID:0060897	Parkinson's disease 17
DOID:0060898	Parkinson's disease 20
DOID:0060900	Parkinson's disease 14
DOID:0060901	Waldenstroem's macroglobulinemia
DOID:0060902	Norman-Roberts syndrome
DOID:0060903	thrombosis
DOID:0060911	karyomegalic interstitial nephritis
DOID:0070000	3-methylglutaconic aciduria type VIII
DOID:0070002	3-methylglutaconic aciduria type IX
DOID:0070003	blastoma
DOID:0070004	myeloid neoplasm
DOID:0070005	Seckel syndrome 9
DOID:0070006	Seckel syndrome 6
DOID:0070007	Seckel syndrome 1
DOID:0070008	Seckel syndrome 10
DOID:0070009	Seckel syndrome 8
DOID:0070010	Seckel syndrome 4
DOID:0070011	Seckel syndrome 7
DOID:0070012	Seckel syndrome 5
DOID:0070013	Seckel syndrome 2
DOID:0070014	autosomal dominant dyskeratosis congenita 1
DOID:0070015	autosomal recessive dyskeratosis congenita 1
DOID:0070016	autosomal dominant dyskeratosis congenita 2
DOID:0070017	autosomal recessive dyskeratosis congenita 2
DOID:0070018	autosomal dominant dyskeratosis congenita 3
DOID:0070019	autosomal recessive dyskeratosis congenita 3
DOID:0070020	autosomal dominant dyskeratosis congenita 4
DOID:0070021	autosomal recessive dyskeratosis congenita 4
DOID:0070022	autosomal recessive dyskeratosis congenita 5
DOID:0070023	autosomal dominant dyskeratosis congenita 6
DOID:0070024	autosomal recessive dyskeratosis congenita 6
DOID:0070025	X-linked dyskeratosis congenita
DOID:0070026	Revesz syndrome
DOID:0070027	CST3-related cerebral amyloid angiopathy
DOID:0070028	APP-related cerebral amyloid angiopathy
DOID:0070029	ITM2B-related cerebral amyloid angiopathy 1
DOID:0070030	ITM2B-related cerebral amyloid angiopathy 2
DOID:0070031	autosomal dominant non-syndromic intellectual disability 1
DOID:0070032	autosomal dominant non-syndromic intellectual disability 2
DOID:0070033	autosomal dominant non-syndromic intellectual disability 3
DOID:0070034	autosomal dominant non-syndromic intellectual disability 4
DOID:0070035	autosomal dominant non-syndromic intellectual disability 5
DOID:0070036	autosomal dominant non-syndromic intellectual disability 6
DOID:0070037	autosomal dominant non-syndromic intellectual disability 7
DOID:0070038	autosomal dominant non-syndromic intellectual disability 8
DOID:0070039	autosomal dominant non-syndromic intellectual disability 9
DOID:0070040	autosomal dominant non-syndromic intellectual disability 10
DOID:0070041	autosomal dominant non-syndromic intellectual disability 11
DOID:0070042	Coffin-Siris syndrome 1
DOID:0070043	autosomal dominant non-syndromic intellectual disability 13
DOID:0070044	Coffin-Siris syndrome 2
DOID:0070045	Coffin-Siris syndrome 3
DOID:0070046	Coffin-Siris syndrome 4
DOID:0070047	Schuurs-Hoeijmakers Syndrome
DOID:0070048	autosomal dominant non-syndromic intellectual disability 18
DOID:0070049	autosomal dominant non-syndromic intellectual disability 19
DOID:0070050	autosomal dominant mental retardation 20
DOID:0070051	autosomal dominant non-syndromic intellectual disability 21
DOID:0070052	autosomal dominant non-syndromic intellectual disability 22
DOID:0070053	autosomal dominant non-syndromic intellectual disability 23
DOID:0070054	autosomal dominant non-syndromic intellectual disability 24
DOID:0070055	Xia-Gibbs Syndrome
DOID:0070056	autosomal dominant non-syndromic intellectual disability 26
DOID:0070057	autosomal dominant non-syndromic intellectual disability 27
DOID:0070058	Helsmoortel-Van Der Aa Syndrome
DOID:0070059	autosomal dominant non-syndromic intellectual disability 29
DOID:0070060	autosomal dominant non-syndromic intellectual disability 30
DOID:0070061	autosomal dominant non-syndromic intellectual disability 31
DOID:0070062	autosomal dominant non-syndromic intellectual disability 32
DOID:0070063	autosomal dominant non-syndromic intellectual disability 33
DOID:0070064	autosomal dominant non-syndromic intellectual disability 34
DOID:0070065	autosomal dominant non-syndromic intellectual disability 35
DOID:0070066	autosomal dominant non-syndromic intellectual disability 36
DOID:0070067	White-Sutton syndrome
DOID:0070068	autosomal dominant non-syndromic intellectual disability 38
DOID:0070069	autosomal dominant non-syndromic intellectual disability 39
DOID:0070070	autosomal dominant non-syndromic intellectual disability 40
DOID:0070071	autosomal dominant non-syndromic intellectual disability 41
DOID:0070072	autosomal dominant non-syndromic intellectual disability 42
DOID:0070073	autosomal dominant non-syndromic intellectual disability 43
DOID:0070074	autosomal dominant non-syndromic intellectual disability 44
DOID:0070077	schizophrenia 1
DOID:0070078	schizophrenia 2
DOID:0070079	schizophrenia 3
DOID:0070080	schizophrenia 4
DOID:0070081	schizophrenia 5
DOID:0070082	schizophrenia 6
DOID:0070083	schizophrenia 7
DOID:0070084	schizophrenia 8
DOID:0070085	schizophrenia 9
DOID:0070086	schizophrenia 10
DOID:0070087	schizophrenia 11
DOID:0070088	schizophrenia 12
DOID:0070089	schizophrenia 13
DOID:0070090	schizophrenia 14
DOID:0070091	schizophrenia 15
DOID:0070092	schizophrenia 16
DOID:0070093	schizophrenia 18
DOID:0070094	oculocutaneous albinism type IA
DOID:0070095	oculocutaneous albinism type IB
DOID:0070096	oculocutaneous albinism type II
DOID:0070097	oculocutaneous albinism type III
DOID:0070098	oculocutaneous albinism type IV
DOID:0070099	oculocutaneous albinism type V
DOID:0070100	oculocutaneous albinism type VII
DOID:0070111	Niemann-Pick disease type A
DOID:0070112	Niemann-Pick disease type B
DOID:0070113	Niemann-Pick disease type C1
DOID:0070114	Niemann-Pick disease type C2
DOID:0070115	Meckel syndrome 1
DOID:0070116	Meckel syndrome 2
DOID:0070117	Meckel syndrome 3
DOID:0070118	Meckel syndrome 4
DOID:0070119	Meckel syndrome 5
DOID:0070120	Meckel syndrome 6
DOID:0070121	Meckel syndrome 7
DOID:0070122	Meckel syndrome 8
DOID:0070123	congenital nongoitrous hypothyroidism 4
DOID:0070124	congenital nongoitrous hypothyroidism 2
DOID:0070125	congenital nongoitrous hypothyroidism 5
DOID:0070126	congenital nongoitrous hypothyroidism 1
DOID:0070127	congenital nongoitrous hypothyroidism 3
DOID:0070128	congenital nongoitrous hypothyroidism 6
DOID:0070129	autosomal recessive cutis laxa type IID
DOID:0070130	autosomal dominant cutis laxa 1
DOID:0070131	autosomal dominant cutis laxa 3
DOID:0070132	autosomal recessive cutis laxa type IIIA
DOID:0070133	autosomal recessive cutis laxa type IB
DOID:0070134	autosomal recessive cutis laxa type IIA
DOID:0070135	autosomal recessive cutis laxa type IA
DOID:0070136	autosomal dominant cutis laxa 2
DOID:0070137	autosomal recessive cutis laxa type IIB
DOID:0070138	autosomal recessive cutis laxa type IIIB
DOID:0070139	autosomal recessive cutis laxa type IC
DOID:0070140	autosomal recessive cutis laxa type IIC
DOID:0070141	autosomal recessive cutis laxa type II classic type
DOID:0070142	autosomal dominant cutis laxa
DOID:0070143	autosomal recessive cutis laxa type III
DOID:0070144	autosomal recessive cutis laxa type I
DOID:0070145	hereditary sensory and autonomic neuropathy type 5
DOID:0070146	hereditary sensory neuropathy type 4
DOID:0070147	hereditary sensory neuropathy type 2C
DOID:0070148	hereditary sensory neuropathy type 1B
DOID:0070149	hereditary sensory and autonomic neuropathy type 7
DOID:0070150	hereditary sensory and autonomic neuropathy type 2B
DOID:0070151	hereditary sensory and autonomic neuropathy type 6
DOID:0070152	hereditary sensory and autonomic neuropathy type 1A
DOID:0070153	hereditary sensory and autonomic neuropathy type 8
DOID:0070154	hereditary sensory neuropathy type 1F
DOID:0070155	hereditary sensory and autonomic neuropathy type 2A
DOID:0070156	hereditary sensory neuropathy type 1D
DOID:0070157	hereditary sensory and autonomic neuropathy type 1C
DOID:0070158	hereditary sensory neuropathy type 1E
DOID:0070159	hereditary sensory neuropathy X-linked
DOID:0070160	atypical hereditary sensory neuropathy
DOID:0070161	hereditary sensory and autonomic neuropathy type 2
DOID:0070162	hereditary sensory and autonomic neuropathy type 1
DOID:0070163	spermatogenic failure 21
DOID:0070164	spermatogenic failure 2
DOID:0070165	spermatogenic failure 18
DOID:0070166	spermatogenic failure 20
DOID:0070167	spermatogenic failure 6
DOID:0070168	spermatogenic failure 3
DOID:0070169	spermatogenic failure 8
DOID:0070170	spermatogenic failure 19
DOID:0070171	spermatogenic failure 12
DOID:0070172	spermatogenic failure 15
DOID:0070173	spermatogenic failure 7
DOID:0070174	spermatogenic failure 17
DOID:0070176	spermatogenic failure 4
DOID:0070177	spermatogenic failure 22
DOID:0070178	spermatogenic failure 10
DOID:0070179	spermatogenic failure 14
DOID:0070180	spermatogenic failure 11
DOID:0070181	spermatogenic failure 23
DOID:0070182	spermatogenic failure 13
DOID:0070183	spermatogenic failure 5
DOID:0070184	spermatogenic failure 16
DOID:0070185	X-linked spermatogenic failure 2
DOID:0070186	Y-linked spermatogenic failure 1
DOID:0070187	Y-linked spermatogenic failure 2
DOID:0070188	spermatogenic failure 1
DOID:0070189	X-linked spermatogenic failure 1
DOID:0070190	autosomal dominant chronic granulomatous disease
DOID:0070191	autosomal recessive chronic granulomatous disease cytochrome b-positive type II
DOID:0070192	autosomal recessive chronic granulomatous disease cytochrome b-positive type I
DOID:0070193	autosomal recessive chronic granulomatous disease cytochrome b-negative
DOID:0070194	autosomal recessive chronic granulomatous disease cytochrome b-positive type III
DOID:0070195	X-linked chronic granulomatous disease
DOID:0070196	infantile-onset distal myopathy
DOID:0070197	distal myopathy 1
DOID:0070198	Miyoshi muscular dystrophy
DOID:0070199	Miyoshi muscular dystrophy 1
DOID:0070200	Miyoshi muscular dystrophy 2
DOID:0070201	Miyoshi muscular dystrophy 3
DOID:0070202	familial partial lipodystrophy type 2
DOID:0070203	familial partial lipodystrophy type 5
DOID:0070204	familial partial lipodystrophy type 3
DOID:0070205	familial partial lipodystrophy type 4
DOID:0070206	familial partial lipodystrophy type 6
DOID:0070207	familial partial lipodystrophy type 1
DOID:0070208	hereditary lymphedema IC
DOID:0070209	hereditary lymphedema ID
DOID:0070210	hereditary lymphedema IA
DOID:0070211	hereditary lymphedema IB
DOID:0070212	hereditary lymphedema I
DOID:0070213	hereditary lymphedema II
DOID:0070214	familial hyperinsulinemic hypoglycemia 7
DOID:0070215	familial hyperinsulinemic hypoglycemia 4
DOID:0070216	familial hyperinsulinemic hypoglycemia 3
DOID:0070217	familial hyperinsulinemic hypoglycemia 6
DOID:0070218	familial hyperinsulinemic hypoglycemia 2
DOID:0070219	familial hyperinsulinemic hypoglycemia 1
DOID:0070220	familial hyperinsulinemic hypoglycemia 5
DOID:0070221	progressive familial intrahepatic cholestasis
DOID:0070222	progressive familial intrahepatic cholestasis 2
DOID:0070223	progressive familial intrahepatic cholestasis 3
DOID:0070224	progressive familial intrahepatic cholestasis 4
DOID:0070225	progressive familial intrahepatic cholestasis 5
DOID:0070226	progressive familial intrahepatic cholestasis 1
DOID:0070227	intrahepatic cholestasis of pregnancy
DOID:0070228	intrahepatic cholestasis of pregnancy 1
DOID:0070229	intrahepatic cholestasis of pregnancy 3
DOID:0070230	benign recurrent intrahepatic cholestasis
DOID:0070231	benign recurrent intrahepatic cholestasis 1
DOID:0070232	benign recurrent intrahepatic cholestasis 2
DOID:0070233	Loeys-Dietz syndrome 4
DOID:0070234	Loeys-Dietz syndrome 2
DOID:0070235	Loeys-Dietz syndrome 1
DOID:0070236	Loeys-Dietz syndrome 5
DOID:0070237	Loeys-Dietz syndrome 3
DOID:0070238	primary coenzyme Q10 deficiency 1
DOID:0070239	primary coenzyme Q10 deficiency 2
DOID:0070240	primary coenzyme Q10 deficiency 3
DOID:0070241	primary coenzyme Q10 deficiency 4
DOID:0070242	primary coenzyme Q10 deficiency 5
DOID:0070243	primary coenzyme Q10 deficiency 6
DOID:0070244	primary coenzyme Q10 deficiency 7
DOID:0070245	primary coenzyme Q10 deficiency 8
DOID:0070246	X-linked Emery-Dreifuss muscular dystrophy 1
DOID:0070247	autosomal dominant Emery-Dreifuss muscular dystrophy 2
DOID:0070248	autosomal recessive Emery-Dreifuss muscular dystrophy 3
DOID:0070249	autosomal dominant Emery-Dreifuss muscular dystrophy 4
DOID:0070250	autosomal dominant Emery-Dreifuss muscular dystrophy 5
DOID:0070251	X-linked Emery-Dreifuss muscular dystrophy 6
DOID:0070252	autosomal dominant Emery-Dreifuss muscular dystrophy 7
DOID:0070253	congenital disorder of glycosylation type IIa
DOID:0070254	congenital disorder of glycosylation type IIb
DOID:0070255	congenital disorder of glycosylation type IIc
DOID:0070256	congenital disorder of glycosylation type IId
DOID:0070257	congenital disorder of glycosylation type IIe
DOID:0070258	congenital disorder of glycosylation type IIf
DOID:0070259	congenital disorder of glycosylation type IIg
DOID:0070260	congenital disorder of glycosylation type IIh
DOID:0070261	congenital disorder of glycosylation type IIi
DOID:0070262	congenital disorder of glycosylation type IIj
DOID:0070263	congenital disorder of glycosylation type IIk
DOID:0070264	congenital disorder of glycosylation type IIl
DOID:0070265	congenital disorder of glycosylation type IIm
DOID:0070266	congenital disorder of glycosylation type IIn
DOID:0070267	congenital disorder of glycosylation type IIo
DOID:0070268	congenital disorder of glycosylation type IIp
DOID:0070269	congenital disorder of glycosylation type IIq
DOID:0070270	hereditary nonpolyposis colorectal cancer type 8
DOID:0070271	Lynch syndrome 1
DOID:0070272	hereditary nonpolyposis colorectal cancer type 5
DOID:0070273	hereditary nonpolyposis colorectal cancer type 6
DOID:0070274	hereditary nonpolyposis colorectal cancer type 2
DOID:0070275	hereditary nonpolyposis colorectal cancer type 4
DOID:0070276	hereditary nonpolyposis colorectal cancer type 7
DOID:0070277	primary autosomal recessive microcephaly 15
DOID:0070278	primary autosomal recessive microcephaly 7
DOID:0070279	primary autosomal recessive microcephaly 14
DOID:0070280	primary autosomal recessive microcephaly 5
DOID:0070281	primary autosomal recessive microcephaly 19
DOID:0070282	primary autosomal recessive microcephaly 8
DOID:0070283	primary autosomal recessive microcephaly 13
DOID:0070284	primary autosomal recessive microcephaly 12
DOID:0070285	primary autosomal recessive microcephaly 1
DOID:0070286	primary autosomal recessive microcephaly 3
DOID:0070287	primary autosomal recessive microcephaly 11
DOID:0070288	primary autosomal recessive microcephaly 17
DOID:0070289	primary autosomal recessive microcephaly 16
DOID:0070290	primary autosomal recessive microcephaly 6
DOID:0070291	primary autosomal recessive microcephaly 4
DOID:0070292	primary autosomal recessive microcephaly 9
DOID:0070293	primary autosomal recessive microcephaly 2 with or without cortical malformations
DOID:0070294	primary autosomal recessive microcephaly 10
DOID:0070295	primary autosomal dominant microcephaly 18
DOID:0070296	primary autosomal recessive microcephaly
DOID:0070297	primary microcephaly
DOID:0070298	multiple epiphyseal dysplasia 2
DOID:0070299	multiple epiphyseal dysplasia 5
DOID:0070300	multiple epiphyseal dysplasia 4
DOID:0070301	multiple epiphyseal dysplasia 6
DOID:0070302	multiple epiphyseal dysplasia 7
DOID:0070303	multiple epiphyseal dysplasia 1
DOID:0070304	multiple epiphyseal dysplasia 3
DOID:0070305	multiple epiphyseal dysplasia due to collagen 9 anomaly
DOID:0070306	post-cardiac arrest syndrome
DOID:0070307	craniolenticulosutural dysplasia
DOID:0070308	rippling muscle disease 1
DOID:0070309	absence epilepsy
DOID:0070310	drug-induced hearing loss
DOID:0070311	oligoasthenoteratozoospermia
DOID:0070313	thiamine deficiency disease
DOID:0070314	obstructive nephropathy
DOID:0070315	hypoplastic right heart syndrome
DOID:0070316	Miura type epiphyseal chondrodysplasia
DOID:0070317	wet beriberi
DOID:0070318	dry beriberi
DOID:0070319	miliaria pustulosa
DOID:0070320	miliaria profunda
DOID:0070321	miliaria crystallina
DOID:0070322	pediatric hepatocellular carcinoma
DOID:0070323	childhood acute myeloid leukemia
DOID:0070324	systemic Epstein-Barr virus-positive T-cell lymphoma of childhood
DOID:0070325	malignant pediatric adrenal gland pheochromocytoma
DOID:0070326	spitzoid melanoma
DOID:0070327	melanoma in congenital melanocytic nevus
DOID:0070328	adult hepatocellular carcinoma
DOID:0070329	mitochondrial DNA depletion syndrome
DOID:0070330	multiple mitochondrial dysfunctions syndrome
DOID:0070331	mitochondrial DNA depletion syndrome 8b
DOID:0070332	multiple mitochondrial dysfunctions syndrome 6
DOID:0080000	muscular disease
DOID:0080001	bone disease
DOID:0080005	bone remodeling disease
DOID:0080006	bone development disease
