ID	COMPOUND_ID	TYPE	NAME
1004132	28664	NAME	7-methylguanine
854910	28669	INN	bacitracin
883123	28674	INN	tetryzoline
1010146	28680	INN	cytarabine
847758	28681	NAME	N,N'-diacetylchitobiose
755526	28689	NAME	3beta-hydroxyandrost-5-en-17-one
958976	28691	NAME	alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acyl-sphing-4-enine
900658	28717	NAME	O-decanoyl-(R)-carnitine
963895	28729	NAME	alpha-D-mannopyranose
883661	28733	NAME	1-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphocholine
833699	28743	NAME	alpha-L-fucosyl-(1->2)- beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acylsphing-4-enine
913660	28744	NAME	2-hydroxy-17beta-estradiol
755527	28745	NAME	L-xylo-hex-3-ulonolactone
60991	28748	INN	doxorubicin
967099	28750	NAME	17alpha-hydroxypregnenolone
975048	28768	NAME	p-cymene
847583	28775	NAME	hesperidin
755938	28777	NAME	liquiritigenin
20584	28788	NAME	quinoline-3,4-diol
839900	28802	NAME	a flavonol
847759	28816	NAME	aldehydo-2-deoxy-D-ribose
755529	28818	NAME	secalciferol
18118	28821	NAME	N-[(E,E)-piperoyl]piperidine
908883	28824	NAME	stigmasterol
971962	28831	NAME	1-propanol
913549	28837	INN	octanoic acid
858688	28838	NAME	lutein
755530	28853	NAME	isopimpinellin
819831	28857	NAME	(3Z)-hex-3-en-1-ol
897790	28869	NAME	menadione
819655	28876	INN	melphalan
897827	28878	NAME	dodecan-1-ol
825536	28881	NAME	N-acetyl-D-muramate
1017929	28884	NAME	N-phenylacetamide
847760	28885	NAME	butan-1-ol
888556	28891	NAME	dibenzo-p-dioxin
1005439	28897	NAME	pentadecane
842500	28901	INN	busulfan
16691	28902	NAME	N-phenylhydroxylamine
897811	28903	NAME	decan-1-ol
847761	28905	NAME	prop-2-yn-1-ol
847762	28911	NAME	cob(III)alamin
972959	28913	NAME	(E)-2-hexenal
826570	28915	INN	fosfomycin
43694	28918	INN	epinephrine
830458	28927	NAME	(2S)-sakuranetin
847764	28928	NAME	angelicin
847765	28934	NAME	vitamin D2
755531	28938	NAME	NH4(+)
847766	28940	NAME	calciol
755532	28944	NAME	N-acetyl-7-O-acetylneuraminate
755533	28946	NAME	theobromine
17754	28952	NAME	5alpha-pregnane-3,20-dione
996639	28955	NAME	2-methoxy-17beta-estradiol
101701	28971	INN	ampicillin
755534	28972	NAME	(R)-propane-1,2-diol
1008519	28975	NAME	2,5-dichlorocyclohexa-2,5-dien-1,4-diol
889186	28977	NAME	3-carboxy-2-hydroxy-7-methyl-6-oxo-(2Z,4Z)-octadienoate
755535	28982	NAME	(S)-1,2-epoxypropane
755536	28985	NAME	(R)-1,2-epoxypropane
1008518	28989	NAME	2,4,5-trichlorocyclohexa-2,5-dien-1-ol
847767	28997	NAME	2'-deoxyinosine
755537	28999	NAME	N-acetyl-9-O-acetylneuraminate
997830	29001	NAME	(3R)-3-isopropenyl-6-oxoheptanoate
755538	29002	NAME	(S)-propane-1,2-diol
688052	29006	NAME	N-acetyl-4-O-acetylneuraminate
597971	29007	INN	ceftriaxone
847768	29010	NAME	2'-aminobiphenyl-2,3-diol
755539	29032	NAME	(R)-pantothenate
18900	29033	NAME	Fe(2+)
18899	29034	NAME	Fe(3+)
35524	29035	NAME	Mn(2+)
755540	29036	NAME	Cu(2+)
755541	29041	NAME	Mn(3+)
755542	29043	NAME	O-beta-D-glucosyl-cis-zeatin
755543	29053	NAME	3,4-dihydroxypyridine
755544	29055	NAME	3-(3,4-dihydroxyphenyl)pyruvate
755545	29060	NAME	alpha-pinene oxide
16756	29064	NAME	1,6,6-trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one
688063	29067	NAME	a carboxylate
16480	29071	NAME	3-deoxy-D-glycero-2,5-hexodiulosonate
92447	29073	INN	ascorbic acid
755546	29083	NAME	N-methyl-L-glutamate
37202	29101	NAME	Na(+)
40173	29103	NAME	K(+)
755547	29105	NAME	Zn(2+)
17243	29107	NAME	24-methylidenelophenol
755548	29108	NAME	Ca(2+)
16742	29111	NAME	alpha-D-Man-(1->3)-[alpha-D-GlcNAc-(1->2)]-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-D-Man
17039	29118	NAME	methanophenazine
35706	29123	NAME	N-acetyl-L-glutamate 5-semialdehyde
35771	29133	INN	dextrorphan
755983	29136	NAME	pyridine N-oxide
755549	29195	NAME	cyanate
960677	29198	NAME	phosphinate
755550	29202	NAME	isocyanate
883760	29242	NAME	arsenite
19275	29256	NAME	a thiol
897830	29317	NAME	hydrogenselenide
18852	29323	NAME	methylazoxymethanol
831628	29461	NAME	10-deoxymethynolide
897835	29472	NAME	2-heptyl-3-hydroxy-4(1H)-quinolone
755551	29484	NAME	(S)-4,5-dihydroxypentane-2,3-dione
755553	29510	NAME	abieta-7,13-dien-18-ol
755554	29519	NAME	aphidicolan-16beta-ol
914283	29579	NAME	epothilone D
832825	29613	NAME	L-oleandrosyl-oleandolide
832824	29614	NAME	L-olivosyl-oleandolide
755555	29616	NAME	abieta-8(14),12-diene
825698	29639	NAME	N-(3-oxododecanoyl)homoserine lactone
893535	29650	NAME	narbonolide
847770	29651	NAME	neoabietadiene
904183	29673	INN	rifamycin
903162	29687	INN	teicoplanin
876484	29700	NAME	tylactone
17452	29743	NAME	3-oxododecanoate
17484	29744	NAME	lithocholate
755556	29748	NAME	chorismate
17427	29749	NAME	trans-ferulate
20579	29751	NAME	L-quinate
755557	29780	NAME	isochorismate
755558	29805	NAME	glycolate
755559	29806	NAME	fumarate
19946	29807	NAME	glycyrrhizin
894613	29917	NAME	thiol group
755561	29919	NAME	hydrogen sulfide
755562	29920	NAME	phosphoramidate
899523	29934	NAME	prephenate
87972	29949	NAME	D-alanine residue
893591	29950	NAME	L-cysteine residue
1017977	29954	NAME	L-tryptophan residue
1010185	29955	NAME	D-tryptophan residue
20554	29959	NAME	quinolinate
893590	29961	NAME	L-aspartate residue
839933	29965	NAME	L-arginine residue
839952	29969	NAME	L-lysine residue
893423	29973	NAME	L-glutamate residue
837924	29979	NAME	L-histidine residue
1010182	29984	NAME	D-methionine residue
755563	29985	NAME	L-glutamate
755564	29986	NAME	D-glutamate
755565	29990	NAME	D-aspartate
755566	29991	NAME	L-aspartate
1010183	29996	NAME	D-phenylalanine residue
971502	29998	NAME	D-serine residue
893421	29999	NAME	L-serine residue
39912	30000	NAME	L-selenocysteine residue
1010178	30007	NAME	D-alloisoleucine residue
893422	30011	NAME	L-glutamine residue
896932	30013	NAME	L-threonine residue
1010184	30014	NAME	D-threonine residue
755567	30023	NAME	trans-sinapate
755568	30031	NAME	succinate
755569	30037	NAME	taxa-4,11-diene
755984	30038	NAME	taxa-4(20),11-dien-5alpha-ol
755985	30041	NAME	taxa-4(20),11-dien-5alpha,13alpha-diol
755986	30042	NAME	taxa-4(20),11-dien-5alpha-yl acetate
755570	30043	NAME	terephthalate
755571	30066	NAME	thioglycolate
831747	30087	NAME	guanidine
755572	30089	NAME	acetate
755573	30109	NAME	4alpha-methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol
755574	30154	NAME	5beta-pregnan-3,20-dione
19962	30212	NAME	hnu
755575	30232	NAME	abieta-7,13-diene
17851	30245	NAME	(9Z,12Z)-octadecadienoate
18956	30248	NAME	beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc
755576	30306	NAME	1,3-dihydroxy-N-methylacridone
755579	30320	NAME	thioacetate
755580	30322	NAME	3-acetamidopropanal
63080	30402	NAME	tungstopterin
42370	30408	NAME	iron-sulfur cluster
59906	30409	NAME	[7Fe-Mo-9S-C-homocitryl] cluster
897847	30477	NAME	tellurite
894967	30605	NAME	disulfanyl group
755581	30612	NAME	D-glucarate
821536	30616	NAME	ATP
755582	30620	NAME	(S)-2,3-dihydrodipicolinate
755583	30623	NAME	oxalate
1008206	30697	NAME	beta-D-glucosyl group
755584	30719	NAME	2-methylmaleate
847771	30742	NAME	ethylene glycol
897854	30755	NAME	guanin-9-yl group
839959	30756	NAME	adenine group
755585	30762	NAME	salicylate
755586	30780	NAME	maleate
93206	30781	NAME	acetylenedicarboxylic acid
847772	30807	NAME	tetradecanoate
755587	30823	NAME	(9Z)-octadecenoate
882217	30825	NAME	(9E)-octadecenoate
884266	30827	NAME	(11Z)-octadecenoate
884267	30828	NAME	(11E)-octadecenoate
755588	30839	NAME	orotate
20026	30854	NAME	(indol-3-yl)acetate
755589	30864	NAME	(S)-dihydroorotate
755590	30879	NAME	an alcohol
755591	30921	NAME	glutarate
18403	30928	NAME	(2R,3S)-tartrate
755592	30929	NAME	tartrate
16556	30934	NAME	(3R)-citramalate
16618	30936	NAME	(3S)-citramalate
755593	30959	NAME	4-pyridoxate
17394	30960	NAME	5-pyridoxate
967711	31004	NAME	triacontanoate
20330	31011	NAME	pentanoate
847773	31013	NAME	hexacosanoate
847774	31014	NAME	tetracosanoate
882878	31080	NAME	2-hydroxy-2,3-dihydrogenistein
93521	31082	NAME	2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioic acid
897815	31087	NAME	demethylphylloquinone
755594	31128	NAME	4-hydroxyphenyl acetate
893545	31144	NAME	8-demethyltetracenomycin C
93094	31157	NAME	2-cis-(+)-abscisic aldehyde
869710	31159	INN	aceclofenac
869780	31162	INN	acemetacin
102261	31174	INN	adapalene
897814	31181	NAME	aklavinone
848523	31183	INN	alclofenac
718466	31185	INN	alcuronium chloride
878875	31186	INN	alfacalcidol
971503	31186	NAME	alfacalcidol
869847	31190	INN	alminoprofen
683470	31205	INN	amlexanox
869952	31210	INN	ampiroxicam
61681	31225	INN	phenazone
90764	31236	INN	aripiprazole
106909	31248	INN	azosemide
870424	31257	INN	bendazac
716123	31263	INN	bentiromide
878999	31264	INN	benzethonium chloride
886566	31286	INN	bifonazole
879342	31304	INN	bromisoval
848539	31317	INN	bufexamac
904117	31334	NAME	(E)-caffeyl alcohol
102513	31335	INN	calcipotriol
109508	31348	INN	capecitabine
872399	31355	INN	carboplatin
1007531	31379	INN	cefroxadine
718484	31399	INN	cilnidipine
718295	31401	INN	cilostazol
857790	31402	NAME	cinnamyl acetate
105714	31403	INN	cinnarizine
754730	31413	INN	clobazam
847581	31432	NAME	corynebactin
771416	31439	INN	crotamiton
106703	31444	INN	ciclacillin
771504	31448	INN	cyclothiazide
898837	31457	NAME	decanal
883686	31466	INN	dequalinium chloride
771974	31468	INN	deslanoside
839260	31488	NAME	N-acylsphinganine
88924	31498	INN	dimeticone
773016	31515	INN	domperidone
887866	31524	INN	droxidopa
103135	31527	INN	dydrogesterone
879447	31539	INN	epalrestat
103214	31547	INN	eplerenone
914281	31549	NAME	epothilone A
914284	31550	NAME	epothilone B
914357	31550	INN	patupilone
684006	31556	INN	esatenolol
879632	31578	INN	ethylestrenol
900858	31585	INN	exalamide
998083	31597	INN	felbinac
880055	31623	INN	fluocinolone acetonide
888840	31625	INN	fluorometholone
102826	31638	INN	fulvestrant
716873	31643	INN	gadoteridol
886216	31649	INN	teprenone
756199	31653	INN	glafenine
880603	31687	INN	idebenone
89622	31690	INN	imatinib mesilate
832514	31697	NAME	indolin-2-one
598434	31703	INN	iodamide
689855	31705	INN	iodixanol
598111	31709	INN	iohexol
598142	31710	INN	iomeprol
598134	31711	INN	iopamidol
598182	31718	INN	ioxaglic acid
880646	31719	INN	ipriflavone
865104	31739	INN	josamycin
99053	31746	INN	kainic acid
870915	31749	INN	kebuzone
870942	31783	INN	lornoxicam
967394	31810	INN	fleroxacin
855438	31832	NAME	methyl salicylate
817899	31838	INN	metiazinic acid
882310	31859	INN	modafinil
974410	31883	NAME	N-(9Z-octadecanoyl)-dopamine
882850	31897	INN	nateglinide
835373	31899	INN	nemonapride
899240	31905	INN	nicorandil
882892	31912	INN	nimetazepam
105666	31941	INN	oxaliplatin
105359	31981	INN	periciazine
755595	31998	NAME	N-acyl-(4R)-hydroxysphinganine
99634	32003	INN	pimobendan
902743	32016	INN	pirfenidone
1015153	32019	INN	piromidic acid
851046	32020	INN	pitavastatin
755596	32023	NAME	plaunotol
893764	32038	INN	pralidoxime iodide
90337	32041	INN	pratosartan
871574	32058	INN	proglumide
905755	32079	NAME	pyrrolnitrin
905756	32079	INN	pyrrolnitrin
718509	32104	INN	rolipram
690042	32114	INN	salicylamide
881644	32154	NAME	octadecan-1-ol
834854	32168	INN	sulpiride
689349	32173	INN	suxibuzone
102489	32184	INN	tazarotene
871618	32192	INN	tenoxicam
893464	32197	NAME	tetracenomycin A2
756161	32221	INN	tiaprofenic acid
689941	32223	INN	tibolone
871635	32243	INN	tolfenamic acid
102781	32260	INN	trilostane
882327	32269	INN	tropisetron
871650	32292	INN	vedaprofen
816107	32293	INN	verteporfin
755597	32304	NAME	2-cis,4-trans-xanthoxin
683144	32315	INN	zopiclone
90753	32316	INN	zotepine
867621	32323	INN	glucuronamide
755598	32325	NAME	beta-ionone
92396	32330	NAME	(2S,3R)-dihydroquercetin
874612	32360	NAME	eicosanoate
1001060	32361	NAME	nonanoate
971505	32362	NAME	heptanoate
17701	32364	NAME	3-dehydroquinate
898592	32366	NAME	heptadecanoate
898591	32369	NAME	undecanoate
847580	32370	NAME	(9Z)-tetradecenoate
847579	32372	NAME	(9Z)-hexadecenoate
17586	32373	NAME	4-coumarate
884265	32375	NAME	(6Z)-octadecenoate
18381	32379	NAME	cis,cis-muconate
755599	32382	NAME	(R)-mandelate
755600	32383	NAME	6-hydroxyhexanoate
906457	32386	NAME	linoleoyl group
831731	32387	NAME	(9Z,12Z,15Z)-octadecatrienoate
906453	32388	NAME	alpha-linolenoyl group
906692	32390	NAME	(6Z,9Z,12Z)-octadecatrienoyl group
879999	32391	NAME	(6Z,9Z,12Z)-octadecatrienoate
884300	32392	NAME	(15Z)-tetracosenoate
879996	32393	NAME	(13Z)-docosenoate
755601	32395	NAME	(5Z,8Z,11Z,14Z)-eicosatetraenoate
881066	32426	NAME	(11Z)-eicosenoate
60037	32446	NAME	all-trans-neoxanthin
98625	32499	INN	amineptine
755602	32544	NAME	nicotinate
996699	32549	NAME	epsilon-carotene
755603	32551	NAME	L-lysine
755604	32557	NAME	D-lysine
1016038	32585	NAME	4-hydroxynon-2-enal
755605	32682	NAME	L-arginine
755606	32689	NAME	D-arginine
837456	32696	NAME	arginine
1004246	32722	NAME	glycin-2-yl radical residue
755607	32804	NAME	4-hydroxymandelate
755608	32810	NAME	3-hydroxy-L-glutamate
755609	32812	NAME	4-hydroxy-L-glutamate
755610	32814	NAME	N-carbamoyl-L-aspartate
961297	32875	NAME	methyl group
966552	32879	NAME	propane
1008502	32888	NAME	gamma-hexachlorocyclohexane
755612	32897	NAME	10-deacetyl-2-debenzoylbaccatin III
755613	32898	NAME	baccatin III
879393	32915	INN	cetylpyridinium chloride
1003109	32966	NAME	beta-D-fructose 1,6-bisphosphate
899691	33007	NAME	Cr(6+)
755614	33019	NAME	diphosphate
755995	33076	NAME	D-mannonic acid
1014281	33098	NAME	2-nitrotoluene
899068	33163	NAME	9-decenoate
20143	33190	NAME	3-oxopropanoate
755615	33203	NAME	(Z)-24-ethylidenelophenol
831064	33216	NAME	bisphenol A
904110	33227	NAME	(E)-cinnamyl alcohol
867760	33270	NAME	alpha-tocotrienol
867759	33275	NAME	beta-tocotrienol
867753	33276	NAME	delta-tocotrienol
867752	33277	NAME	gamma-tocotrienol
55027	33283	INN	thiamine
755616	33384	NAME	L-serine
755617	33409	NAME	methylarsonate
755619	33542	NAME	thiosulfate
755620	33565	NAME	2,3-dihydroxybenzenesulfonate
90514	33568	INN	racepinefrine
831065	33613	NAME	2,2-bis(4-hydroxyphenyl)-1-propanol
893552	33722	NAME	[4Fe-4S](2+) cluster
893553	33723	NAME	[4Fe-4S](1+) cluster
893596	33737	NAME	[2Fe-2S](2+)
893597	33738	NAME	[2Fe-2S](1+)
813988	33739	NAME	2Fe-2S cluster
852345	33913	NAME	corrinoid
883078	34071	NAME	1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol
885526	34115	NAME	1-O-hexadecyl-sn-glycerol
1003121	34116	NAME	1-O-(9Z-octadecenyl)-glycerol
109476	34117	INN	batilol
998049	34133	NAME	17beta-hydroxyandrost-4-ene-3,11-dione
996846	34172	NAME	16alpha,17beta-dihydroxyandrost-4-en-3-one
1006563	34238	NAME	2,4-dibromophenol
1014310	34270	NAME	1-chloro-2-nitrobenzene
756153	34283	INN	oxybenzone
68482	34310	NAME	(24S)-hydroxycholesterol
831750	34361	NAME	4'-hydroxyflavanone
773517	34380	INN	monobenzone
69055	34385	INN	fampridine
864487	34393	INN	chloroxylenol
907758	34477	NAME	6beta,17beta-dihydroxyandrost-4-en-3-one
864780	34543	INN	Argipressin
102997	34584	INN	boldenone
912221	34584	NAME	17beta-hydroxyandrosta-1,4-dien-3-one
755621	34596	NAME	(3S,5R,6R)-3,5-dihydroxy-6,7-didehydro-5,6-dihydro-12'-apo-beta-caroten-12'-al
755622	34597	NAME	(3S,5R,6S)-5,6-epoxy-3-hydroxy-5,6-dihydro-12'-apo-beta-caroten-12'-al
99215	34648	INN	clofibric acid
756501	34650	INN	colistimethate sodium
103636	34665	INN	debrisoquine
858347	34673	INN	devapamil
973930	34718	NAME	1-chloro-2,4-dinitrobenzene
1016672	34726	NAME	dodecanamide
879605	34749	INN	ethisterone
103282	34764	INN	flumetasone
966052	34779	NAME	glyoxal
898840	34787	NAME	heptanal
102761	34838	INN	drostanolone
882120	34848	INN	mevastatin
975287	34848	NAME	mevastatin
858308	34849	INN	mibolerone
99265	34892	INN	nocodazole
886765	34910	INN	pentetrazol
827103	34911	INN	permethrin
834142	34988	INN	sulmazole
881035	35020	NAME	1,2,3-tributanoylglycerol
814001	35104	NAME	Sr(2+)
755623	35121	NAME	(2R,3S)-3-isopropylmalate
16467	35146	NAME	(S)-3-methyl-2-oxopentanoate
755624	35164	NAME	2,4'-dihydroxyacetophenone
894800	35169	NAME	vanadate
813981	35172	NAME	vanadium cation
17136	35173	NAME	2-dehydro-3-deoxy-L-arabinonate
755625	35177	NAME	2-oxohexanoate
755627	35194	NAME	isoprene
1014302	35227	NAME	4-nitrotoluene
755628	35235	NAME	L-cysteine
755629	35236	NAME	D-cysteine
755632	35247	NAME	D-serine
870592	35267	NAME	quaternary ammonium
825656	35280	NAME	L-proline betaine
60034	35288	NAME	all-trans-violaxanthin
822717	35291	NAME	all-trans-retinoate
755633	35305	NAME	9-cis-violaxanthin
755634	35306	NAME	9'-cis-neoxanthin
847777	35328	NAME	spirilloxanthin
837806	35330	NAME	spheroidene
847778	35331	NAME	rhodopin
837440	35404	NAME	chromate
755635	35418	NAME	N-acetylneuraminate
1001684	35489	NAME	an organic disulfide
755636	35491	NAME	L-cystine
909081	35589	NAME	9H-purine
755638	35596	NAME	(R)-pulegone
971485	35616	NAME	trans-anethole
848932	35677	INN	betahistine
755639	35680	NAME	abieta-7,13-dien-18-oate
688068	35681	NAME	a secondary alcohol
966247	35746	NAME	a fatty aldehyde
1017899	35748	NAME	a fatty acid ester
844740	35759	NAME	a 1-acylglycerol
841718	35811	NAME	2-endo-hydroxy-1,8-cineole
1004803	35812	NAME	fenbendazole S-oxide
62364	35817	INN	roxarsone
913005	35899	NAME	(2E)-2-butenoate
896209	35924	NAME	an hydroperoxide
824381	35973	NAME	a 3-oxo acid
971506	35986	NAME	nonan-1-ol
847779	36014	NAME	chloromethane
755641	36165	NAME	heptanedioate
833749	36167	NAME	dipicolinate
878914	36204	NAME	12-hydroxydodecanate
755642	36208	NAME	shikimate
847780	36218	NAME	beta-lactose
20534	36241	NAME	3,4-dihydroxybenzoate
17595	36242	NAME	3-(4-hydroxyphenyl)pyruvate
971507	36243	NAME	a propanoate ester
688070	36252	NAME	glycochenodeoxycholate
912308	36257	NAME	taurocholate
965971	36261	NAME	taurodeoxycholate
825489	36264	NAME	molybdate
1017235	36298	NAME	1-naphthoate
961688	36361	NAME	phosphite
16521	36435	NAME	(9Z,11E,13S,14Z)-13-hydroperoxyoctadeca-9,11,14-trienoate
16518	36438	NAME	(9Z,13S,15Z)-12,13-epoxyoctadeca-9,11,15-trienoate
17172	36457	NAME	homocitrate
16536	36460	NAME	trans-glutaconate
755643	36464	NAME	(R)-mevalonate
755644	36484	NAME	hopan-22-ol
16898	36487	NAME	13-(beta-D-glucosyloxy)docosanoate
755645	36492	NAME	(2R,5R)-isomenthone
1002107	36503	NAME	menthone
755646	36517	NAME	germacrene A
755647	36557	NAME	N-methylanthranilate
755648	36558	NAME	3-hydroxy-4-methylanthranilate
17379	36559	NAME	3-hydroxyanthranilate
755649	36564	NAME	N-benzoyl-4-methoxyanthranilate
847781	36602	NAME	2-dehydro-L-idonate
755650	36647	NAME	2,3-dihydroxy-p-cumate
755651	36654	NAME	2,3-dihydroxybenzoate
755652	36655	NAME	glyoxylate
19464	36656	NAME	phenylglyoxylate
755653	36658	NAME	6-methylsalicylate
755654	36659	NAME	2-hydroxy-3-(4-hydroxyphenyl)propanoate
960762	36674	NAME	phenazine
976273	36703	NAME	2,3,5,6-tetrachloro-1,4-benzoquinone
1008357	36704	INN	imiquimod
903266	36713	NAME	5alpha-androstane-3alpha,17beta-diol
755655	36726	NAME	17alpha,20alpha-dihydroxypregn-4-en-3-one
905215	36729	NAME	(20R)-20-hydroxypregn-4-en-3-one
755656	36740	NAME	alpha-pinene
1008278	36776	NAME	(1S,4S)-bornane-2,5-dione
755657	36781	NAME	1-pyrroline
881575	36791	INN	escitalopram
755658	37047	NAME	(2R,5R)-isopulegone
19300	37080	NAME	acrylate
813985	37136	NAME	Ba(2+)
755659	37257	NAME	3,7,11,15-tetramethylhexadecanoate
755660	37319	NAME	2-hydroxypenta-2,4-dienoate
832464	37387	INN	calteridol
996643	37424	NAME	a sterol 3-beta-D-glucoside
773964	37448	NAME	2-dehydro-3-deoxy-L-fuconate
896221	37449	NAME	a 2-deoxy-alpha-D-glucoside
898458	37547	NAME	L-altrarate
885504	37560	INN	benproperine
821336	37563	NAME	CTP
821537	37565	NAME	GTP
821346	37568	NAME	dTTP
755661	37569	NAME	2-cis-(+)-abscisate
832984	37573	NAME	DIMBOA beta-D-glucoside
755662	37575	NAME	thiamine phosphate
755663	37619	NAME	L-galactose
688082	37623	NAME	7alpha,25-dihydroxycholesterol
905733	37640	NAME	(24S)-7alpha-dihydroxycholesterol
93838	37714	NAME	D-fructopyranose
755664	37721	NAME	D-fructose
968855	37808	NAME	butane
1017942	37825	NAME	4-aminotoluene
828930	37922	INN	arbekacin
852042	37923	INN	astromicin
101764	37924	INN	atazanavir
103541	37937	INN	betanidine
902198	37941	INN	clopidogrel
828945	37945	INN	dibekacin
19621	38028	NAME	cyanurate
1017234	38137	NAME	(1-naphthyl)methanol
894559	38201	NAME	bacteriochlorophyll
831722	38229	NAME	(-)-solanapyrone A
831720	38238	NAME	prosolanapyrone II
847782	38249	NAME	(1S,4R)-1-hydroxylimonen-2-one
755665	38266	NAME	O-beta-D-glucosyl-trans-zeatin
19440	38290	NAME	L-ascorbate
881047	38545	INN	rosuvastatin
71377	38561	INN	fluvastatin
755666	38685	NAME	1,2-epoxypropane
847783	38757	NAME	an isoflavone
1016673	38833	NAME	decanamide
72990	38918	INN	imatinib
72782	38942	INN	vandetanib
72788	38944	INN	amoscanate
72804	38946	INN	amocarzine
852346	39129	NAME	Sr cation
847784	39275	NAME	bromomethane
773808	39282	NAME	iodomethane
829087	39348	INN	etofenprox
1002797	39428	INN	perflenapent
74173	39431	NAME	(S)-5-oxo-2,5-dihydrofuran-2-acetic acid
74295	39455	INN	unoprostone
101910	39548	INN	atorvastatin
755667	39662	NAME	1-(4-amino-2-methylpyrimid-5-ylmethyl)-3-(2-hydroxyethyl)-2-methylpyridinium
884106	39785	NAME	1-pyrroline-2-carboxylate
755668	39930	NAME	(3R)-3-hydroxy-8'-apo-beta-carotenol
1014282	39931	NAME	3-nitrotoluene
1004129	39992	NAME	3-methylcytosine
868165	40009	INN	cycloserine
869965	40237	INN	sitagliptin
897834	40356	NAME	N-acetyl-alpha-D-galactosamine
847785	40407	NAME	2-all-trans-octaprenylphenol
597979	40618	INN	pimagedine
755669	40656	NAME	beta-D-allopyranose
822715	40751	NAME	(S)-adrenaline
870206	40782	INN	aminothiazole
833902	40799	NAME	androsta-1,4-diene-3,17-dione
847401	40822	NAME	D-allose
960729	40953	INN	doramapimod
1009642	40968	NAME	all-trans-(3S,3'S)-astaxanthin
854032	41039	INN	benfotiamine
908876	41055	NAME	butyrylthiocholine
755670	41117	NAME	N-benzylformamide
1017454	41128	NAME	octyl beta-D-glucose
813980	41213	NAME	bacteriopheophytin a
847578	41237	NAME	benzyl benzoate
856124	41423	INN	celecoxib
755671	41487	NAME	coelenteramide
897894	41509	NAME	cholesteryl (9Z,12Z)-octadecadienoate
823485	41531	INN	mecysteine
755672	41595	NAME	(+)-(R)-germacrene A
908000	41633	NAME	(24S)-25-epoxycholesterol
755673	41674	NAME	cyclohexan-1,2-dione
880213	41688	INN	methylrosanilinium chloride
102373	41774	INN	tamoxifen
893921	41837	NAME	oxidized dithiothreitol
847604	41847	NAME	1,2-dioctadecanoyl-sn-glycerol
102422	41879	INN	dexamethasone
1014864	41879	NAME	dexamethasone
102504	41922	INN	diethylstilbestrol
90353	41941	NAME	3,4-dihydroxyphenylacetic acid
93881	41977	INN	daunorubicin
961366	42090	NAME	L-threitol
996486	42156	NAME	16alpha,17alpha-estriol
99878	42191	INN	edetic acid
1006944	42202	NAME	daidzein 7-O-beta-D-glucoside
92136	42355	INN	erythromycin
847608	42438	NAME	2-methoxy-4-vinylphenol
100079	42471	INN	colforsin
972724	42491	NAME	flavone
971508	42534	NAME	epitestosterone
755675	42548	NAME	alpha-L-fucose
835331	42588	INN	fenretinide
755676	42589	NAME	beta-L-fucose
883613	42626	NAME	glycyl-AMP
93400	42638	INN	flufenamic acid
755677	42639	NAME	gamma-butyrolactone
755678	42677	NAME	(R)-1-aminopropan-2-ol
845759	42797	INN	gabapentin
755679	42819	NAME	5-dehydro-4-deoxy-D-glucarate
755680	42939	NAME	cyclohexylamine
68476	42977	NAME	25-hydroxycholesterol
971487	42989	NAME	7beta-hydroxycholesterol
1016016	43003	NAME	heptan-1-ol
835567	43029	NAME	L-erythro-7,8-dihydrobiopterin
755681	43074	NAME	(3S)-hydroxy-3-methylglutaryl-CoA
995146	43120	NAME	(6R)-L-erythro-6,7-dihydrobiopterin
850624	43129	NAME	(+)-6a-hydroxymaackiain
893576	43176	NAME	hydroxy group
755682	43445	NAME	(+)-aristolochene
755683	43474	NAME	phosphate
969852	43602	INN	obeticholic acid
847609	43711	NAME	(R)-dihydrolipoamide
908906	43903	NAME	N(pros)-methyl-L-histidine residue
866874	43945	INN	medronic acid
101860	43968	INN	meropenem
884171	43996	INN	mitoguazone
823487	44027	NAME	menaquinone-8
92802	44120	NAME	L-methionine (S)-S-oxide residue
911846	44137	INN	tiamulin
828248	44143	INN	emivirine
976274	44147	NAME	menaquinone-9
101881	44185	INN	methotrexate
99329	44241	INN	metyrapone
841614	44245	NAME	menaquinone-7
844669	44278	NAME	N-acetyl-alpha-D-glucosamine
973295	44296	NAME	tetraethylammonium
755684	44337	NAME	N-acetyl-L-glutamate
755685	44343	NAME	(1R,2S)-1,2-dihydronaphthalene-1,2-diol
850881	44348	NAME	N-ethylsuccinimide
878584	44349	INN	norethisterone
911822	44368	INN	nitrofural
